party,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,party_bloc,layer,year
Doğru Yol Partisi,73.30514,0.3810727773703443,0.0,0.1665057572736717,opposition,positive,2004
Bağımsız,49.36908,0.5513093651694815,0.0,0.5110435489115736,opposition,positive,2004
Adalet ve Kalkınma Partisi,4533.04536,0.565842014456809,0.0,0.5092366067777016,government,positive,2005
Cumhuriyet Halk Partisi,3456.97004,0.4555433957576123,0.0,0.2289279136138342,opposition,positive,2005
Anavatan Partisi,392.076195,0.5749347671426469,0.0,0.5152060075329659,opposition,positive,2005
Doğru Yol Partisi,167.76865500000002,0.44892257396780916,0.0,0.22156811974772023,opposition,positive,2005
Bağımsız,116.77820499999999,0.8193212312560978,0.8333333333333333,0.6113431334360032,opposition,positive,2005
Adalet ve Kalkınma Partisi,3730.5785699999997,0.7489296363078655,0.5,0.5614329065183966,government,positive,2006
Cumhuriyet Halk Partisi,2555.9573550000005,0.46767811216683003,0.0,0.2442557238417327,opposition,positive,2006
Anavatan Partisi,1054.782355,0.7502622641400248,0.5,0.5709783579926742,opposition,positive,2006
Bağımsız,318.51353499999993,0.625921705059067,0.0,0.4970537709549897,opposition,positive,2006
Doğru Yol Partisi,184.75049999999996,0.45807905574783087,0.0,0.22815235333493916,opposition,positive,2006
Adalet ve Kalkınma Partisi,1138.951225,0.5607712319991213,0.0,0.5154329534747346,government,positive,2007
Cumhuriyet Halk Partisi,845.4453300000001,0.6581837214656535,0.5,0.5964770366467873,opposition,positive,2007
Anavatan Partisi,255.54696,0.6539534089607897,0.5,0.5364793517822938,opposition,positive,2007
Bağımsız,110.299995,0.4280090951069612,0.0,0.26433292821666493,opposition,positive,2007
Doğru Yol Partisi,65.604895,0.3479385946132886,0.0,0.14443691840049996,opposition,positive,2007
Adalet ve Kalkınma Partisi,137.87199,0.2579764715147244,0.8333333333333333,0.7026836261091438,government,negative,2002
Cumhuriyet Halk Partisi,120.16921,0.24064332463482915,0.5,0.488094163564905,opposition,negative,2002
Bağımsız,5.920000000000001,0.21450323697072973,0.0,0.5067805487786471,opposition,negative,2002
Anavatan Partisi,3.35,0.13058761013350625,0.0,0.07896658532628927,opposition,negative,2002
Doğru Yol Partisi,0.675,0.10479675323547825,0.0,0.07026779399910046,opposition,negative,2002
Cumhuriyet Halk Partisi,2997.6273800000004,0.48210930083183295,0.0,0.25302644661477425,opposition,negative,2003
Adalet ve Kalkınma Partisi,1959.0386099999998,0.7651038833524486,0.5,0.5695758689257019,government,negative,2003
Anavatan Partisi,175.806575,0.6409179062468031,0.0,0.4924555685595701,opposition,negative,2003
Bağımsız,61.6117,0.4745313120406945,0.0,0.24045682008738423,opposition,negative,2003
Doğru Yol Partisi,15.643810000000002,0.7595286110128124,0.5,0.5578789989945546,opposition,negative,2003
Cumhuriyet Halk Partisi,2323.8938249999997,0.775020098633518,0.8333333333333333,0.6140937412832461,opposition,negative,2004
Adalet ve Kalkınma Partisi,1039.61677,0.5558520858186802,0.0,0.5245479995879831,government,negative,2004
Anavatan Partisi,118.02266499999999,0.5309469767731938,0.0,0.5055637535836159,opposition,negative,2004
Doğru Yol Partisi,106.586735,0.3999857222347064,0.0,0.1913070001639039,opposition,negative,2004
Bağımsız,17.44607,0.4400805814187434,0.0,0.23568028300161992,opposition,negative,2004
Cumhuriyet Halk Partisi,2933.7228750000004,0.6138864473855127,0.0,0.4979770517653837,opposition,negative,2005
Adalet ve Kalkınma Partisi,1958.8351550000002,0.742950250634927,0.5,0.5666889945696016,government,negative,2005
Anavatan Partisi,302.535855,0.45804029421439,0.0,0.24043365184438795,opposition,negative,2005
Doğru Yol Partisi,156.50208000000003,0.7356309780321473,0.5,0.5685097126883216,opposition,negative,2005
Bağımsız,149.449445,0.44840548053167867,0.0,0.22331772206558964,opposition,negative,2005
Cumhuriyet Halk Partisi,2095.25675,0.4237969880837042,0.0,0.15529231066837282,opposition,negative,2006
Adalet ve Kalkınma Partisi,1580.478575,0.627135626461978,0.5,0.3340705736676666,government,negative,2006
Anavatan Partisi,648.84057,0.7557461246928278,0.6666666666666666,0.5994569883495994,opposition,negative,2006
Doğru Yol Partisi,262.611995,0.5454702888427732,0.0,0.5046760134471039,opposition,negative,2006
Bağımsız,196.78744,0.5399000033264576,0.0,0.5002345356196436,opposition,negative,2006
Cumhuriyet Halk Partisi,892.3975699999999,0.3932914981015385,0.0,0.1518607709285262,opposition,negative,2007
Adalet ve Kalkınma Partisi,566.8588199999999,0.5700623348745806,0.5,0.31507984257881255,government,negative,2007
Anavatan Partisi,244.268075,0.5161904613533174,0.0,0.5221119295313335,opposition,negative,2007
Bağımsız,99.711475,0.48783918155386674,0.0,0.49613793960826635,opposition,negative,2007
Doğru Yol Partisi,51.783744999999996,0.6942205259146682,0.6666666666666666,0.599090374631271,opposition,negative,2007
