party,concept_slug,concept,concept_category,speech_count,mention_count,beme_positive_hits,beme_negative_hits,salience_weight,layer_weight,beme_score,layer
Bağımsız,democracy,Demokrasi,democratic_reform,100,276,109,64,336.55,336.55,0.25862068965517243,total
Bağımsız,european_union,Avrupa Birligi,democratic_reform,95,265,106,72,327.3,327.3,0.18994413407821228,total
Bağımsız,constitution,Anayasa,constitutional_conflict,88,288,33,37,312.5,312.5,-0.056338028169014086,total
Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,97,189,35,262,292.95,292.95,-0.761744966442953,total
Anavatan Partisi,inflation,Enflasyon,macro_economy,96,259,33,39,284.2,284.2,-0.0821917808219178,total
Bağımsız,law_state,Hukuk Devleti,democratic_reform,85,231,59,45,267.4,267.4,0.13333333333333333,total
Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,132,223,63,52,263.25,263.25,0.09482758620689655,total
Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,65,144,36,202,227.3,227.3,-0.694560669456067,total
Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,115,191,49,23,216.20000000000002,216.20000000000002,0.3561643835616438,total
Doğru Yol Partisi,european_union,Avrupa Birligi,democratic_reform,69,142,98,26,185.4,185.4,0.576,total
Doğru Yol Partisi,inflation,Enflasyon,macro_economy,59,149,11,20,159.85,159.85,-0.28125,total
Doğru Yol Partisi,interest,Faiz,macro_economy,56,146,2,28,156.5,156.5,-0.8387096774193549,total
Doğru Yol Partisi,democracy,Demokrasi,democratic_reform,67,116,23,32,135.25,135.25,-0.16071428571428573,total
Bağımsız,interest,Faiz,macro_economy,39,112,18,16,123.9,123.9,0.05714285714285714,total
Doğru Yol Partisi,reform,Reform,democratic_reform,43,70,11,13,78.4,78.4,-0.08,total
Doğru Yol Partisi,imf,IMF,macro_economy,30,54,9,19,63.8,63.8,-0.3448275862068966,total
Bağımsız,reform,Reform,democratic_reform,32,52,22,10,63.2,63.2,0.36363636363636365,total
Bağımsız,inflation,Enflasyon,macro_economy,25,49,6,17,57.05,57.05,-0.4583333333333333,total
Bağımsız,imf,IMF,macro_economy,22,45,19,12,55.85,55.85,0.21875,total
Anavatan Partisi,sovereignty,Egemenlik,security_conflict,31,43,10,6,48.6,48.6,0.23529411764705882,total
Doğru Yol Partisi,tutelage,Vesayet,constitutional_conflict,12,31,2,40,45.7,45.7,-0.8837209302325582,total
Anavatan Partisi,tutelage,Vesayet,constitutional_conflict,9,12,4,19,20.05,20.05,-0.625,total
Doğru Yol Partisi,sovereignty,Egemenlik,security_conflict,6,11,3,0,12.05,12.05,0.75,total
Bağımsız,sovereignty,Egemenlik,security_conflict,6,10,3,2,11.75,11.75,0.16666666666666666,total
Bağımsız,tutelage,Vesayet,constitutional_conflict,2,2,0,2,2.7,2.7,-0.6666666666666666,total
Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,1597,9707,8949,1201,13259.5,8704.765015,0.7632745542311102,positive
Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,1229,5528,4200,600,7208.0,4269.35035,0.749843782545303,positive
Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,778,5058,3301,559,6409.0,3778.928885,0.7101787101787101,positive
Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,652,3914,2316,299,4829.25,2966.285965,0.7710244648318043,positive
Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,618,2806,1473,159,3377.2,1917.53107,0.8046540110226577,positive
Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,628,2055,1649,149,2684.3,1647.34136,0.8337965536409117,positive
Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,574,1888,1449,105,2431.9,1576.9735699999999,0.8643086816720257,positive
Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,466,2134,1078,67,2534.75,1531.919515,0.8821989528795812,positive
Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,433,2326,1149,210,2801.65,1457.28818,0.6904411764705882,positive
Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,533,1586,1373,96,2100.15,1340.35221,0.8687074829931973,positive
Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,540,1407,1207,121,1871.8,1084.010225,0.8171557562076749,positive
Anavatan Partisi,economy,Ekonomi,macro_economy,188,1118,754,129,1427.05,833.54917,0.7070135746606335,positive
Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,376,1096,791,76,1399.45,796.02535,0.8237327188940092,positive
Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,308,1150,642,87,1405.15,758.4260850000001,0.7602739726027398,positive
Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,210,882,464,42,1059.1,630.31773,0.8323471400394478,positive
Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,186,702,412,50,863.7,482.269915,0.7818574514038877,positive
Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,201,593,513,57,792.5,460.26785,0.7985989492119089,positive
Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,206,525,358,31,661.15,358.0159,0.8384615384615385,positive
Bağımsız,economy,Ekonomi,macro_economy,69,377,327,45,507.2,320.12982,0.7560321715817694,positive
Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,102,358,229,28,447.95,245.605865,0.7790697674418605,positive
Anavatan Partisi,law_state,Hukuk Devleti,democratic_reform,63,249,239,15,337.9,233.37503,0.8784313725490196,positive
Cumhuriyet Halk Partisi,imf,IMF,macro_economy,113,320,191,14,391.75,222.69496,0.8592233009708737,positive
Anavatan Partisi,european_union,Avrupa Birligi,democratic_reform,87,252,213,21,333.9,202.48475,0.8170212765957446,positive
Doğru Yol Partisi,security,Guvenlik,security_conflict,53,243,117,16,289.55,152.17494,0.753731343283582,positive
Anavatan Partisi,security,Guvenlik,security_conflict,58,247,139,27,305.1,147.664275,0.6706586826347305,positive
Anavatan Partisi,democracy,Demokrasi,democratic_reform,60,182,146,20,240.1,132.81213,0.7544910179640718,positive
Doğru Yol Partisi,economy,Ekonomi,macro_economy,52,146,150,9,201.65,130.30428,0.88125,positive
Anavatan Partisi,constitution,Anayasa,constitutional_conflict,55,177,104,4,214.8,128.91232,0.9174311926605505,positive
Anavatan Partisi,reform,Reform,democratic_reform,48,143,88,7,176.25,102.65289,0.84375,positive
Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,41,118,82,7,149.15,83.327395,0.8333333333333334,positive
Doğru Yol Partisi,constitution,Anayasa,constitutional_conflict,32,101,60,2,122.7,81.217875,0.9206349206349206,positive
Bağımsız,european_union,Avrupa Birligi,democratic_reform,43,117,83,9,149.2,79.44955,0.7956989247311828,positive
Bağımsız,security,Guvenlik,security_conflict,17,95,66,6,120.2,78.6411,0.821917808219178,positive
Bağımsız,democracy,Demokrasi,democratic_reform,24,97,62,6,120.8,74.88722,0.8115942028985508,positive
Doğru Yol Partisi,european_union,Avrupa Birligi,democratic_reform,33,87,91,8,121.65,74.75942500000001,0.83,positive
Anavatan Partisi,interest,Faiz,macro_economy,39,98,68,5,123.55,67.455685,0.8513513513513513,positive
Anavatan Partisi,imf,IMF,macro_economy,27,82,41,3,97.4,50.13322,0.8444444444444444,positive
Bağımsız,law_state,Hukuk Devleti,democratic_reform,19,72,45,5,89.5,50.03962,0.7843137254901961,positive
Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,29,59,46,0,75.10000000000001,48.920775,0.9787234042553191,positive
Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,25,51,56,0,70.6,48.32974,0.9824561403508771,positive
Doğru Yol Partisi,law_state,Hukuk Devleti,democratic_reform,17,57,33,2,69.25,41.358025,0.8611111111111112,positive
Bağımsız,constitution,Anayasa,constitutional_conflict,17,68,24,3,77.45,35.15885,0.75,positive
Anavatan Partisi,inflation,Enflasyon,macro_economy,17,34,28,4,45.2,22.43036,0.7272727272727273,positive
Bağımsız,reform,Reform,democratic_reform,12,22,22,1,30.05,18.31206,0.875,positive
Doğru Yol Partisi,democracy,Demokrasi,democratic_reform,6,20,14,0,24.9,16.1268,0.9333333333333333,positive
Bağımsız,imf,IMF,macro_economy,7,14,15,0,19.25,13.27437,0.9375,positive
Bağımsız,interest,Faiz,macro_economy,10,18,13,0,22.55,12.65429,0.9285714285714286,positive
Doğru Yol Partisi,inflation,Enflasyon,macro_economy,6,18,11,1,22.2,12.50609,0.7692307692307693,positive
Doğru Yol Partisi,reform,Reform,democratic_reform,10,18,10,0,21.5,10.75,0.9090909090909091,positive
Doğru Yol Partisi,imf,IMF,macro_economy,5,12,9,0,15.15,10.07839,0.9,positive
Anavatan Partisi,sovereignty,Egemenlik,security_conflict,6,10,9,0,13.15,8.09197,0.9,positive
Doğru Yol Partisi,sovereignty,Egemenlik,security_conflict,2,6,3,0,7.050000000000001,4.47519,0.75,positive
Doğru Yol Partisi,interest,Faiz,macro_economy,2,6,2,0,6.699999999999999,3.3499999999999996,0.6666666666666666,positive
Bağımsız,inflation,Enflasyon,macro_economy,4,4,4,0,5.4,2.7,0.8,positive
Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,4,4,9,4,8.549999999999999,2.4974999999999996,0.35714285714285715,positive
Bağımsız,sovereignty,Egemenlik,security_conflict,2,3,3,0,4.050000000000001,2.47509,0.75,positive
Cumhuriyet Halk Partisi,economy,Ekonomi,macro_economy,948,3895,560,3378,5273.3,2968.0035,-0.7154100025387155,negative
Cumhuriyet Halk Partisi,law_state,Hukuk Devleti,democratic_reform,824,3898,322,2245,4796.45,2706.102175,-0.7488317757009346,negative
Adalet ve Kalkınma Partisi,economy,Ekonomi,macro_economy,566,2688,377,2375,3651.2,2193.349465,-0.7257537232110425,negative
Cumhuriyet Halk Partisi,security,Guvenlik,security_conflict,669,2353,332,1982,3162.9,1716.25288,-0.712742980561555,negative
Cumhuriyet Halk Partisi,constitution,Anayasa,constitutional_conflict,529,2354,77,1093,2763.5,1599.699715,-0.8676345004269855,negative
Adalet ve Kalkınma Partisi,security,Guvenlik,security_conflict,528,1958,233,1631,2610.4,1473.305405,-0.749597855227882,negative
Adalet ve Kalkınma Partisi,law_state,Hukuk Devleti,democratic_reform,498,1878,88,1141,2308.15,1385.300765,-0.8560975609756097,negative
Adalet ve Kalkınma Partisi,constitution,Anayasa,constitutional_conflict,238,1038,36,489,1221.75,700.842045,-0.8612167300380228,negative
Cumhuriyet Halk Partisi,democracy,Demokrasi,democratic_reform,331,891,64,626,1132.5,636.190415,-0.8133140376266281,negative
Anavatan Partisi,economy,Ekonomi,macro_economy,139,753,121,630,1015.85,584.544645,-0.6768617021276596,negative
Cumhuriyet Halk Partisi,interest,Faiz,macro_economy,171,680,32,343,811.25,458.753595,-0.8271276595744681,negative
Adalet ve Kalkınma Partisi,interest,Faiz,macro_economy,157,626,39,328,754.45,411.69639,-0.7853260869565217,negative
Cumhuriyet Halk Partisi,imf,IMF,macro_economy,186,478,28,385,622.55,376.76055,-0.8623188405797102,negative
Cumhuriyet Halk Partisi,european_union,Avrupa Birligi,democratic_reform,202,439,40,350,575.5,302.578335,-0.7928388746803069,negative
Adalet ve Kalkınma Partisi,democracy,Demokrasi,democratic_reform,163,426,33,307,545.0,298.40644,-0.8035190615835777,negative
Anavatan Partisi,security,Guvenlik,security_conflict,122,433,63,343,575.1,290.032805,-0.687960687960688,negative
Cumhuriyet Halk Partisi,reform,Reform,democratic_reform,125,308,15,219,389.9,224.858935,-0.8680851063829788,negative
Adalet ve Kalkınma Partisi,reform,Reform,democratic_reform,113,334,24,199,412.05,210.78434,-0.78125,negative
Adalet ve Kalkınma Partisi,european_union,Avrupa Birligi,democratic_reform,123,309,20,209,389.15,208.442865,-0.8217391304347826,negative
Doğru Yol Partisi,economy,Ekonomi,macro_economy,73,220,20,221,304.35,192.82057500000002,-0.8305785123966942,negative
Bağımsız,economy,Ekonomi,macro_economy,48,248,55,250,354.75,186.24178,-0.6372549019607843,negative
Cumhuriyet Halk Partisi,tutelage,Vesayet,constitutional_conflict,83,174,14,245,264.65,181.973605,-0.8884615384615384,negative
Anavatan Partisi,law_state,Hukuk Devleti,democratic_reform,71,214,16,171,279.45,165.036845,-0.824468085106383,negative
Adalet ve Kalkınma Partisi,inflation,Enflasyon,macro_economy,68,218,17,157,278.9,155.655245,-0.8,negative
Cumhuriyet Halk Partisi,inflation,Enflasyon,macro_economy,68,217,12,133,267.75,154.36528,-0.8287671232876712,negative
Bağımsız,security,Guvenlik,security_conflict,49,190,20,146,248.1,139.12106500000002,-0.7544910179640718,negative
Adalet ve Kalkınma Partisi,tutelage,Vesayet,constitutional_conflict,53,132,24,190,206.9,129.973265,-0.772093023255814,negative
Anavatan Partisi,imf,IMF,macro_economy,39,118,2,84,148.1,99.700725,-0.9425287356321839,negative
Anavatan Partisi,constitution,Anayasa,constitutional_conflict,41,128,4,78,156.7,91.35518,-0.891566265060241,negative
Doğru Yol Partisi,security,Guvenlik,security_conflict,33,141,10,75,170.75,89.09386500000001,-0.7558139534883721,negative
Anavatan Partisi,interest,Faiz,macro_economy,29,117,10,67,143.95,79.23564,-0.7307692307692307,negative
Doğru Yol Partisi,constitution,Anayasa,constitutional_conflict,30,110,3,58,131.35,79.07636,-0.8870967741935484,negative
Doğru Yol Partisi,law_state,Hukuk Devleti,democratic_reform,25,91,4,54,111.3,63.61326,-0.847457627118644,negative
Adalet ve Kalkınma Partisi,imf,IMF,macro_economy,29,77,8,57,99.75,52.322075,-0.7424242424242424,negative
Anavatan Partisi,democracy,Demokrasi,democratic_reform,25,65,5,51,84.60000000000001,48.06341,-0.8070175438596491,negative
Bağımsız,european_union,Avrupa Birligi,democratic_reform,15,91,15,56,115.85,47.286654999999996,-0.5694444444444444,negative
Bağımsız,constitution,Anayasa,constitutional_conflict,11,100,6,31,112.95,45.652409999999996,-0.6578947368421053,negative
Doğru Yol Partisi,interest,Faiz,macro_economy,15,57,0,28,66.8,44.05971,-0.9655172413793104,negative
Anavatan Partisi,inflation,Enflasyon,macro_economy,21,71,4,34,84.3,43.408665,-0.7692307692307693,negative
Bağımsız,law_state,Hukuk Devleti,democratic_reform,14,60,1,27,69.8,42.54858,-0.896551724137931,negative
Anavatan Partisi,european_union,Avrupa Birligi,democratic_reform,30,61,4,45,78.15,41.20206,-0.82,negative
Cumhuriyet Halk Partisi,sovereignty,Egemenlik,security_conflict,24,43,1,46,59.45,37.528625,-0.9375,negative
Doğru Yol Partisi,tutelage,Vesayet,constitutional_conflict,11,30,1,39,44.0,33.300875,-0.926829268292683,negative
Anavatan Partisi,reform,Reform,democratic_reform,20,54,4,31,66.25,33.200469999999996,-0.75,negative
Doğru Yol Partisi,inflation,Enflasyon,macro_economy,13,43,0,19,49.65,30.388060000000003,-0.95,negative
Adalet ve Kalkınma Partisi,sovereignty,Egemenlik,security_conflict,11,30,2,22,38.4,22.62162,-0.8,negative
Doğru Yol Partisi,democracy,Demokrasi,democratic_reform,15,34,3,26,44.15,22.06608,-0.7666666666666667,negative
Bağımsız,inflation,Enflasyon,macro_economy,6,24,0,15,29.25,19.63875,-0.9375,negative
Bağımsız,democracy,Demokrasi,democratic_reform,11,31,1,18,37.65,18.982770000000002,-0.85,negative
Bağımsız,interest,Faiz,macro_economy,7,29,1,12,33.550000000000004,16.75858,-0.7857142857142857,negative
Doğru Yol Partisi,imf,IMF,macro_economy,8,17,0,19,23.65,16.46884,-0.95,negative
Doğru Yol Partisi,european_union,Avrupa Birligi,democratic_reform,8,18,2,13,23.25,11.93235,-0.6875,negative
Doğru Yol Partisi,reform,Reform,democratic_reform,9,16,1,13,20.9,10.98339,-0.8,negative
Anavatan Partisi,tutelage,Vesayet,constitutional_conflict,6,9,1,16,14.95,9.655795,-0.8333333333333334,negative
Anavatan Partisi,sovereignty,Egemenlik,security_conflict,3,9,0,5,10.75,7.3875,-0.8333333333333334,negative
Bağımsız,imf,IMF,macro_economy,5,9,1,8,12.150000000000002,6.251790000000001,-0.7,negative
Bağımsız,reform,Reform,democratic_reform,3,5,0,9,8.15,5.74375,-0.9,negative
Bağımsız,sovereignty,Egemenlik,security_conflict,2,2,0,2,2.7,1.35,-0.6666666666666666,negative
Bağımsız,tutelage,Vesayet,constitutional_conflict,2,2,0,2,2.7,1.35,-0.6666666666666666,negative
