party,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,party_bloc,layer,date
Anavatan Partisi,32.50228,0.5057546664309317,0.0,0.5120655121019442,opposition,positive,2003-05-01
Doğru Yol Partisi,22.882145,0.3865679693920927,0.0,0.16049491257817736,opposition,positive,2003-05-01
Bağımsız,4.99179,0.4716719590016842,0.0,0.4776511336344563,opposition,positive,2003-05-01
Cumhuriyet Halk Partisi,375.5247,0.2676129542009407,0.6666666666666666,0.5871980710348369,opposition,positive,2003-06-01
Adalet ve Kalkınma Partisi,270.59852,0.22637244894524755,0.0,0.5379511632620015,government,positive,2003-06-01
Bağımsız,14.306250000000002,0.2676129542009407,0.6666666666666666,0.4589210672273168,opposition,positive,2003-06-01
Anavatan Partisi,0.675,0.22405135371070353,0.0,0.3939523135773753,opposition,positive,2003-06-01
Cumhuriyet Halk Partisi,721.52659,0.3489804018680875,0.6666666666666666,0.7011841998624159,opposition,positive,2003-07-01
Adalet ve Kalkınma Partisi,454.40939499999996,0.28061139659406126,0.0,0.6192405530222456,government,positive,2003-07-01
Anavatan Partisi,13.558760000000003,0.3489804018680875,0.6666666666666666,0.3413812201816372,opposition,positive,2003-07-01
Bağımsız,0.675,0.19341426174089832,0.0,0.09132753069750409,opposition,positive,2003-07-01
Cumhuriyet Halk Partisi,190.697015,0.9364835276819298,0.0,0.7071067811865476,opposition,positive,2003-10-01
Adalet ve Kalkınma Partisi,171.80151499999997,0.9364835276819298,0.0,0.7071067811865476,government,positive,2003-10-01
Cumhuriyet Halk Partisi,133.91694999999999,0.4089366000626451,0.0,0.42097815207417333,opposition,positive,2003-11-01
Adalet ve Kalkınma Partisi,122.17576999999999,0.5766278190956211,0.6666666666666666,0.5878235904144837,government,positive,2003-11-01
Bağımsız,17.33259,0.5766278190956211,0.6666666666666666,0.5681350151823192,opposition,positive,2003-11-01
Anavatan Partisi,16.45232,0.4047847230200564,0.0,0.39301835396355883,opposition,positive,2003-11-01
Adalet ve Kalkınma Partisi,1512.58371,0.5029839837479468,0.0,0.5280709587899071,government,positive,2003-12-01
Cumhuriyet Halk Partisi,730.596115,0.47622803503813405,0.0,0.5031666481770041,opposition,positive,2003-12-01
Anavatan Partisi,23.305650000000004,0.6723976779668681,0.6666666666666666,0.6006307961200934,opposition,positive,2003-12-01
Bağımsız,23.220740000000003,0.36633955645394045,0.0,0.12459313826081153,opposition,positive,2003-12-01
Doğru Yol Partisi,14.964490000000001,0.5574869653073932,0.5,0.3027929710140121,opposition,positive,2003-12-01
Adalet ve Kalkınma Partisi,269.311165,0.9457138888782265,1.0,0.7071068142636815,government,positive,2004-01-01
Cumhuriyet Halk Partisi,211.846755,0.5736584712489281,0.0,0.41858074708978305,opposition,positive,2004-01-01
Bağımsız,7.599999999999999,0.5543141063417306,0.0,0.38447659666294615,opposition,positive,2004-01-01
Anavatan Partisi,6.200089999999999,0.5747844915204378,0.0,0.4206754782562264,opposition,positive,2004-01-01
Cumhuriyet Halk Partisi,376.23112,0.3410973036710506,0.5,0.6011625820143199,opposition,positive,2004-02-01
Adalet ve Kalkınma Partisi,214.41209999999998,0.3743428438308512,0.8333333333333333,0.6493336720386023,government,positive,2004-02-01
Bağımsız,12.23125,0.27119682144392454,0.0,0.36195040266027223,opposition,positive,2004-02-01
Anavatan Partisi,7.215890000000001,0.2410841509744291,0.0,0.27993889039705117,opposition,positive,2004-02-01
Doğru Yol Partisi,0.675,0.14511753734828065,0.0,0.08715191334718592,opposition,positive,2004-02-01
Adalet ve Kalkınma Partisi,69.43544,0.7445166924436157,1.0,0.7071067811860499,government,positive,2004-03-01
Cumhuriyet Halk Partisi,53.784459999999996,0.5020781631274261,0.0,0.5168258774362556,opposition,positive,2004-03-01
Anavatan Partisi,8.727605,0.49074023852681253,0.0,0.48258782870369665,opposition,positive,2004-03-01
Adalet ve Kalkınma Partisi,212.512485,0.6336050160501807,1.0,0.7071067811860298,government,positive,2004-04-01
Cumhuriyet Halk Partisi,101.878035,0.4051009662770852,0.0,0.41871771087263104,opposition,positive,2004-04-01
Doğru Yol Partisi,10.59509,0.32027285157101515,0.0,0.24141764835111593,opposition,positive,2004-04-01
Anavatan Partisi,7.00429,0.43468932777094876,0.0,0.5161327326056089,opposition,positive,2004-04-01
Cumhuriyet Halk Partisi,467.69517,0.45177337108488197,0.6666666666666666,0.6383555766588163,opposition,positive,2004-05-01
Adalet ve Kalkınma Partisi,311.44032500000003,0.45177337108488197,0.6666666666666666,0.6514120720212419,government,positive,2004-05-01
Bağımsız,4.70527,0.2797908776973473,0.0,0.3041416738108904,opposition,positive,2004-05-01
Anavatan Partisi,2.5225,0.2711664972495446,0.0,0.2750678324070134,opposition,positive,2004-05-01
Cumhuriyet Halk Partisi,523.469025,0.6238453951217822,0.6666666666666666,0.6123094802894756,opposition,positive,2004-06-01
Adalet ve Kalkınma Partisi,417.10784,0.47645369585258973,0.0,0.5345898986126226,government,positive,2004-06-01
Anavatan Partisi,12.549479999999999,0.5220354517838618,0.5,0.30418881423535077,opposition,positive,2004-06-01
Doğru Yol Partisi,9.85,0.43119355049189134,0.0,0.4850851649035371,opposition,positive,2004-06-01
Bağımsız,4.81679,0.3250942693450559,0.0,0.10701536681046075,opposition,positive,2004-06-01
Cumhuriyet Halk Partisi,554.606115,0.2754930411867893,0.0,0.4947622370143966,opposition,positive,2004-07-01
Adalet ve Kalkınma Partisi,219.32367,0.3681045330046337,0.6666666666666666,0.6958790554803943,government,positive,2004-07-01
Anavatan Partisi,35.35214,0.3681045330046337,0.6666666666666666,0.5051834605611201,opposition,positive,2004-07-01
Doğru Yol Partisi,12.750089999999998,0.1876119978170263,0.0,0.1255083269895501,opposition,positive,2004-07-01
Adalet ve Kalkınma Partisi,5.545000000000001,0.18198582570848348,0.0,0.7071067811865475,government,positive,2004-08-01
Doğru Yol Partisi,2.2874999999999996,0.18198582570848348,0.0,0.7071067811865475,opposition,positive,2004-08-01
Cumhuriyet Halk Partisi,117.90193500000001,0.44874140103299454,1.0,0.7071067811856608,opposition,positive,2004-09-01
Adalet ve Kalkınma Partisi,86.34937000000001,0.36348437663535105,0.0,0.6760769089111609,government,positive,2004-09-01
Doğru Yol Partisi,4.28348,0.2541803135052533,0.0,0.20717145855156793,opposition,positive,2004-09-01
Adalet ve Kalkınma Partisi,65.52537,0.43304848939202156,0.0,0.4921263273347427,government,positive,2004-10-01
Cumhuriyet Halk Partisi,45.17045,0.6560034228759051,1.0,0.7071067811860449,opposition,positive,2004-10-01
Anavatan Partisi,5.13768,0.34912451725531124,0.0,0.2882521474705621,opposition,positive,2004-10-01
Doğru Yol Partisi,1.175,0.4084310548264607,0.0,0.41799805911431903,opposition,positive,2004-10-01
Adalet ve Kalkınma Partisi,293.36167,0.47407174469548913,0.6666666666666666,0.6956222884064529,government,positive,2004-11-01
Cumhuriyet Halk Partisi,246.74067499999998,0.474071744695489,0.6666666666666666,0.4805906612094245,opposition,positive,2004-11-01
Anavatan Partisi,16.47966,0.3576455339326106,0.0,0.518683541630432,opposition,positive,2004-11-01
Doğru Yol Partisi,15.522910000000001,0.2470279484806731,0.0,0.12692372462297863,opposition,positive,2004-11-01
Adalet ve Kalkınma Partisi,2216.127275,0.5208990067608468,0.5,0.6232188208936658,government,positive,2004-12-01
Cumhuriyet Halk Partisi,883.0530100000001,0.3498495031137338,0.0,0.30562174350616245,opposition,positive,2004-12-01
Bağımsız,20.015769999999996,0.4581768302386156,0.0,0.5285905530415774,opposition,positive,2004-12-01
Anavatan Partisi,16.482365,0.28006884015580835,0.0,0.14305254933840145,opposition,positive,2004-12-01
Doğru Yol Partisi,16.16607,0.4837673717845433,0.5,0.4672490198418247,opposition,positive,2004-12-01
Adalet ve Kalkınma Partisi,91.13695500000001,0.4309196085538447,1.0,0.7071067811839072,government,positive,2005-01-01
Cumhuriyet Halk Partisi,81.56911,0.2949499178690407,0.0,0.3685547316691463,opposition,positive,2005-01-01
Anavatan Partisi,8.74207,0.30998064838661943,0.0,0.4354753558555725,opposition,positive,2005-01-01
Bağımsız,1.35,0.30380497831807207,0.0,0.4060643043495419,opposition,positive,2005-01-01
Doğru Yol Partisi,1.35,0.15782006260273143,0.0,0.09818556382484513,opposition,positive,2005-01-01
Cumhuriyet Halk Partisi,194.00351500000002,0.5248512837161149,0.0,0.4513274399163322,opposition,positive,2005-02-01
Adalet ve Kalkınma Partisi,169.76171,0.8376083032474387,1.0,0.7071067807776096,government,positive,2005-02-01
Anavatan Partisi,17.112855,0.5037945158194238,0.0,0.405894157184852,opposition,positive,2005-02-01
Doğru Yol Partisi,5.937589999999999,0.4809682230237169,0.0,0.36270301311140773,opposition,positive,2005-02-01
Adalet ve Kalkınma Partisi,368.87575,0.33009546111825816,0.6666666666666666,0.69583549858252,government,positive,2005-03-01
Cumhuriyet Halk Partisi,362.484105,0.33009546111825816,0.6666666666666666,0.6473538797071341,opposition,positive,2005-03-01
Anavatan Partisi,2.2874999999999996,0.16120929560880576,0.0,0.1257495881235688,opposition,positive,2005-03-01
Doğru Yol Partisi,2.175,0.22039508472934694,0.0,0.2844871779664067,opposition,positive,2005-03-01
Adalet ve Kalkınma Partisi,482.67570000000006,0.5115935482189361,0.0,0.517412127402933,government,positive,2005-04-01
Cumhuriyet Halk Partisi,304.35920500000003,0.58208055480197,0.5,0.29689404246553963,opposition,positive,2005-04-01
Anavatan Partisi,16.007500000000004,0.5159834492299866,0.0,0.5212738553025209,opposition,positive,2005-04-01
Doğru Yol Partisi,14.85012,0.3839282952087374,0.0,0.12262338445088916,opposition,positive,2005-04-01
Bağımsız,6.807589999999999,0.7034197569732957,0.6666666666666666,0.5978090759838774,opposition,positive,2005-04-01
Cumhuriyet Halk Partisi,440.09787499999993,0.48516918328966424,0.5,0.5569361143189564,opposition,positive,2005-05-01
Adalet ve Kalkınma Partisi,254.35163000000003,0.5384318063485658,0.5,0.5969709994928405,government,positive,2005-05-01
Doğru Yol Partisi,22.057500000000005,0.2746099815346833,0.0,0.1544218663438443,opposition,positive,2005-05-01
Bağımsız,13.090409999999999,0.3157870848764606,0.0,0.2325130511227486,opposition,positive,2005-05-01
Anavatan Partisi,8.662005,0.4016109671613516,0.0,0.505509009399729,opposition,positive,2005-05-01
Cumhuriyet Halk Partisi,1142.0410599999998,0.15120789217018113,0.0,0.5900873915675042,opposition,positive,2005-06-01
Adalet ve Kalkınma Partisi,350.80151,0.16643049768932022,0.8333333333333333,0.5467862630724659,government,positive,2005-06-01
Doğru Yol Partisi,30.432790000000004,0.15083464937580746,0.0,0.5876057131750688,opposition,positive,2005-06-01
Bağımsız,21.549639999999997,0.11072801830766042,0.0,0.08456241989327448,opposition,positive,2005-06-01
Anavatan Partisi,0.675,0.05278291002741682,0.0,0.01975793041083182,opposition,positive,2005-06-01
Adalet ve Kalkınma Partisi,102.6591,0.34367010608788334,0.0,0.7071067811865476,government,positive,2005-07-01
Cumhuriyet Halk Partisi,22.888340000000003,0.34367010608788334,0.0,0.7071067811865476,opposition,positive,2005-07-01
Adalet ve Kalkınma Partisi,45.251445000000004,0.15397868982522886,1.0,0.7071067811856022,government,positive,2005-09-01
Doğru Yol Partisi,16.69648,0.14257042457622401,0.0,0.704447008043273,opposition,positive,2005-09-01
Cumhuriyet Halk Partisi,3.37782,0.08019800518822139,0.0,0.06127326382866796,opposition,positive,2005-09-01
Adalet ve Kalkınma Partisi,304.42897,0.5527753080393675,0.6666666666666666,0.5920999302306243,government,positive,2005-10-01
Cumhuriyet Halk Partisi,182.929225,0.440261013204153,0.5,0.2524386548475076,opposition,positive,2005-10-01
Anavatan Partisi,30.10875,0.4059081538600436,0.0,0.5241339228173238,opposition,positive,2005-10-01
Doğru Yol Partisi,24.886965,0.321131944823549,0.0,0.13010276818936023,opposition,positive,2005-10-01
Bağımsız,3.525,0.4203316291474963,0.0,0.5422631269238763,opposition,positive,2005-10-01
Adalet ve Kalkınma Partisi,257.66976999999997,0.2999912837076013,0.0,0.42437107836761445,government,positive,2005-11-01
Cumhuriyet Halk Partisi,137.41294500000004,0.4271516492868818,0.6666666666666666,0.5656051518905245,opposition,positive,2005-11-01
Anavatan Partisi,23.212465000000005,0.3715337089077546,0.3333333333333333,0.5385871219754591,opposition,positive,2005-11-01
Bağımsız,21.66259,0.3387192067573889,0.0,0.44135048583730757,opposition,positive,2005-11-01
Doğru Yol Partisi,16.9825,0.1982025711762516,0.0,0.12301894444909355,opposition,positive,2005-11-01
Adalet ve Kalkınma Partisi,2105.43282,0.6159344655895623,0.0,0.4906946931899115,government,positive,2005-12-01
Cumhuriyet Halk Partisi,585.80684,0.5019906215574936,0.0,0.2494498569011267,opposition,positive,2005-12-01
Anavatan Partisi,285.26805,0.9034026898907289,0.8333333333333333,0.6328108385247406,opposition,positive,2005-12-01
Bağımsız,48.792975,0.6001119619050803,0.0,0.4800024867721331,opposition,positive,2005-12-01
Doğru Yol Partisi,32.399710000000006,0.5087856804442783,0.0,0.25717998037454026,opposition,positive,2005-12-01
Adalet ve Kalkınma Partisi,229.28274,0.7535596967028444,0.6666666666666666,0.6014581579228113,government,positive,2006-01-01
Cumhuriyet Halk Partisi,216.91627499999996,0.5413260243558391,0.0,0.503498824668825,opposition,positive,2006-01-01
Anavatan Partisi,189.9627,0.5431307662021309,0.0,0.5049329779515827,opposition,positive,2006-01-01
Bağımsız,14.06295,0.41390593748230714,0.0,0.14195830345239474,opposition,positive,2006-01-01
Doğru Yol Partisi,6.487499999999999,0.6289988998178603,0.5,0.33110050692059445,opposition,positive,2006-01-01
Adalet ve Kalkınma Partisi,212.09745500000002,0.44307119755051444,0.0,0.5353684111866426,government,positive,2006-02-01
Cumhuriyet Halk Partisi,169.16521,0.43705810055781036,0.0,0.5286417988069867,opposition,positive,2006-02-01
Anavatan Partisi,108.69784000000001,0.5794529589754709,0.6666666666666666,0.5985618489670294,opposition,positive,2006-02-01
Doğru Yol Partisi,23.196399999999997,0.49263083178058364,0.5,0.267860565243317,opposition,positive,2006-02-01
Bağımsız,9.00009,0.2711630629747629,0.0,0.06239345643819723,opposition,positive,2006-02-01
Adalet ve Kalkınma Partisi,301.254485,0.6131536198482298,0.5,0.6046047683318536,government,positive,2006-03-01
Cumhuriyet Halk Partisi,191.29273999999998,0.5306025137347266,0.0,0.5194180939042132,opposition,positive,2006-03-01
Bağımsız,48.398489999999995,0.41281238788353153,0.0,0.27647953073908854,opposition,positive,2006-03-01
Anavatan Partisi,25.0505,0.6082106328280679,0.5,0.5251672770413212,opposition,positive,2006-03-01
Doğru Yol Partisi,12.60447,0.2985049532930229,0.0,0.11142853334131865,opposition,positive,2006-03-01
Adalet ve Kalkınma Partisi,416.476215,0.5972611486899769,0.5,0.5628307944280627,government,positive,2006-04-01
Cumhuriyet Halk Partisi,281.924675,0.503663344599208,0.0,0.5165102991054773,opposition,positive,2006-04-01
Anavatan Partisi,87.311535,0.589172277722449,0.5,0.5730292077843874,opposition,positive,2006-04-01
Doğru Yol Partisi,21.066879999999998,0.3405159288071686,0.0,0.18553150002819857,opposition,positive,2006-04-01
Bağımsız,1.35,0.3667345326889715,0.0,0.23163375679017503,opposition,positive,2006-04-01
Adalet ve Kalkınma Partisi,435.4319699999999,0.6558294295505311,0.6666666666666666,0.6264317762068355,government,positive,2006-05-01
Cumhuriyet Halk Partisi,313.95065,0.4269956025384298,0.0,0.3279988258490405,opposition,positive,2006-05-01
Anavatan Partisi,56.9952,0.6558294295505314,0.6666666666666666,0.5724110294644317,opposition,positive,2006-05-01
Doğru Yol Partisi,27.549155,0.44816252143466373,0.0,0.4151452918527073,opposition,positive,2006-05-01
Adalet ve Kalkınma Partisi,810.76293,0.7291018891974569,0.5,0.5630004439834275,government,positive,2006-06-01
Cumhuriyet Halk Partisi,566.8531700000001,0.4493502770319421,0.0,0.23525287745742293,opposition,positive,2006-06-01
Anavatan Partisi,299.53132000000005,0.6083817761049862,0.0,0.4937639485465692,opposition,positive,2006-06-01
Bağımsız,204.651625,0.7252371260633288,0.5,0.5670590473522461,opposition,positive,2006-06-01
Doğru Yol Partisi,61.403614999999995,0.4567708295439371,0.0,0.24965532971304683,opposition,positive,2006-06-01
Cumhuriyet Halk Partisi,144.675015,0.6095055867047705,0.5,0.571925429248068,opposition,positive,2006-09-01
Adalet ve Kalkınma Partisi,122.92118500000001,0.6173195274649177,0.5,0.5586149076722936,government,positive,2006-09-01
Anavatan Partisi,69.32187499999999,0.536373872257399,0.0,0.5306732864588005,opposition,positive,2006-09-01
Bağımsız,10.08572,0.3805239289699453,0.0,0.22533121693048933,opposition,positive,2006-09-01
Doğru Yol Partisi,6.53509,0.3438957525343804,0.0,0.16870801409929698,opposition,positive,2006-09-01
Adalet ve Kalkınma Partisi,75.76647500000001,0.4491156807369477,0.0,0.5249092383910541,government,positive,2006-10-01
Cumhuriyet Halk Partisi,56.35798,0.6663368856823546,1.0,0.7071067811860917,opposition,positive,2006-10-01
Anavatan Partisi,44.180315,0.38188180616229556,0.0,0.34083550180209726,opposition,positive,2006-10-01
Bağımsız,6.49189,0.3761515725762682,0.0,0.32909185976514316,opposition,positive,2006-10-01
Cumhuriyet Halk Partisi,182.652105,0.5344810330166815,0.6666666666666666,0.6839689450321069,opposition,positive,2006-11-01
Adalet ve Kalkınma Partisi,178.466145,0.3845988838507322,0.0,0.4801400833468761,government,positive,2006-11-01
Anavatan Partisi,32.874565,0.5344810330166815,0.6666666666666666,0.5191006649616767,opposition,positive,2006-11-01
Bağımsız,3.09277,0.2983304362495959,0.0,0.17940591470647407,opposition,positive,2006-11-01
Adalet ve Kalkınma Partisi,948.11897,0.39043089626831873,0.5,0.6129935491076492,government,positive,2006-12-01
Cumhuriyet Halk Partisi,432.169535,0.3629607191069442,0.0,0.5220909874505442,opposition,positive,2006-12-01
Anavatan Partisi,140.856505,0.39013281433030544,0.5,0.49637589739462207,opposition,positive,2006-12-01
Doğru Yol Partisi,25.90739,0.29803529546768026,0.0,0.32022809844133865,opposition,positive,2006-12-01
Bağımsız,21.380000000000003,0.1536644438187287,0.0,0.052200029019644344,opposition,positive,2006-12-01
Adalet ve Kalkınma Partisi,156.407255,0.4504250531072325,0.5,0.5315565890575062,government,positive,2007-01-01
Cumhuriyet Halk Partisi,64.87880999999999,0.5137010388595749,0.5,0.5838797511830447,opposition,positive,2007-01-01
Anavatan Partisi,14.350584999999999,0.3136094960628977,0.0,0.2771157762453991,opposition,positive,2007-01-01
Bağımsız,8.62518,0.29110206808135025,0.0,0.1980558587730733,opposition,positive,2007-01-01
Doğru Yol Partisi,5.58759,0.4013254616447341,0.0,0.5104044985592756,opposition,positive,2007-01-01
Adalet ve Kalkınma Partisi,210.719575,0.499849718330462,0.0,0.5337525630624506,government,positive,2007-02-01
Cumhuriyet Halk Partisi,92.49506,0.6702239856908602,0.6666666666666666,0.5953000430617862,opposition,positive,2007-02-01
Anavatan Partisi,37.92856,0.5458734497721855,0.5,0.26700482222367505,opposition,positive,2007-02-01
Bağımsız,30.306585000000002,0.4913131948035827,0.0,0.5253852624610329,opposition,positive,2007-02-01
Doğru Yol Partisi,11.178450000000002,0.3719796242338833,0.0,0.11577914774671465,opposition,positive,2007-02-01
Adalet ve Kalkınma Partisi,191.440355,0.2838050639240252,0.0,0.5303072290997971,government,positive,2007-03-01
Cumhuriyet Halk Partisi,147.910865,0.3319699698404125,0.8333333333333333,0.6048392874327161,opposition,positive,2007-03-01
Anavatan Partisi,53.159220000000005,0.26182362390666525,0.0,0.2718331374869707,opposition,positive,2007-03-01
Doğru Yol Partisi,26.53848,0.10366206105957503,0.0,0.03306727452295385,opposition,positive,2007-03-01
Bağımsız,20.767770000000002,0.28274033158144557,0.0,0.527216255308951,opposition,positive,2007-03-01
Adalet ve Kalkınma Partisi,138.62532,0.3260986810265532,0.5,0.37985326689337057,government,positive,2007-04-01
Cumhuriyet Halk Partisi,137.34707,0.3635043640798103,0.6666666666666666,0.5876021858806698,opposition,positive,2007-04-01
Bağımsız,29.937870000000004,0.32376279953045445,0.5,0.5964155393938305,opposition,positive,2007-04-01
Doğru Yol Partisi,6.1150199999999995,0.15414866197161323,0.0,0.06591137866123586,opposition,positive,2007-04-01
Anavatan Partisi,1.85,0.24990328136230755,0.0,0.3877877787027768,opposition,positive,2007-04-01
Adalet ve Kalkınma Partisi,407.953065,0.4977107223800158,0.0,0.5470442822897359,government,positive,2007-05-01
Cumhuriyet Halk Partisi,317.283085,0.47773754249599065,0.0,0.53115682938339,opposition,positive,2007-05-01
Anavatan Partisi,147.583595,0.6746940579888908,0.8333333333333333,0.592360329964915,opposition,positive,2007-05-01
Doğru Yol Partisi,16.185355,0.3548637426361878,0.0,0.17979445124522583,opposition,positive,2007-05-01
Bağımsız,13.525090000000002,0.3624894758857737,0.0,0.1881440155805577,opposition,positive,2007-05-01
Cumhuriyet Halk Partisi,85.53044000000001,0.39448843520610666,1.0,0.7071067811843386,opposition,positive,2007-06-01
Adalet ve Kalkınma Partisi,33.805655,0.26199953698148964,0.0,0.4763099610036508,government,positive,2007-06-01
Bağımsız,7.137499999999999,0.2589058565173716,0.0,0.4599459481563533,opposition,positive,2007-06-01
Anavatan Partisi,0.675,0.20018279300157066,0.0,0.24815024849146886,opposition,positive,2007-06-01
Adalet ve Kalkınma Partisi,49.743575,0.8270401792746431,0.0,0.7071067811865476,government,negative,2002-11-01
Cumhuriyet Halk Partisi,32.30637,0.8270401792746431,0.0,0.7071067811865476,opposition,negative,2002-11-01
Adalet ve Kalkınma Partisi,88.12841499999999,0.26255827018801964,0.8333333333333333,0.6976079370463236,government,negative,2002-12-01
Cumhuriyet Halk Partisi,87.86284,0.24301042127248196,0.5,0.46745916715598346,opposition,negative,2002-12-01
Bağımsız,5.920000000000001,0.21861117439004982,0.0,0.5268857072382964,opposition,negative,2002-12-01
Anavatan Partisi,3.35,0.15491201087977022,0.0,0.11551262342259833,opposition,negative,2002-12-01
Doğru Yol Partisi,0.675,0.09717602946936527,0.0,0.062236472826117176,opposition,negative,2002-12-01
Adalet ve Kalkınma Partisi,241.66416500000003,0.6365033373767527,0.6666666666666666,0.6626363165285853,government,negative,2003-01-01
Cumhuriyet Halk Partisi,219.942965,0.4429688142023361,0.0,0.4501873058696338,opposition,negative,2003-01-01
Anavatan Partisi,13.88386,0.6365033373767527,0.6666666666666666,0.5452810189561349,opposition,negative,2003-01-01
Bağımsız,4.948585,0.3844082724727256,0.0,0.24680581844322153,opposition,negative,2003-01-01
Cumhuriyet Halk Partisi,136.35865,0.9638910671530362,0.0,0.7071067811865475,opposition,negative,2003-02-01
Adalet ve Kalkınma Partisi,69.18965,0.9638910671530362,0.0,0.7071067811865475,government,negative,2003-02-01
Cumhuriyet Halk Partisi,556.23998,0.6994437107512351,0.6666666666666666,0.5817648039805493,opposition,negative,2003-03-01
Adalet ve Kalkınma Partisi,316.27217,0.6994437107512351,0.6666666666666666,0.6266643604497358,government,negative,2003-03-01
Anavatan Partisi,22.59962,0.47243559495085724,0.0,0.40193247299698603,opposition,negative,2003-03-01
Bağımsız,11.937500000000002,0.45202015977389226,0.0,0.3275542387790512,opposition,negative,2003-03-01
Cumhuriyet Halk Partisi,317.31873,0.4518954114016447,0.5,0.27230551074397974,opposition,negative,2003-04-01
Adalet ve Kalkınma Partisi,148.20150500000003,0.5181690918525658,0.6666666666666666,0.6032894400030773,government,negative,2003-04-01
Anavatan Partisi,26.92078,0.4079433695792919,0.0,0.531962852829221,opposition,negative,2003-04-01
Doğru Yol Partisi,6.168749999999999,0.4039605646455842,0.0,0.5264769696804993,opposition,negative,2003-04-01
Bağımsız,4.032500000000001,0.21440077309014996,0.0,0.04158225589201371,opposition,negative,2003-04-01
Cumhuriyet Halk Partisi,324.321075,0.5850339812354332,0.6666666666666666,0.6124887084560149,opposition,negative,2003-05-01
Adalet ve Kalkınma Partisi,115.240295,0.4526637852485947,0.0,0.5415723622740996,government,negative,2003-05-01
Anavatan Partisi,30.206395000000004,0.41816646093784354,0.0,0.4988074870412714,opposition,negative,2003-05-01
Bağımsız,23.639004999999997,0.49281893290085854,0.5,0.27767690759126823,opposition,negative,2003-05-01
Doğru Yol Partisi,0.675,0.284142100121155,0.0,0.07512379314741899,opposition,negative,2003-05-01
Cumhuriyet Halk Partisi,264.618375,0.0929828552451726,0.6666666666666666,0.7040178103533361,opposition,negative,2003-06-01
Adalet ve Kalkınma Partisi,175.7001,0.0929828552451726,0.6666666666666666,0.7061058953026609,government,negative,2003-06-01
Anavatan Partisi,2.46679,0.04243206202735523,0.0,0.037609368765397416,opposition,negative,2003-06-01
Bağımsız,1.35,0.05532578243915041,0.0,0.06602213799317717,opposition,negative,2003-06-01
Cumhuriyet Halk Partisi,450.58671,0.5211998287546165,0.0,0.4546113927443567,opposition,negative,2003-07-01
Adalet ve Kalkınma Partisi,197.57477,0.8293721347490718,1.0,0.7071067808798789,government,negative,2003-07-01
Anavatan Partisi,13.24207,0.47707400501249725,0.0,0.36400525692306046,opposition,negative,2003-07-01
Bağımsız,2.72,0.4965499478220237,0.0,0.4010344810027038,opposition,negative,2003-07-01
Adalet ve Kalkınma Partisi,101.39565,0.7515717741701036,0.0,0.7071067811865475,government,negative,2003-10-01
Cumhuriyet Halk Partisi,66.506715,0.7515717741701036,0.0,0.7071067811865475,opposition,negative,2003-10-01
Adalet ve Kalkınma Partisi,180.402285,0.11641455559900107,0.0,0.5357394566797639,government,negative,2003-11-01
Cumhuriyet Halk Partisi,150.13243000000003,0.12662182149506643,1.0,0.7071067811843291,opposition,negative,2003-11-01
Anavatan Partisi,15.366790000000002,0.11490744414982383,0.0,0.46077093721635953,opposition,negative,2003-11-01
Bağımsız,0.675,0.045055158176930066,0.0,0.025949527478669573,opposition,negative,2003-11-01
Cumhuriyet Halk Partisi,511.60175000000004,0.48493435798644263,0.0,0.24957259215938388,opposition,negative,2003-12-01
Adalet ve Kalkınma Partisi,413.39802000000003,0.8623905276150704,0.8333333333333333,0.6230972095794203,government,negative,2003-12-01
Anavatan Partisi,51.12027,0.5007932954419053,0.0,0.26903815151835053,opposition,negative,2003-12-01
Bağımsız,12.30911,0.5744983310022987,0.0,0.4814178817212755,opposition,negative,2003-12-01
Doğru Yol Partisi,8.80006,0.5979600186530268,0.0,0.49529656251964327,opposition,negative,2003-12-01
Adalet ve Kalkınma Partisi,115.76896500000002,0.7809433831507044,0.0,0.7071067811865476,government,negative,2004-01-01
Cumhuriyet Halk Partisi,85.58358000000001,0.7809433831507044,0.0,0.7071067811865476,opposition,negative,2004-01-01
Cumhuriyet Halk Partisi,359.87735000000004,0.6002883713272741,0.6666666666666666,0.615922902069623,opposition,negative,2004-02-01
Adalet ve Kalkınma Partisi,126.34094999999999,0.3994115141436657,0.0,0.3789503956593544,government,negative,2004-02-01
Anavatan Partisi,22.112190000000005,0.6002883713272741,0.6666666666666666,0.5969896126647589,opposition,negative,2004-02-01
Bağımsız,14.47098,0.3918708344564217,0.0,0.3473312233389531,opposition,negative,2004-02-01
Cumhuriyet Halk Partisi,32.836090000000006,0.6101093640730351,0.0,0.49307729896198665,opposition,negative,2004-03-01
Adalet ve Kalkınma Partisi,22.68291,0.9193597199670676,1.0,0.7071067812089857,government,negative,2004-03-01
Anavatan Partisi,3.3875,0.6157293614012367,0.0,0.5068281535359094,opposition,negative,2004-03-01
Cumhuriyet Halk Partisi,117.983705,0.2324115001736177,0.0,0.4935235602042531,opposition,negative,2004-04-01
Adalet ve Kalkınma Partisi,88.57167999999999,0.282227362416218,1.0,0.707106781184493,government,negative,2004-04-01
Anavatan Partisi,9.12528,0.23309970347774742,0.0,0.5019188871426418,opposition,negative,2004-04-01
Doğru Yol Partisi,1.4570699999999999,0.1096071795182336,0.0,0.06717087356672236,opposition,negative,2004-04-01
