speaker,party,total_mentions,community,community_label,eigen_score,embed1,embed2
Akif Hamzaçebi,Cumhuriyet Halk Partisi,1188,0,Neutral,0.0010857974235858377,0.24631265843718952,-0.006788375143815168
Akın Birdal,Bağımsız,1012,0,Neutral,0.0016268347483173017,-0.2858543633282051,-0.4023580582511252
Alaattin Büyükkaya,Adalet ve Kalkınma Partisi,76,1,Pole +,0.15118816493895693,0.6997478631215258,-0.44619046209576335
Algan Hacaloğlu,Cumhuriyet Halk Partisi,363,0,Neutral,-0.001003067058436578,-0.028498068489489915,0.25964411801345516
Ali Arslan,Cumhuriyet Halk Partisi,97,-1,Pole -,-0.07008838593133399,-0.8026258988703934,0.02844987502472528
Ali Babacan,Adalet ve Kalkınma Partisi,236,0,Neutral,0.001495698143692554,0.32999222970798525,0.3616558456622313
Ali Koçal,Cumhuriyet Halk Partisi,172,-1,Pole -,-0.03197468070378847,-0.4982663190299221,-0.018664689263061484
Ali Küçükaydın,Adalet ve Kalkınma Partisi,100,1,Pole +,0.026423622778370556,-0.4015557589546215,-0.24605406046205466
Ali Oksal,Cumhuriyet Halk Partisi,97,1,Pole +,0.05651383441153481,0.44102439770991547,-0.45025061453882415
Ali Osman Sali,Adalet ve Kalkınma Partisi,66,-1,Pole -,-0.12580138058568552,-0.10006474723970289,0.9490383757127533
Ali Rıza Alaboyun,Adalet ve Kalkınma Partisi,45,0,Neutral,0.009554656318361209,0.3054538279001754,0.5490304409596682
Ali Rıza Ertemür,Cumhuriyet Halk Partisi,64,0,Neutral,-0.006802707441807842,-0.2132253608305931,-0.016428324278576573
Ali Rıza Öztürk,Cumhuriyet Halk Partisi,2382,0,Neutral,0.006199315649374751,-0.14977252811306666,-0.5340277447451747
Ali Temür,Adalet ve Kalkınma Partisi,50,-1,Pole -,-0.044863184511291024,-0.6628004497370539,-0.40022651511685087
Ali Uzunırmak,Milliyetçi Hareket Partisi,338,1,Pole +,0.0257599443826077,0.40093646680264267,-0.278462196421845
Ali Öztürk,Adalet ve Kalkınma Partisi,230,1,Pole +,0.1246852364527571,0.5436749714927083,-0.5220103655505487
Ali İhsan Köktürk,Cumhuriyet Halk Partisi,1182,1,Pole +,0.09932398710525253,0.39423210335738706,-0.6856931766898332
Alim Işık,Milliyetçi Hareket Partisi,465,-1,Pole -,-0.016556885503319546,-0.4633438682321892,-0.2620571673203437
Atila Emek,Cumhuriyet Halk Partisi,310,0,Neutral,-0.006364888663373387,-0.28214179206530715,0.08805552487965812
Atila Kaya,Milliyetçi Hareket Partisi,71,0,Neutral,0.005313564741658389,0.10063733114828814,-0.02111401510036519
Atilla Kart,Cumhuriyet Halk Partisi,834,0,Neutral,-0.006718867168284328,-0.22466740202372448,0.04278338118969844
Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,289,-1,Pole -,-0.09683265564371807,-0.40455739398065876,0.49972689246052815
Ayla Akat Ata,Bağımsız,823,1,Pole +,0.16757245375874832,0.44985413613462655,-0.7864702310321074
Aysel Tuğluk,Bağımsız,284,1,Pole +,0.02175650331171666,-0.09385996041095643,-0.4335153786006309
Ayşe Nur Bahçekapılı,Adalet ve Kalkınma Partisi,43,-1,Pole -,-0.17668890621375505,-0.6113803416574367,0.4783269776732251
Ayşe Türkmenoğlu,Adalet ve Kalkınma Partisi,172,1,Pole +,0.212553875925261,0.6794473562870721,-0.6487846618442168
Bayram Ali Bayramoğlu,Adalet ve Kalkınma Partisi,109,-1,Pole -,-0.021963443946898333,0.05937246365121662,0.5693370406503482
Bayram Meral,Cumhuriyet Halk Partisi,74,0,Neutral,-0.0009042145823480578,0.053462636805521796,0.08393691109677581
Behiç Çelik,Milliyetçi Hareket Partisi,997,0,Neutral,0.004899356391146766,-0.16062652093782856,-0.32448277543202586
Bekir Aksoy,Milliyetçi Hareket Partisi,134,-1,Pole -,-0.05008965036266984,-0.6619677268805336,0.1146963079764275
Bekir Bozdağ,Adalet ve Kalkınma Partisi,645,0,Neutral,-0.0018041534016876482,0.13941205947478266,0.055237015611689866
Bengi Yıldız,Bağımsız,644,0,Neutral,-0.007557793360709993,-0.11259689392899443,-0.05179614403961709
Beytullah Asil,Milliyetçi Hareket Partisi,279,1,Pole +,0.031045109116158803,0.13253269645420104,-0.5147743208839354
Beşir Atalay,Adalet ve Kalkınma Partisi,590,0,Neutral,0.006233628580132154,0.37205760599369914,-0.005185745627713374
Bihlun Tamaylıgil,Cumhuriyet Halk Partisi,147,0,Neutral,-0.0012571004795092077,0.01217234296824616,-0.13340112324993741
Bilgin Paçarız,Cumhuriyet Halk Partisi,57,1,Pole +,0.08840001679070114,0.21853985680752677,-0.7957566679122973
Binali Yıldırım,Adalet ve Kalkınma Partisi,240,-1,Pole -,-0.056064920783343256,0.119703815462922,0.7197329817769513
Birgen Keleş,Cumhuriyet Halk Partisi,141,1,Pole +,0.05037813167323449,0.6831068516473309,0.0054996620216172624
Bülent Arınç,Adalet ve Kalkınma Partisi,304,-1,Pole -,-0.04994092036538729,-0.4313940608198172,0.20345542315028275
Bülent Baratalı,Bağımsız,269,0,Neutral,-0.011286053567933278,0.11882822073772378,0.43450487887460376
Bülent Gedikli,Adalet ve Kalkınma Partisi,47,0,Neutral,0.0010582627528303548,0.05723346181389434,0.11035619904535296
Cahit Bağcı,Adalet ve Kalkınma Partisi,62,-1,Pole -,-0.01716543354028367,0.028872304225898517,0.4912381601829572
Canan Candemir Çelik,Bağımsız,97,1,Pole +,0.221015555677462,0.7115755329504806,-0.6189997228484373
Canan Kalsın,Adalet ve Kalkınma Partisi,81,0,Neutral,0.004239718393147709,0.5092240886284963,0.4864446783165295
Cemaleddin Uslu,Milliyetçi Hareket Partisi,665,0,Neutral,-0.005586922686516441,-0.19078616198786696,-0.015852811524228974
Cemil Çiçek,Adalet ve Kalkınma Partisi,790,0,Neutral,-0.003929282314410824,0.06041910103202904,0.3097621324338123
Cevdet Selvi,Cumhuriyet Halk Partisi,103,0,Neutral,0.011609659730145196,0.01814134208197435,-0.021878867618645593
Cevdet Yılmaz,Adalet ve Kalkınma Partisi,410,0,Neutral,0.0003274988100979525,0.2163411009886795,0.16143717470148333
Cânân Aritman,Bağımsız,264,1,Pole +,0.024344422579768682,0.29147786329480674,-0.17715495053996655
Cüneyt Yüksel,Adalet ve Kalkınma Partisi,192,1,Pole +,0.04911179036780506,0.759652925369799,0.08566593363575714
Deniz Baykal,Cumhuriyet Halk Partisi,519,0,Neutral,-0.0034166183541828096,-0.023405213650099902,0.11739243783237203
Deniz Bölükbaşı,Milliyetçi Hareket Partisi,282,1,Pole +,0.02474893012915123,-0.29199998072778954,-0.19082369921961911
Devlet Bahçeli,Milliyetçi Hareket Partisi,541,-1,Pole -,-0.016453938807976177,-0.6433599891504441,-0.42135785116734265
Durdu Özbolat,Cumhuriyet Halk Partisi,107,1,Pole +,0.021977188753750952,-0.039414323024521844,-0.6834006943376579
Egemen Bağış,Adalet ve Kalkınma Partisi,399,0,Neutral,0.012751902057198908,0.5210112278550183,0.33596943916249145
Emin Haluk Ayhan,Milliyetçi Hareket Partisi,634,-1,Pole -,-0.030381522300079095,0.11412426854421648,0.5878251896193717
Emin Nedim Öztürk,Adalet ve Kalkınma Partisi,54,-1,Pole -,-0.025009505367015548,0.23537654345675624,0.14532080042020376
Engin Altay,Cumhuriyet Halk Partisi,173,-1,Pole -,-0.13212971850439043,-0.6867612076772681,0.39116087609417377
Enis Tütüncü,Cumhuriyet Halk Partisi,482,0,Neutral,-0.003762349882665992,-0.3465776383612579,-0.16423696261884388
Ensar Öğüt,Cumhuriyet Halk Partisi,109,1,Pole +,0.02995313880130836,-0.26636933094590526,-0.0004888368134139418
Erdal Kalkan,Bağımsız,45,1,Pole +,0.0707878813297431,0.4598190231423808,-0.2920671459757872
Ergün Aydoğan,Cumhuriyet Halk Partisi,335,-1,Pole -,-0.059416318984127865,-0.709015032688476,0.18071641421235055
Erkan Akçay,Milliyetçi Hareket Partisi,945,-1,Pole -,-0.018813458038877524,-0.4493609608163713,-0.38487045072198306
Erol Aslan Cebeci,Adalet ve Kalkınma Partisi,66,1,Pole +,0.03161135687086628,0.25247050191505027,-0.3997862769501047
Ertuğrul Günay,Adalet ve Kalkınma Partisi,300,0,Neutral,0.009031988531491375,-0.018011044814048093,-0.09743187483540783
Ertuğrul Kumcuoğlu,Milliyetçi Hareket Partisi,241,-1,Pole -,-0.021499795240233453,-0.3887977142001106,0.28220737234364224
Esfender Korkmaz,Cumhuriyet Halk Partisi,291,0,Neutral,0.0004195878427471623,-0.025291601909982746,0.12894998212907227
Eyüp Fatsa,Adalet ve Kalkınma Partisi,68,1,Pole +,0.040854252408577485,0.3321805286005748,-0.42528900301203937
Fahrettin Poyraz,Adalet ve Kalkınma Partisi,55,0,Neutral,0.003647783350906914,0.07789715566321752,-0.1239258286089269
Faik Öztrak,Cumhuriyet Halk Partisi,285,0,Neutral,-0.01245024734968856,-0.549785852980836,-0.45288954402663284
Faruk Bal,Milliyetçi Hareket Partisi,2804,-1,Pole -,-0.11369096053922165,-0.6402704887907061,0.29458782325975985
Faruk Nafız Özak,Adalet ve Kalkınma Partisi,143,-1,Pole -,-0.023611647849087522,0.30669004862797655,0.22166673624942926
Faruk Çelik,Adalet ve Kalkınma Partisi,375,0,Neutral,-1.7204203663750036e-05,0.17418647553526434,0.16056028483558707
Fatih Atay,Cumhuriyet Halk Partisi,129,0,Neutral,-0.011039693917103303,-0.09431912607825721,-0.044780058153111625
Fatih Metin,Bağımsız,59,1,Pole +,0.0564953883976404,0.4160610327683341,-0.09357910278768931
Fatma Kurtulan,Bağımsız,539,0,Neutral,-0.006285641912978549,-0.21640435373187888,0.12743868916122314
Fatma Şahin,Adalet ve Kalkınma Partisi,49,0,Neutral,0.004843290886769874,0.35775377843454165,0.084464781234014
Fatoş Gürkan,Adalet ve Kalkınma Partisi,48,-1,Pole -,-0.021987731235403204,-0.06347261697536123,0.6094748659695043
Fehmi Murat Sönmez,Cumhuriyet Halk Partisi,120,1,Pole +,0.02783956612602326,0.24800535102104262,-0.5704932612803453
Ferit Mevlüt Aslanoğlu,Cumhuriyet Halk Partisi,636,-1,Pole -,-0.03800321270412178,0.0899593269663628,0.20889268496287006
Fevzi Topuz,Cumhuriyet Halk Partisi,116,-1,Pole -,-0.1217494130337194,-0.7124713470864411,0.27703028024671394
Fuat Çay,Cumhuriyet Halk Partisi,78,-1,Pole -,-0.08139160656649481,-0.5360841635122148,0.2429968831194614
Gökhan Durgun,Cumhuriyet Halk Partisi,129,-1,Pole -,-0.01976156320728118,-0.3591665768592301,0.22633312684709803
Güldal Akşit,Adalet ve Kalkınma Partisi,49,1,Pole +,0.18434711943885143,0.5764555618639549,-0.633904566782351
Gültan Kışanak,Bağımsız,646,0,Neutral,-0.004029010168928881,0.08052755245623215,-0.197741386512625
Gündüz Suphi Aktan,Milliyetçi Hareket Partisi,49,0,Neutral,0.005105681504121939,0.14623072308415433,0.23367105745042083
Gürol Ergin,Cumhuriyet Halk Partisi,225,0,Neutral,0.010710580594931211,-0.05062615906483394,-0.2977785346843239
Hakan Coşkun,Milliyetçi Hareket Partisi,72,0,Neutral,0.006539660429658723,0.19191348578351844,0.5302236245730756
Hakkı Köylü,Adalet ve Kalkınma Partisi,173,0,Neutral,-0.008093516514782904,-0.3398881206485068,-0.0053754750003679784
Hakkı Suha Okay,Cumhuriyet Halk Partisi,616,0,Neutral,0.005555664182311746,0.04085961530661087,-0.2986638242151519
Halil Aydoğan,Adalet ve Kalkınma Partisi,178,0,Neutral,0.00939430259737958,0.4414129559266769,0.5593888310721467
Halil Ünlütepe,Cumhuriyet Halk Partisi,1093,0,Neutral,0.00029254181585988296,-0.1844192471058359,-0.4282814395226454
Haluk Koç,Cumhuriyet Halk Partisi,125,0,Neutral,0.0015892279793270183,-0.1793841386082071,-0.18646856803623574
Haluk Özdalga,Adalet ve Kalkınma Partisi,52,-1,Pole -,-0.10674397397534041,-0.40328995837265785,0.622114540514618
Hamit Geylani,Bağımsız,1837,-1,Pole -,-0.03552296928469312,-0.5226340797464267,-0.10915444976487318
Hamit Homriş,Bağımsız,76,-1,Pole -,-0.02430707098414616,-0.5046991444312189,0.034874278247507384
Harun Öztürk,Bağımsız,1043,0,Neutral,0.010867775473692238,-0.34816804941558405,-0.04975981905886453
Hasan Angı,Adalet ve Kalkınma Partisi,48,0,Neutral,0.012165258352500197,-0.03635431333905515,0.2689903828640699
Hasan Erçelebi,Demokratik Sol Parti,112,-1,Pole -,-0.02821961447487069,-0.2459512920579766,0.3257706270299216
Hasan Fehmi Kinay,Adalet ve Kalkınma Partisi,81,-1,Pole -,-0.04349784329698353,-0.7717282744464339,-0.43758070661933957
Hasan Kara,Adalet ve Kalkınma Partisi,84,1,Pole +,0.22457327383239403,0.7192151129112482,-0.6099173903006362
Hasan Macit,Demokratik Sol Parti,138,-1,Pole -,-0.24852256809746381,-0.7231899098653451,0.604743603326456
Hasan Çalış,Milliyetçi Hareket Partisi,192,0,Neutral,0.003122220277562382,-0.2683292237061933,-0.06436839714759701
Hasan Özdemir,Milliyetçi Hareket Partisi,357,-1,Pole -,-0.037668315727337684,-0.5585093913463487,-0.283270236219901
Hasip Kaplan,Bağımsız,3322,0,Neutral,0.01264397828525065,0.21872841565262277,-0.3290979517310562
Hayati Yazıcı,Adalet ve Kalkınma Partisi,202,-1,Pole -,-0.015142294949158572,0.060627921736578175,0.18560611696581825
Haydar Kemal Kurt,Adalet ve Kalkınma Partisi,134,0,Neutral,-0.004993791923332043,-0.011915212708682434,-0.06863801377713978
Hilmi Güler,Adalet ve Kalkınma Partisi,124,0,Neutral,0.00512974407767955,0.02194793444706416,0.409924026380899
Hulusi Güvel,Cumhuriyet Halk Partisi,153,-1,Pole -,-0.05190316006878238,-0.6792986273207408,-0.004315300425281453
Hüseyin Pazarcı,Cumhuriyet Halk Partisi,72,1,Pole +,0.023186552400947122,-0.21362968476997213,-0.19986303497758676
Hüseyin Tanrıverdi,Adalet ve Kalkınma Partisi,71,1,Pole +,0.01729360762271546,0.44293177495661323,0.1659128053103853
Hüseyin Yıldız,Milliyetçi Hareket Partisi,516,-1,Pole -,-0.027703917338577563,-0.5919481389637037,-0.42393273060116476
Hüseyin Çelik,Adalet ve Kalkınma Partisi,136,0,Neutral,0.001083481927370311,0.2754740248891026,0.44937973447905655
Hüseyin Ünsal,Cumhuriyet Halk Partisi,179,0,Neutral,-0.0024257647541198715,-0.14864226232253486,-0.25440005995742426
Hüsnü Tuna,Adalet ve Kalkınma Partisi,63,1,Pole +,0.07600814366863147,0.3386419595393485,-0.409002070346262
Hüsnü Çöllü,Cumhuriyet Halk Partisi,169,0,Neutral,-0.011228580716737883,-0.47434708451402796,-0.1171298393060856
Kadir Ural,Milliyetçi Hareket Partisi,95,0,Neutral,-0.0048028484330914865,-0.19749095510095446,0.1366504231805277
Kamer Genç,Cumhuriyet Halk Partisi,2250,-1,Pole -,-0.07080987057805678,-0.7186489763703962,0.09361771546737149
Kamil Erdal Sipahi,Bağımsız,373,1,Pole +,0.022180379078483487,-0.453235075603092,-0.09675294345052188
Kayhan Türkmenoğlu,Adalet ve Kalkınma Partisi,66,1,Pole +,0.01764216644384947,0.49222132333970553,0.625736052055561
Kemal Anadol,Cumhuriyet Halk Partisi,187,-1,Pole -,-0.24816152658181126,-0.7088721363176193,0.6571580584571597
Kemal Demirel,Bağımsız,45,-1,Pole -,-0.028410790077831868,-0.20021037163825295,-0.12519966221813142
Kemal Kılıçdaroğlu,Cumhuriyet Halk Partisi,230,0,Neutral,0.0007024559340084611,0.05886834095361002,-0.0648106750200978
Kemal Unakıtan,Adalet ve Kalkınma Partisi,517,1,Pole +,0.022135215000297328,0.42987759986951213,0.4894545316901312
Kemalettin Nalcı,Milliyetçi Hareket Partisi,57,-1,Pole -,-0.04472227268964215,-0.22103083720808528,0.3234637209135047
Kerem Altun,Adalet ve Kalkınma Partisi,93,1,Pole +,0.05147765103844402,0.813399504258452,0.0420902628565563
Kürşat Atılgan,Milliyetçi Hareket Partisi,204,0,Neutral,0.003593859784861078,0.14259545780930794,-0.013049880777171582
Lütfi Elvan,Adalet ve Kalkınma Partisi,106,0,Neutral,-0.00272697239329217,0.21724072077995962,0.4322244051760629
MHP GRUBU ADINA S. NEVZAT KORKMAZ,Milliyetçi Hareket Partisi,262,-1,Pole -,-0.025083890458387048,-0.2825658968194796,-0.1560446238711513
MHP GRUBU ADINA ŞENOL BAL,Milliyetçi Hareket Partisi,85,0,Neutral,0.00731705663372346,-0.4652268755373482,-0.09271349194205476
Malik Ecder Özdemir,Cumhuriyet Halk Partisi,134,-1,Pole -,-0.22847186918388002,-0.6331926082868822,0.678155418179007
Mehdi Eker,Adalet ve Kalkınma Partisi,434,-1,Pole -,-0.03287837645491565,0.22352977367482654,0.3679869346486317
Mehmet Akif Paksoy,Milliyetçi Hareket Partisi,352,1,Pole +,0.020297768512935823,0.3513202567103776,0.019029929331540876
Mehmet Ali Susam,Bağımsız,283,0,Neutral,0.012679806783876316,0.20788866007731843,-0.21746646661280486
Mehmet Ali Özpolat,Cumhuriyet Halk Partisi,72,1,Pole +,0.14686293550404403,0.6497621384507029,-0.5515038418080555
Mehmet Ali Şahin,Adalet ve Kalkınma Partisi,703,1,Pole +,0.03956496094121315,0.3389159131108675,-0.11730468042140842
Mehmet Aydın,Adalet ve Kalkınma Partisi,180,-1,Pole -,-0.028246201894615887,0.02079256516293146,0.3797703977239369
Mehmet Ceylan,Adalet ve Kalkınma Partisi,47,-1,Pole -,-0.03615229373946234,0.14106063188553128,0.32473367478376164
Mehmet Daniş,Adalet ve Kalkınma Partisi,87,-1,Pole -,-0.10277977103348265,-0.6896375955152791,0.2598425510314525
Mehmet Domaç,Adalet ve Kalkınma Partisi,58,-1,Pole -,-0.06424048066678693,-0.017630784631574702,0.7989593737804911
Mehmet Ekici,Milliyetçi Hareket Partisi,195,-1,Pole -,-0.0710691932994466,-0.6389529989239244,0.1906246602377914
Mehmet Emin Ekmen,Adalet ve Kalkınma Partisi,124,1,Pole +,0.05906433599531065,0.44446987823874534,-0.26083730224222806
Mehmet Erdoğan,Adalet ve Kalkınma Partisi,108,0,Neutral,-0.004397136138686829,0.49809430149243,0.6606516710206297
Mehmet Günal,Milliyetçi Hareket Partisi,626,0,Neutral,0.003945988123966572,0.05200982450383151,0.31923570387017725
Mehmet Mustafa Açıkalın,Adalet ve Kalkınma Partisi,157,0,Neutral,0.004889880233499086,0.14589843687960197,0.29460639666672983
Mehmet Nezir Karabaş,Bağımsız,635,0,Neutral,0.014274509657793045,0.014381589519657215,-0.03977071173942785
Mehmet Salih Erdoğan,Adalet ve Kalkınma Partisi,130,1,Pole +,0.05273794612419167,0.27341894844573317,-0.4087082667368717
Mehmet Serdaroğlu,Milliyetçi Hareket Partisi,204,0,Neutral,-0.012947707763527893,-0.35533378821744066,-0.11344857787926191
Mehmet Sevigen,Cumhuriyet Halk Partisi,47,0,Neutral,-0.00012709889241740118,0.18859309444128178,0.43682765508256305
Mehmet Tunçak,Bağımsız,77,0,Neutral,-0.0024793007348780246,0.052015029205013025,-0.06654174768866851
Mehmet Yüksel,Adalet ve Kalkınma Partisi,82,-1,Pole -,-0.0235032281351268,0.4000388163341984,0.4515029486131962
Mehmet Şandır,Milliyetçi Hareket Partisi,1464,0,Neutral,0.0010917494302033774,-0.4754831133283232,-0.12708186031751598
Mehmet Şevki Kulkuloğlu,Cumhuriyet Halk Partisi,209,1,Pole +,0.022181158090410304,-0.3676750519745233,-0.44155319839582813
Mehmet Şimşek,Adalet ve Kalkınma Partisi,1159,0,Neutral,0.0006919835557177161,0.2824230019748619,0.415993700842767
Metin Arifağaoğlu,Cumhuriyet Halk Partisi,85,1,Pole +,0.020846509216685277,-0.49655426196706165,0.026555008939472654
Metin Ergun,Milliyetçi Hareket Partisi,43,0,Neutral,-0.0014570949033306845,0.12167696059991474,0.19368690214615084
Metin Çobanoğlu,Milliyetçi Hareket Partisi,281,-1,Pole -,-0.10759521119886586,-0.5467779311266602,0.31171196057245204
Mevlüt Akgün,Adalet ve Kalkınma Partisi,167,1,Pole +,0.0687632374278423,0.4805269241417062,-0.2798372375529986
Mithat Melen,Milliyetçi Hareket Partisi,790,0,Neutral,-0.001365787206295105,0.010387837216418462,0.08367010364165355
Muharrem Varlı,Milliyetçi Hareket Partisi,70,1,Pole +,0.01664249658875,-0.038554079769621906,0.06022747060340751
Muharrem İnce,Cumhuriyet Halk Partisi,302,-1,Pole -,-0.0314201111356104,-0.259382205046974,-0.012225261410279173
Muhsin Yazıcıoğlu,Bağımsız,72,-1,Pole -,-0.03251419740353111,-0.634761189120913,-0.5020127309985846
Murat Başesgioğlu,Bağımsız,166,0,Neutral,0.0048109747256102516,0.15983389743557955,-0.012908558194738438
Murat Özkan,Milliyetçi Hareket Partisi,242,0,Neutral,0.0028670585792119336,0.04365219221699739,-0.03507438552809046
Musa Sıvacıoğlu,Adalet ve Kalkınma Partisi,116,1,Pole +,0.1396340440356298,0.3979385912845064,-0.7895574535364959
Mustafa Demir,Adalet ve Kalkınma Partisi,86,-1,Pole -,-0.04250696397050089,-0.001658922156779659,0.3407679232020099
Mustafa Elitaş,Adalet ve Kalkınma Partisi,413,0,Neutral,0.0016995455306218856,0.0649923382682334,0.36335534736394703
Mustafa Enöz,Milliyetçi Hareket Partisi,279,0,Neutral,-0.0046053551914835055,-0.16732388232324763,0.014622667024927424
Mustafa Kalaycı,Milliyetçi Hareket Partisi,698,0,Neutral,-0.005331778560586781,-0.21442728862034652,-0.017072724542905912
Mustafa Kemal Cengiz,Milliyetçi Hareket Partisi,116,0,Neutral,0.012602928196412087,-0.13207607332208116,-0.21321184913205973
Mustafa Çetin,Adalet ve Kalkınma Partisi,75,-1,Pole -,-0.08719890266468443,-0.453243374276422,0.39983193422741037
Mustafa Özyürek,Cumhuriyet Halk Partisi,478,0,Neutral,-0.011399847449103237,-0.314991137617592,-0.04934369676705255
Mustafa Ünal,Adalet ve Kalkınma Partisi,110,1,Pole +,0.036491608580510856,0.5293994396384891,-0.08722477303151435
Müfit Yetkin,Adalet ve Kalkınma Partisi,77,1,Pole +,0.031762798041991246,0.5249797120915458,0.5343530557626289
Mümin İnan,Milliyetçi Hareket Partisi,379,-1,Pole -,-0.025007399915168437,-0.27062395417022306,-0.1512031740020637
Münir Kutluata,Milliyetçi Hareket Partisi,211,0,Neutral,-0.0059841980438260275,-0.188195722064752,-0.10983630226927742
Nazım Ekren,Adalet ve Kalkınma Partisi,181,0,Neutral,0.011949937615151169,0.323131555613442,0.4413810487858985
Necati Özensoy,Bağımsız,96,1,Pole +,0.03415151324592078,0.005873773723517851,-0.055177238336147794
Necla Arat,Cumhuriyet Halk Partisi,89,-1,Pole -,-0.032341427790561185,-0.18641998950086272,0.4062026193065526
Nesrin Baytok,Cumhuriyet Halk Partisi,109,-1,Pole -,-0.04135233612893445,-0.3213011473109117,0.37713470964526813
Nihat Ergün,Adalet ve Kalkınma Partisi,505,0,Neutral,-0.009777274729616574,0.06586207695818459,0.5714233377005435
Nur Serter,Cumhuriyet Halk Partisi,86,-1,Pole -,-0.024232495299460234,-0.3824058716182926,0.19459160929582542
Nurettin Akman,Adalet ve Kalkınma Partisi,96,0,Neutral,0.00605445892034255,0.23941047766256726,-0.17127492851594225
Nurettin Canikli,Adalet ve Kalkınma Partisi,411,1,Pole +,0.03506184391077829,-0.10874883708415024,0.12459588090238484
Nuri Uslu,Adalet ve Kalkınma Partisi,43,1,Pole +,0.03224785893379271,0.4353230298815027,-0.27563338874519905
Oktay Vural,Milliyetçi Hareket Partisi,934,0,Neutral,0.0014384417096169405,-0.09859974189184297,-0.21569748179533646
Onur Öymen,Cumhuriyet Halk Partisi,433,0,Neutral,0.012986599960836696,0.3964644183520759,0.0976469938436267
Orhan Karasayar,Adalet ve Kalkınma Partisi,50,0,Neutral,-2.5181161264085864e-05,0.34837702936778725,0.48197412250469973
Orhan Ziya Diren,Cumhuriyet Halk Partisi,170,-1,Pole -,-0.01673571896086887,-0.46589037050448134,-0.11300329867992673
Osman Coşkunoğlu,Cumhuriyet Halk Partisi,123,0,Neutral,0.0053617983695193085,0.31816788291148523,0.125130314086804
Osman Demir,Adalet ve Kalkınma Partisi,63,0,Neutral,0.004045804308428514,0.03165835476949393,0.5848943191846543
Osman Durmuş,Milliyetçi Hareket Partisi,225,0,Neutral,-0.010880687574109505,-0.5112642531267709,0.09689220840866532
Osman Ertuğrul,Milliyetçi Hareket Partisi,63,0,Neutral,0.007973208435524482,-0.5983292904924491,-0.4623533963283378
Osman Kaptan,Cumhuriyet Halk Partisi,144,-1,Pole -,-0.027266832859873743,-0.7234335216352037,-0.10512605471245937
Osman Çakır,Milliyetçi Hareket Partisi,146,0,Neutral,-0.0005402605036271704,0.1545627906929727,0.121882255089766
Osman Özçelik,Bağımsız,655,1,Pole +,0.02064676531696829,0.18618596937690585,-0.2951729231346008
Oğuz Oyan,Bağımsız,360,0,Neutral,-0.0007035406527985237,-0.11529718681571911,0.14840271314042508
