date,open,high,low,close,adjclose,volume,symbol,series,forex_buying,forex_selling,source
2004-05-07,1.480105,1.483666,1.476544,1.480105,1.480105,,TCMB_USDTRY,usd_try,1.476544,1.483666,TCMB daily exchange-rate XML archive
2004-05-10,1.53056,1.534242,1.526878,1.53056,1.53056,,TCMB_USDTRY,usd_try,1.526878,1.534242,TCMB daily exchange-rate XML archive
2004-05-11,1.539708,1.543412,1.536004,1.539708,1.539708,,TCMB_USDTRY,usd_try,1.536004,1.543412,TCMB daily exchange-rate XML archive
2004-05-12,1.519182,1.522837,1.515527,1.519182,1.519182,,TCMB_USDTRY,usd_try,1.515527,1.522837,TCMB daily exchange-rate XML archive
2004-05-13,1.544628,1.548344,1.540912,1.544628,1.544628,,TCMB_USDTRY,usd_try,1.540912,1.548344,TCMB daily exchange-rate XML archive
2004-05-14,1.531238,1.534922,1.527554,1.531238,1.531238,,TCMB_USDTRY,usd_try,1.527554,1.534922,TCMB daily exchange-rate XML archive
2004-05-17,1.5282765,1.531953,1.5246,1.5282765,1.5282765,,TCMB_USDTRY,usd_try,1.5246,1.531953,TCMB daily exchange-rate XML archive
2004-05-18,1.548449,1.552174,1.544724,1.548449,1.548449,,TCMB_USDTRY,usd_try,1.544724,1.552174,TCMB daily exchange-rate XML archive
2004-05-20,1.5534430000000001,1.55718,1.549706,1.5534430000000001,1.5534430000000001,,TCMB_USDTRY,usd_try,1.549706,1.55718,TCMB daily exchange-rate XML archive
2004-05-21,1.5544495,1.558189,1.55071,1.5544495,1.5544495,,TCMB_USDTRY,usd_try,1.55071,1.558189,TCMB daily exchange-rate XML archive
2004-05-24,1.535076,1.538769,1.531383,1.535076,1.535076,,TCMB_USDTRY,usd_try,1.531383,1.538769,TCMB daily exchange-rate XML archive
2004-05-25,1.5170655000000002,1.520715,1.513416,1.5170655000000002,1.5170655000000002,,TCMB_USDTRY,usd_try,1.513416,1.520715,TCMB daily exchange-rate XML archive
2004-05-26,1.504726,1.508346,1.501106,1.504726,1.504726,,TCMB_USDTRY,usd_try,1.501106,1.508346,TCMB daily exchange-rate XML archive
2004-05-27,1.513422,1.517063,1.509781,1.513422,1.513422,,TCMB_USDTRY,usd_try,1.509781,1.517063,TCMB daily exchange-rate XML archive
2004-05-28,1.48892,1.492502,1.485338,1.48892,1.48892,,TCMB_USDTRY,usd_try,1.485338,1.492502,TCMB daily exchange-rate XML archive
2004-05-31,1.495615,1.499213,1.492017,1.495615,1.495615,,TCMB_USDTRY,usd_try,1.492017,1.499213,TCMB daily exchange-rate XML archive
2004-06-01,1.4933584999999998,1.496951,1.489766,1.4933584999999998,1.4933584999999998,,TCMB_USDTRY,usd_try,1.489766,1.496951,TCMB daily exchange-rate XML archive
2004-06-02,1.5138349999999998,1.517477,1.510193,1.5138349999999998,1.5138349999999998,,TCMB_USDTRY,usd_try,1.510193,1.517477,TCMB daily exchange-rate XML archive
2004-06-03,1.5207345,1.524393,1.517076,1.5207345,1.5207345,,TCMB_USDTRY,usd_try,1.517076,1.524393,TCMB daily exchange-rate XML archive
2004-06-04,1.499795,1.503403,1.496187,1.499795,1.499795,,TCMB_USDTRY,usd_try,1.496187,1.503403,TCMB daily exchange-rate XML archive
2004-06-07,1.4744774999999999,1.478025,1.47093,1.4744774999999999,1.4744774999999999,,TCMB_USDTRY,usd_try,1.47093,1.478025,TCMB daily exchange-rate XML archive
2004-06-08,1.4700085,1.473545,1.466472,1.4700085,1.4700085,,TCMB_USDTRY,usd_try,1.466472,1.473545,TCMB daily exchange-rate XML archive
2004-06-09,1.4844515,1.488023,1.48088,1.4844515,1.4844515,,TCMB_USDTRY,usd_try,1.48088,1.488023,TCMB daily exchange-rate XML archive
2004-06-10,1.4928915,1.496483,1.4893,1.4928915,1.4928915,,TCMB_USDTRY,usd_try,1.4893,1.496483,TCMB daily exchange-rate XML archive
