speaker,party,total_mentions,community,community_label,eigen_score,embed1,embed2
Aykut Erdoğdu,Cumhuriyet Halk Partisi,276,-1,Pole -,-0.028379388286618724,0.22257079589691917,0.24235779377615616
Aytun Çıray,İYİ Parti,97,-1,Pole -,-0.022835731854624362,0.4456721293180602,-0.39436563322794993
Aytuğ Atıcı,Cumhuriyet Halk Partisi,418,0,Neutral,-0.00011846922196260343,0.28971877096364496,-0.07807072715837063
Ayşe Acar Başaran,Halkların Demokratik Partisi,358,0,Neutral,0.002550658433370139,0.06594030665992826,-0.056922473153409335
Ayşe Keşir,Adalet ve Kalkınma Partisi,71,0,Neutral,0.005598761904704227,-0.12081400171938599,-0.5531487909753701
Ayşe Sula Köseoğlu,Adalet ve Kalkınma Partisi,69,1,Pole +,0.019625835017785604,-0.2693910056000845,0.10163175118467317
Aziz Babuşcu,Adalet ve Kalkınma Partisi,64,0,Neutral,-0.015900685977738114,0.3627505676879003,0.05809530786213254
Azmi Ekinci,Adalet ve Kalkınma Partisi,44,1,Pole +,0.1336895829969377,-0.20657741718978992,-0.2853744327295583
Baki Şimşek,Milliyetçi Hareket Partisi,166,0,Neutral,-0.005677327821582483,0.1794390086102994,-0.035958661809955265
Barış Karadeniz,Cumhuriyet Halk Partisi,71,-1,Pole -,-0.06886609106127983,0.7855109393010655,-0.4740733221358365
Barış Yarkadaş,Cumhuriyet Halk Partisi,151,-1,Pole -,-0.03431656896257621,0.7232593173215259,-0.14911838610913758
Bedia Özgökçe Ertan,Halkların Demokratik Partisi,1013,1,Pole +,0.03438086006477136,-0.5398116634178767,0.19408461053316087
Behçet Yıldırım,Halkların Demokratik Partisi,505,-1,Pole -,-0.022721639279441135,0.3861975185311844,0.3807427723974191
Bekir Bozdağ,Adalet ve Kalkınma Partisi,1631,1,Pole +,0.04754785613634382,-0.7234200606178577,0.12359377126468336
Berat Albayrak,Adalet ve Kalkınma Partisi,105,0,Neutral,0.007994450159123744,-0.22144519424468623,-0.34159782700538655
Berdan Öztürk,Halkların Demokratik Partisi,178,0,Neutral,0.007644999581749258,-0.09633645112991564,0.10781159403043952
Besime Konca,Halkların Demokratik Partisi,210,1,Pole +,0.03190946305702832,0.23507539253517215,-0.3084505377059483
Bihlun Tamaylıgil,Cumhuriyet Halk Partisi,158,0,Neutral,-0.0003181546044178951,0.028974350303285237,-0.12205240430167806
Binali Yıldırım,Adalet ve Kalkınma Partisi,532,0,Neutral,0.011722381849184374,-0.5165447150618214,-0.06400268381822402
Burcu Köksal,Cumhuriyet Halk Partisi,291,0,Neutral,0.0134673018745547,-0.3172326416061104,0.24279467576686878
Burcu Çelik Özkan,Halkların Demokratik Partisi,281,0,Neutral,-0.011387422752127148,0.3328243944103981,0.14837279762083233
Burhanettin Uysal,Adalet ve Kalkınma Partisi,55,1,Pole +,0.042909657159029314,-0.7091927512183622,-0.462295052209348
Bülent Kuşoğlu,Cumhuriyet Halk Partisi,527,0,Neutral,-0.003887279494958149,0.24323147927540226,-0.011930110933831886
Bülent Tezcan,Cumhuriyet Halk Partisi,567,-1,Pole -,-0.03008857677690941,0.875754644616295,-0.09178821698275645
Bülent Turan,Adalet ve Kalkınma Partisi,756,0,Neutral,-0.01532394035998645,0.6111054591239751,0.12993400250821843
Bülent Yener Bektaşoğlu,Cumhuriyet Halk Partisi,226,0,Neutral,0.0006043321144310565,-0.20457425766838952,0.3450044924074161
Bülent Öz,Cumhuriyet Halk Partisi,148,0,Neutral,0.011542374368800014,-0.38792426094060517,0.2898709625939695
Cahit Özkan,Adalet ve Kalkınma Partisi,360,0,Neutral,-0.0019087642269111562,-0.05918671713052131,0.11312613207121415
Candan Yüceer,Cumhuriyet Halk Partisi,157,1,Pole +,0.02039201565458234,-0.5234628368245324,0.3331211622905336
Celal Adan,Milliyetçi Hareket Partisi,103,-1,Pole -,-0.035043668149835165,0.6263728651247228,-0.09381649843938232
Celal Doğan,Halkların Demokratik Partisi,358,-1,Pole -,-0.027925974388180213,0.4649260085856421,-0.47135194627397126
Cemal Okan Yüksel,Cumhuriyet Halk Partisi,274,-1,Pole -,-0.01904695287645161,0.6019925491170313,-0.33640077423658216
Cemal Öztürk,Adalet ve Kalkınma Partisi,56,0,Neutral,-1.9681060881944986e-06,-0.14554713147135295,-0.22581963269993988
Cengiz Aydoğdu,Adalet ve Kalkınma Partisi,94,-1,Pole -,-0.04163179196605413,0.4673408527188189,-0.35511518048935053
Cevdet Yılmaz,Adalet ve Kalkınma Partisi,276,1,Pole +,0.026345699332081994,-0.4486472577628778,-0.4571908798871322
Ceyhun İrgil,Cumhuriyet Halk Partisi,200,0,Neutral,-0.011244536647351117,0.5095162979902487,-0.22305292168865667
Coşkun Çakır,Adalet ve Kalkınma Partisi,174,-1,Pole -,-0.04243640548105714,0.16703023802844277,0.5371802848447529
Deniz Baykal,Cumhuriyet Halk Partisi,269,-1,Pole -,-0.03137663884421296,0.4473355529332787,-0.12601762667051056
Deniz Depboylu,Milliyetçi Hareket Partisi,297,-1,Pole -,-0.04850353405299739,0.4222572902402503,0.408562145069527
Didem Engin,Cumhuriyet Halk Partisi,172,0,Neutral,0.014103383888474628,-0.3277174976372102,0.26585405719985017
Dirayet Taşdemir,Halkların Demokratik Partisi,161,0,Neutral,-0.01620839032782816,0.5072142685499368,-0.3552791061049934
Dursun Çiçek,Cumhuriyet Halk Partisi,159,1,Pole +,0.05901941041391235,-0.7413806190701038,-0.0006957429654486594
Elif Doğan Türkmen,Cumhuriyet Halk Partisi,172,1,Pole +,0.029527287642265077,-0.41910085570453115,0.4853027902389524
Emin Haluk Ayhan,Milliyetçi Hareket Partisi,776,0,Neutral,-0.0002868862629161115,-0.10229683097154649,-0.2524988389712317
Emine Nur Günay,Adalet ve Kalkınma Partisi,99,0,Neutral,0.0071750399455048994,-0.27157654775752527,-0.4507301530877188
Emine Yavuz Gözgeç,Adalet ve Kalkınma Partisi,107,0,Neutral,0.0030301476238673223,-0.05185024017643534,-0.19723337133739471
Emre Köprülü,Cumhuriyet Halk Partisi,47,-1,Pole -,-0.05541016846397807,0.7477676171708515,-0.35906605772330696
Emrullah İşler,Adalet ve Kalkınma Partisi,69,1,Pole +,0.037146617323994734,-0.39557447837263204,0.6251279393117783
Engin Altay,Cumhuriyet Halk Partisi,1291,0,Neutral,-0.002384294032290017,0.4533805149779946,0.08028509337877161
Engin Özkoç,Cumhuriyet Halk Partisi,302,-1,Pole -,-0.06276611384516638,-0.07064176435415591,0.6264026663983034
Erdal Ataş,Halkların Demokratik Partisi,282,0,Neutral,-0.0060488428336683666,0.404185651556641,-0.10355694475564733
Eren Erdem,Cumhuriyet Halk Partisi,137,-1,Pole -,-0.028501879886200943,0.39252398173129066,0.3333549567678698
Ergün Taşcı,Adalet ve Kalkınma Partisi,89,1,Pole +,0.04381634705364847,-0.5074568691103263,-0.4180171265375754
Erhan Usta,Milliyetçi Hareket Partisi,2244,0,Neutral,0.004169599262747844,0.017634859438763667,-0.31106669361059197
Erkan Akçay,Milliyetçi Hareket Partisi,2827,0,Neutral,0.009522725130622422,-0.14048666812988936,-0.16248848128948123
Erkan Aydın,Cumhuriyet Halk Partisi,311,1,Pole +,0.02078219215790517,-0.4396244244981902,0.19663612175938333
Erkan Haberal,Milliyetçi Hareket Partisi,353,-1,Pole -,-0.024270343072296304,-0.027445467647482576,0.4403504448519822
Erol Dora,Halkların Demokratik Partisi,1536,1,Pole +,0.04460361842584779,-0.7606180077940587,0.32859049812559665
Ertan Aydın,Adalet ve Kalkınma Partisi,43,0,Neutral,0.0043629651657723575,0.10314938615401822,-0.14572873805515957
Ertuğrul Kürkcü,Halkların Demokratik Partisi,540,0,Neutral,0.018995242217586125,-0.40844615605957996,0.34047953757980626
Fahrettin Oğuz Tor,Milliyetçi Hareket Partisi,522,0,Neutral,0.009384692379365381,-0.21566027625554596,-0.031757815591013774
Faik Öztrak,Cumhuriyet Halk Partisi,535,0,Neutral,-0.007487057274517404,-0.012079765012474137,0.255022699594173
Faruk Çaturoğlu,Adalet ve Kalkınma Partisi,42,1,Pole +,0.10760072664475523,-0.10230039115491064,-0.37480083580183393
Faruk Özlü,Adalet ve Kalkınma Partisi,79,0,Neutral,0.0031475038300882436,-0.20406578006952317,-0.16695273574890226
Fatma Benli,Adalet ve Kalkınma Partisi,70,0,Neutral,-0.01497392010399498,0.24786554905879238,0.5697849800478632
Fatma Betül Sayan Kaya,Adalet ve Kalkınma Partisi,60,1,Pole +,0.03556840438335066,-0.45986553305027417,-0.5876069440972445
Fatma Güldemet Sarı,Adalet ve Kalkınma Partisi,49,0,Neutral,0.001149567992811485,-0.08817526169065333,-0.2569647511666458
Fatma Kaplan Hürriyet,Cumhuriyet Halk Partisi,266,-1,Pole -,-0.08931215410248523,0.8230185631863879,0.18210633751456035
Feleknas Uca,Halkların Demokratik Partisi,59,0,Neutral,0.0032787084733342086,0.009634756911728987,-0.10018215627212897
Fikri Işık,Adalet ve Kalkınma Partisi,81,0,Neutral,0.0038004852214407686,-0.1837215816058464,-0.26153198694371693
Filiz Kerestecioğlu,Halkların Demokratik Partisi,157,0,Neutral,0.011328481100916003,-0.34986778016948694,0.09017938835804351
Fuat Köktaş,Adalet ve Kalkınma Partisi,42,-1,Pole -,-0.02498829846852226,0.34341346750886936,0.3270194599984392
Gamze Akkuş İlgezdi,Cumhuriyet Halk Partisi,135,0,Neutral,-0.0020317574925645308,-0.051679625149901924,0.23299215849181443
Garo Paylan,Halkların Demokratik Partisi,1122,0,Neutral,0.015582949725467926,-0.27529930990410084,0.47963737003493867
Gaye Usluer,Cumhuriyet Halk Partisi,161,1,Pole +,0.024725778915665363,-0.4150092337053056,0.41723852503422343
Gökcen Özdoğan Enç,Adalet ve Kalkınma Partisi,42,-1,Pole -,-0.15304372740380695,0.5440024690687644,0.6437764787219938
Gülay Yedekci,Cumhuriyet Halk Partisi,147,-1,Pole -,-0.02528351479901956,0.42159159375929883,-0.05990974300464548
Gürsel Erol,Cumhuriyet Halk Partisi,163,0,Neutral,-0.0021571052976711385,0.18572193310998694,0.142208242552107
Hakan Çavuşoğlu,Adalet ve Kalkınma Partisi,146,0,Neutral,-0.008086706955377025,0.3499666296510337,0.13093271862691233
Halil Etyemez,Adalet ve Kalkınma Partisi,62,1,Pole +,0.08938526998710282,-0.19117503073652473,-0.6618069985476429
Halis Dalkılıç,Adalet ve Kalkınma Partisi,77,0,Neutral,0.013191977733374055,-0.2998636117867179,0.18512320618126707
Haluk Koç,Cumhuriyet Halk Partisi,91,0,Neutral,-0.0006295382429774999,0.09708141093092942,0.37167376554927184
Haluk Pekşen,Cumhuriyet Halk Partisi,636,-1,Pole -,-0.03084672314518296,0.7178593567004129,-0.21888276510828417
Hamza Dağ,Adalet ve Kalkınma Partisi,139,0,Neutral,-0.01732353657700095,0.4557238066936511,0.24861717388801527
Hasan Basri Kurt,Adalet ve Kalkınma Partisi,66,0,Neutral,0.00356635827806823,0.25403219903767427,-0.14960180922445782
Hasan Sert,Adalet ve Kalkınma Partisi,88,1,Pole +,0.05014718404287611,-0.36526118777457084,-0.6824499022952429
Hasan Turan,Adalet ve Kalkınma Partisi,52,-1,Pole -,-0.020974307182622418,0.31035789565666355,-0.579084670493218
Hasan Özyer,Adalet ve Kalkınma Partisi,95,0,Neutral,-0.0004523458729831277,-0.39221036490575195,-0.00958446672719246
Hayati Yazıcı,Adalet ve Kalkınma Partisi,86,0,Neutral,-0.015159279959001362,0.2595525402227336,0.13008070479601108
Haydar Akar,Cumhuriyet Halk Partisi,389,0,Neutral,0.0077552045796752175,-0.38920549191333276,-0.031153861761894303
Haydar Ali Yıldız,Adalet ve Kalkınma Partisi,80,1,Pole +,0.0341240059521415,-0.6205284076555465,0.36874709283470014
Hikmet Ayar,Adalet ve Kalkınma Partisi,62,0,Neutral,0.00030120539815696803,0.03846868892015293,-0.032081626161142435
Hilmi Bilgin,Adalet ve Kalkınma Partisi,145,0,Neutral,0.0063339426746226385,-0.511542392105748,-0.19372850591262647
Hilmi Yarayıcı,Cumhuriyet Halk Partisi,139,-1,Pole -,-0.07016284774109026,0.8404672243502814,-0.24240466995014048
Hişyar Özsoy,Halkların Demokratik Partisi,144,-1,Pole -,-0.08228668522523756,0.13092136989941197,0.17579515220518765
Hurşit Yıldırım,Adalet ve Kalkınma Partisi,184,0,Neutral,-0.006644143576421517,0.537898811975401,0.27067675063022084
Hüda Kaya,Halkların Demokratik Partisi,190,-1,Pole -,-0.03683288898102509,0.47597929718064763,0.216208538787865
Hüseyin Kocabıyık,Adalet ve Kalkınma Partisi,85,0,Neutral,0.0032337950219760696,-0.17656238826885265,0.47008861122431234
Hüseyin Çamak,Cumhuriyet Halk Partisi,243,-1,Pole -,-0.030674735175672974,0.6975274965654336,-0.19714838348622885
Hüsnü Bozkurt,Cumhuriyet Halk Partisi,117,-1,Pole -,-0.03785817055023217,0.5258415282592558,0.1432214071035305
Hüsnüye Erdoğan,Adalet ve Kalkınma Partisi,84,-1,Pole -,-0.06778845200221918,0.13005947908083373,0.7651717317744476
Jülide Sarıeroğlu,Adalet ve Kalkınma Partisi,50,-1,Pole -,-0.02634403922352007,0.27830506892504236,0.12102755403967344
Kadim Durmaz,Cumhuriyet Halk Partisi,192,-1,Pole -,-0.021296949382417378,0.7379533075522869,-0.06711737671034941
Kadir Koçdemir,İYİ Parti,396,0,Neutral,0.0007689420276212138,-0.041235964116070875,-0.22755122889859783
Kadri Yıldırım,Halkların Demokratik Partisi,58,1,Pole +,0.021389391048148295,-0.31565306533185433,-0.29612630185058175
Kamil Aydın,Milliyetçi Hareket Partisi,661,0,Neutral,0.013665954610593806,-0.07593804414654429,0.5059492296336531
Kamil Okyay Sındır,Cumhuriyet Halk Partisi,118,1,Pole +,0.031605027797495584,-0.42902815047089354,0.5205318361724729
Kazım Arslan,Cumhuriyet Halk Partisi,872,0,Neutral,-0.013791892578771663,0.3504634095025087,-0.14016119946538974
Kemal Kılıçdaroğlu,Cumhuriyet Halk Partisi,138,0,Neutral,-0.0023557400002687983,0.21294671105821103,0.0897882876498919
Kemal Zeybek,Cumhuriyet Halk Partisi,164,0,Neutral,0.00844948945457666,0.059167452609275334,-0.6425668597064846
Kerem Ali Sürekli,Adalet ve Kalkınma Partisi,49,0,Neutral,-0.0006830422752067796,0.04284321785528391,0.08192379062124315
Lale Karabıyık,Cumhuriyet Halk Partisi,307,0,Neutral,0.0024291301579678587,-0.15550628807973668,-0.2524447592303091
Levent Gök,Cumhuriyet Halk Partisi,1656,0,Neutral,-0.004194290140552979,0.11466456288496549,0.45826214379668123
Leyla Şahin Usta,Adalet ve Kalkınma Partisi,59,1,Pole +,0.2133784741579124,-0.5670764665865163,-0.4077549889013418
Lezgin Botan,Halkların Demokratik Partisi,299,0,Neutral,-0.014562196654735432,0.26213590014321003,0.48678334294422637
Lütfi Elvan,Adalet ve Kalkınma Partisi,260,0,Neutral,0.014098360714979464,-0.3021277559796206,-0.2887527527339328
Mahmut Atilla Kaya,Adalet ve Kalkınma Partisi,169,1,Pole +,0.05043268178511553,-0.7711513630297739,0.3595379849127327
Mahmut Celadet Gaydalı,Halkların Demokratik Partisi,475,0,Neutral,0.0003203962015725548,0.1010987826230489,0.08587761741682033
Mahmut Kaçar,Adalet ve Kalkınma Partisi,65,0,Neutral,-0.0031447941042483923,0.018148628665574443,0.15349054072307464
Mahmut Tanal,Cumhuriyet Halk Partisi,1481,1,Pole +,0.04253857512135649,-0.7058814059345766,0.2633443732800749
Mahmut Toğrul,Halkların Demokratik Partisi,591,-1,Pole -,-0.023701828077481682,0.6761425668047578,-0.20052641927844336
Mazlum Nurlu,Cumhuriyet Halk Partisi,91,-1,Pole -,-0.055433922105566344,0.9190065558833278,-0.2634196008209109
Mehmet Akif Yılmaz,Adalet ve Kalkınma Partisi,58,0,Neutral,-0.0004757977262284783,0.041834452628268896,-0.06824277430762538
Mehmet Ali Aslan,Halkların Demokratik Partisi,174,1,Pole +,0.03626209490288891,-0.36601336717544203,0.19663784142910126
Mehmet Bekaroğlu,Cumhuriyet Halk Partisi,765,0,Neutral,-0.0005386281287317901,0.1237843478965841,-0.029610102252739665
Mehmet Doğan Kubat,Adalet ve Kalkınma Partisi,155,0,Neutral,-0.01804544332284918,0.21682928200032334,-0.1320317857053031
Mehmet Emin Adıyaman,Halkların Demokratik Partisi,871,0,Neutral,-0.0016216823468624194,0.357360127275127,0.030708431000360813
Mehmet Erdoğan,Milliyetçi Hareket Partisi,812,1,Pole +,0.06757342384280003,-0.025256401075228863,-0.5781523327118258
Mehmet Gökdağ,Cumhuriyet Halk Partisi,249,0,Neutral,0.00652364583585859,-0.3418850952213327,0.28827570180301426
Mehmet Günal,Milliyetçi Hareket Partisi,610,0,Neutral,0.0021415310010042743,-0.07820317614981984,-0.5382988920811778
Mehmet Metiner,Adalet ve Kalkınma Partisi,77,0,Neutral,-0.01564718356711864,0.429336001363099,-0.12343150614278825
Mehmet Muş,Adalet ve Kalkınma Partisi,1553,0,Neutral,-0.013162991499364214,-0.011330841735060533,0.6817801492581961
Mehmet Necmettin Ahrazoğlu,Milliyetçi Hareket Partisi,349,0,Neutral,0.006242693861331686,-0.11788750983697098,-0.44404832874603606
Mehmet Parsak,Milliyetçi Hareket Partisi,971,0,Neutral,-0.004639631602843295,0.4690122941298394,-0.29655376278665746
Mehmet Tüm,Cumhuriyet Halk Partisi,451,0,Neutral,0.0015789139305712116,-0.1500441768049149,0.42203323960225275
Mehmet Şimşek,Adalet ve Kalkınma Partisi,93,0,Neutral,0.007621352482817131,-0.21494409634494163,-0.34985715902906644
Mehmet Şükrü Erdinç,Adalet ve Kalkınma Partisi,57,0,Neutral,-0.0014226974276440821,0.06120468830871886,-0.12927652592727748
Melike Basmacı,Cumhuriyet Halk Partisi,83,0,Neutral,-0.002157903434869308,0.1006859705999041,0.08409786675392743
Meral Danış Beştaş,Halkların Demokratik Partisi,1996,0,Neutral,-0.004572954984239389,0.18194955466426488,0.5120823999629256
Metin Akgün,Adalet ve Kalkınma Partisi,78,1,Pole +,0.045656263410526844,-0.509066985413748,-0.5509218724785426
Mevlüt Dudu,Cumhuriyet Halk Partisi,94,-1,Pole -,-0.04705375620185013,0.7332906975619902,-0.279623819052505
Mevlüt Karakaya,Milliyetçi Hareket Partisi,486,0,Neutral,-0.00034039593147491045,0.07079634166343032,-0.11535789329186982
Mithat Sancar,Halkların Demokratik Partisi,1172,1,Pole +,0.06686282541794959,-0.5732706010654897,0.4689588383626861
Mizgin Irgat,Halkların Demokratik Partisi,420,-1,Pole -,-0.046654101515944624,0.6591517353185526,-0.16395648503945062
Muhammet Balta,Adalet ve Kalkınma Partisi,45,1,Pole +,0.14415670425487168,-0.1100834240049746,-0.5834987859483302
Muharrem Erkek,Cumhuriyet Halk Partisi,820,0,Neutral,0.0011754593241802159,0.009258695844522513,-0.25551368181790335
Muharrem Varlı,Milliyetçi Hareket Partisi,171,0,Neutral,0.0017685539983276683,-0.06849475171889756,-0.03935450845606947
Muharrem İnce,Cumhuriyet Halk Partisi,108,0,Neutral,0.005035539011629014,0.06437749242986766,-0.40733336031056133
Murat Alparslan,Adalet ve Kalkınma Partisi,165,0,Neutral,0.00022517330097999172,-0.05008384363457084,-0.053231904458143894
Murat Bakan,Cumhuriyet Halk Partisi,220,1,Pole +,0.09363990282529293,-0.8117222864722123,0.3316467900187579
Murat Baybatur,Adalet ve Kalkınma Partisi,52,-1,Pole -,-0.200788728578539,0.4415837192911151,0.5117399395389854
Murat Emir,Cumhuriyet Halk Partisi,580,0,Neutral,0.00023434881560058555,0.191715865051085,-0.15410747067905972
Musa Çam,Cumhuriyet Halk Partisi,356,0,Neutral,0.0035070996517165415,-0.10284724116094607,-0.006224154526013701
Mustafa Akaydın,Cumhuriyet Halk Partisi,72,1,Pole +,0.03982791450843652,-0.3946548582254697,0.5242570850185456
Mustafa Balbay,Cumhuriyet Halk Partisi,343,-1,Pole -,-0.05623233242855663,0.6954649989631668,-0.55260842480047
Mustafa Elitaş,Adalet ve Kalkınma Partisi,286,0,Neutral,0.0006077724298853123,-0.03673929065730999,0.5086209771428136
Mustafa Ilıcalı,Adalet ve Kalkınma Partisi,90,1,Pole +,0.05127978105228425,-0.4027723006986198,-0.7152816494612939
Mustafa Kalaycı,Milliyetçi Hareket Partisi,832,0,Neutral,-0.002479952744488542,0.012027389140207206,0.2074417058779312
Mustafa Mit,Milliyetçi Hareket Partisi,248,1,Pole +,0.048074854803382666,-0.7845903187597693,-0.13240228881446506
Mustafa Savaş,Adalet ve Kalkınma Partisi,146,0,Neutral,0.01881142456062618,-0.34285375496352216,-0.5554334533741928
Mustafa Tuncer,Cumhuriyet Halk Partisi,76,0,Neutral,0.01163705655468608,-0.29768189093625363,-0.3164402076960756
Mücahit Durmuşoğlu,Adalet ve Kalkınma Partisi,71,1,Pole +,0.02129650869953662,-0.3717982999430184,-0.18730895548999335
Müslüm Doğan,Halkların Demokratik Partisi,773,-1,Pole -,-0.04682500075771132,0.6630724371818745,-0.683750738778861
Naci Ağbal,Adalet ve Kalkınma Partisi,1646,0,Neutral,0.006553465277279392,-0.3502994452978598,-0.46497155206003105
Naci Bostancı,Adalet ve Kalkınma Partisi,1913,-1,Pole -,-0.06457435158984591,0.23897642173226816,0.8032983676409875
Namık Havutça,Cumhuriyet Halk Partisi,155,1,Pole +,0.019799927828703327,-0.4479869143323867,0.5240762091339763
Nazım Maviş,Adalet ve Kalkınma Partisi,82,0,Neutral,-0.007143671316510716,0.2065602405725489,-0.06598732590894939
Necati Yılmaz,Cumhuriyet Halk Partisi,410,-1,Pole -,-0.056671970638259746,0.8721988970365965,-0.29246854433289193
Necip Kalkan,Adalet ve Kalkınma Partisi,42,-1,Pole -,-0.06562881822876696,0.11091700246215001,-0.017850515205880116
Nihat Akdoğan,Halkların Demokratik Partisi,65,1,Pole +,0.019565046215206525,-0.4181493150155028,0.6707842721815845
Nihat Yeşil,Cumhuriyet Halk Partisi,47,0,Neutral,-0.0023524625456426414,0.06147700526189821,-0.22469716640928367
Nihat Zeybekci,Adalet ve Kalkınma Partisi,90,1,Pole +,0.03294859771121747,-0.3528407324165836,-0.49636527532595764
Nimetullah Erdoğmuş,Halkların Demokratik Partisi,51,0,Neutral,-0.0024848005595734792,-0.08790287068585856,0.21589532139223497
Niyazi Nefi Kara,Cumhuriyet Halk Partisi,159,0,Neutral,0.009026502679468727,-0.31159641883183314,0.24121928087705832
Numan Kurtulmuş,Adalet ve Kalkınma Partisi,252,0,Neutral,0.014875588992263863,-0.44271289774377537,0.38938238841820316
Nurettin Canikli,Adalet ve Kalkınma Partisi,58,1,Pole +,0.07282493708439235,0.22052915675562873,-0.6427240398163762
Nurettin Demir,Cumhuriyet Halk Partisi,44,0,Neutral,-0.005932519500691269,0.41486116934188993,0.13746073614710178
Nurhayat Altaca Kayışoğlu,Cumhuriyet Halk Partisi,258,0,Neutral,-0.015248595619583175,0.4569892699621199,-0.46003405500859534
Nuri Okutan,İYİ Parti,158,1,Pole +,0.13806149493842554,-0.8205948993595157,-0.07132010235177377
Nursel Aydoğan,Halkların Demokratik Partisi,87,1,Pole +,0.041326770551307616,-0.43731052981942264,0.531291287263141
Okan Gaytancıoğlu,Cumhuriyet Halk Partisi,174,0,Neutral,-0.0004762534473535105,0.19570976638827206,-0.5386498300276499
