speaker,party,community,community_label,total_mentions,pos_to_plus,pos_to_minus,neg_to_plus,neg_to_minus,reach_plus,reach_minus,positive_bridge_balance,signed_reach_balance,gatekeeper_score,cross_pressure
İbrahim Özdiş,Cumhuriyet Halk Partisi,-1,Pole -,197.0,0.0,4.743950800141449,4.472308315483176,0.0,4.472308315483176,4.743950800141449,0.0,0.48526286629852483,2.6418563575673204,0.0
Ali Cumhur Taşkın,Adalet ve Kalkınma Partisi,1,Pole +,96.0,4.207805853944345,0.0,0.0,4.110716747149504,4.207805853944345,4.110716747149504,0.0,0.4941642817818152,2.639903431066384,0.0
Zühal Topcu,Milliyetçi Hareket Partisi,-1,Pole -,141.0,0.0,8.538301850437477,6.727743861980201,0.0,6.727743861980201,8.538301850437477,0.0,0.4406998372910041,2.620896455674138,0.0
Deniz Depboylu,Milliyetçi Hareket Partisi,-1,Pole -,297.0,0.0,4.434823156578813,4.810597430149269,0.0,4.810597430149269,4.434823156578813,0.0,0.47967781611421556,2.612959192572893,0.0
Mustafa Balbay,Cumhuriyet Halk Partisi,-1,Pole -,343.0,0.0,6.154527961876392,7.621401490761908,0.0,7.621401490761908,6.154527961876392,0.0,0.446759544072066,2.6111746402975893,0.0
Çetin Arık,Cumhuriyet Halk Partisi,-1,Pole -,186.0,0.0,5.362833640706408,4.764012574786605,0.0,4.764012574786605,5.362833640706408,0.0,0.47043398042598206,2.60526709071191,0.0
Nurhayat Altaca Kayışoğlu,Cumhuriyet Halk Partisi,0,Neutral,258.0,0.0,2.3161123972794457,5.095896638894659,1.3690475531692987,5.095896638894659,3.6851599504487442,0.0,0.41967158650376346,2.6042385002977047,1.0781873775502608
Mizgin Irgat,Halkların Demokratik Partisi,-1,Pole -,420.0,0.8155141879981784,6.429292288522593,7.336701966471952,0.0,8.15221615447013,6.429292288522593,0.11256535154231666,0.4409209316866889,2.6020373163606836,0.0
Mazlum Nurlu,Cumhuriyet Halk Partisi,-1,Pole -,91.0,0.0,6.498491593580798,8.396281965557085,0.0,8.396281965557085,6.498491593580798,0.0,0.4362934130782879,2.58397745693492,0.0
Ömer Süha Aldan,Cumhuriyet Halk Partisi,0,Neutral,333.0,2.113007231829344,1.2169989716477683,1.236682989121677,1.4874730084136574,3.349690220951021,2.7044719800614256,0.36546447571525326,0.4467128381797303,2.5820619358480985,1.922837122067126
Seyfettin Yılmaz,Milliyetçi Hareket Partisi,1,Pole +,87.0,5.18444130909586,0.0,0.0,4.566778737356623,5.18444130909586,4.566778737356623,0.0,0.46832895936439245,2.575978762575394,0.0
Türabi Kayan,Cumhuriyet Halk Partisi,1,Pole +,57.0,10.057221297048775,0.0,0.0,7.384805000721237,10.057221297048775,7.384805000721237,0.0,0.42339146118831406,2.574240876484224,0.0
Ali Haydar Hakverdi,Cumhuriyet Halk Partisi,-1,Pole -,62.0,0.0,6.130468869141897,7.825477596400118,0.0,7.825477596400118,6.130468869141897,0.0,0.4392728851345971,2.5731039930096262,0.0
Tur Yıldız Biçer,Cumhuriyet Halk Partisi,-1,Pole -,77.0,0.0,8.74510451669673,6.644064656046719,0.0,6.644064656046719,8.74510451669673,0.0,0.431736410265905,2.5710488859603107,0.0
Mithat Sancar,Halkların Demokratik Partisi,1,Pole +,1172.0,5.4262979765807735,0.0,0.0,6.674831879376539,5.4262979765807735,6.674831879376539,0.0,0.4484125069909094,2.562890327672655,0.0
Mustafa Tuncer,Cumhuriyet Halk Partisi,0,Neutral,76.0,2.159293249241887,0.0,0.0,1.9824437890706068,2.159293249241887,1.9824437890706068,0.0,0.47865032720659684,2.5593638461952573,0.0
Garo Paylan,Halkların Demokratik Partisi,0,Neutral,1122.0,1.7143895613487385,0.0,0.594353575949332,2.0569320588232505,2.3087431372980705,2.0569320588232505,0.0,0.47116012207677954,2.5475791551411375,0.9435315691725894
İshak Gazel,Adalet ve Kalkınma Partisi,1,Pole +,72.0,5.550230208975346,0.0,0.0,6.992096195783687,5.550230208975346,6.992096195783687,0.0,0.44251999425137417,2.5450072674550897,0.0
Abdullah Nejat Koçer,Adalet ve Kalkınma Partisi,0,Neutral,223.0,1.7160584515776218,0.0,0.6127344713559976,2.055112707690488,2.3287929229336193,2.055112707690488,0.0,0.46878579978217494,2.5369672897065882,0.968081695975886
Gaye Usluer,Cumhuriyet Halk Partisi,1,Pole +,161.0,3.552361925139685,0.0,0.0,3.405759553356077,3.552361925139685,3.405759553356077,0.0,0.48946537702628384,2.527852543324657,0.0
Muhammet Balta,Adalet ve Kalkınma Partisi,1,Pole +,45.0,7.838186172561363,0.0,0.0,5.961142980684157,7.838186172561363,5.961142980684157,0.0,0.43198788245805003,2.5255697667124015,0.0
Ömer Serdar,Adalet ve Kalkınma Partisi,-1,Pole -,45.0,0.0,11.189747997652459,7.720543340853979,0.0,7.720543340853979,11.189747997652459,0.0,0.40827204627591346,2.515239607346833,0.0
Mevlüt Dudu,Cumhuriyet Halk Partisi,-1,Pole -,94.0,0.0,5.204537456527127,4.371322500187075,0.0,4.371322500187075,5.204537456527127,0.0,0.45649398795411456,2.5026322604199445,0.0
Gökcen Özdoğan Enç,Adalet ve Kalkınma Partisi,-1,Pole -,42.0,0.0,6.712763906795307,9.38210054201928,0.0,9.38210054201928,6.712763906795307,0.0,0.41707489539451437,2.502390251696923,0.0
Eren Erdem,Cumhuriyet Halk Partisi,-1,Pole -,137.0,0.0,4.524503453761713,3.9244182512076855,0.0,3.9244182512076855,4.524503453761713,0.0,0.46448746807950353,2.4885556210057085,0.0
Orhan Kırcalı,Adalet ve Kalkınma Partisi,1,Pole +,68.0,5.223627955754196,0.0,0.0,4.332358181442229,5.223627955754196,4.332358181442229,0.0,0.4533658922050203,2.4845451585610276,0.0
Oktay Öztürk,Milliyetçi Hareket Partisi,1,Pole +,344.0,8.307317539527492,0.0,0.0,5.966442926683244,8.307317539527492,5.966442926683244,0.0,0.41800077424510396,2.4578851696183275,0.0
Hüsnü Bozkurt,Cumhuriyet Halk Partisi,-1,Pole -,117.0,0.0,5.177361307166211,6.850744358014054,0.0,6.850744358014054,5.177361307166211,0.0,0.4304386285633931,2.4575643421343214,0.0
Bülent Öz,Cumhuriyet Halk Partisi,0,Neutral,148.0,1.3538988125347926,0.0,1.3157609942154895,2.1424441402666927,2.669659806750282,2.1424441402666927,0.0,0.44521983801899684,2.4567370795499266,1.7011521162320211
Binali Yıldırım,Adalet ve Kalkınma Partisi,0,Neutral,532.0,1.5326535895469124,0.0,0.0,1.484596910387818,1.5326535895469124,1.484596910387818,0.0,0.49203634564909227,2.453711734993305,0.0
Utku Çakırözer,Cumhuriyet Halk Partisi,1,Pole +,363.0,5.24897715371997,0.0,0.0,7.005963228322303,5.24897715371997,7.005963228322303,0.0,0.4283151928656644,2.453416687666884,0.0
Bülent Tezcan,Cumhuriyet Halk Partisi,-1,Pole -,567.0,0.0,4.422342792518771,5.55028826607852,0.0,5.55028826607852,4.422342792518771,0.0,0.44344794930149073,2.4490402894286825,0.0
Murat Bakan,Cumhuriyet Halk Partisi,1,Pole +,220.0,7.425603060348662,0.0,0.0,11.22131243363043,7.425603060348662,11.22131243363043,0.0,0.39822152153518875,2.447747986537984,0.0
Hasan Turan,Adalet ve Kalkınma Partisi,-1,Pole -,52.0,0.0,3.023990545671436,3.2329225527468184,0.0,3.2329225527468184,3.023990545671436,0.0,0.4833039068342816,2.4450032209165378,0.0
Saadet Becerekli,Halkların Demokratik Partisi,-1,Pole -,129.0,0.0,6.922431067695001,5.160722459725763,0.0,5.160722459725763,6.922431067695001,0.0,0.42710062796001363,2.440449982953964,0.0
İrfan Bakır,Cumhuriyet Halk Partisi,0,Neutral,100.0,2.024385652795434,0.0,0.0,2.5556789225444145,2.024385652795434,2.5556789225444145,0.0,0.44199936901615006,2.414057868784977,0.0
Mehmet Ali Aslan,Halkların Demokratik Partisi,1,Pole +,174.0,4.584227672208479,0.0,0.0,3.7707680784291098,4.584227672208479,3.7707680784291098,0.0,0.45131897017302913,2.412982113491226,0.0
Yılmaz Tezcan,Adalet ve Kalkınma Partisi,0,Neutral,57.0,3.67503205955645,0.0,0.0,2.6013093107547984,3.67503205955645,2.6013093107547984,0.0,0.4144626872345114,2.412719252201846,0.0
Burcu Çelik Özkan,Halkların Demokratik Partisi,0,Neutral,281.0,0.7366946729532955,1.9026928401990342,1.6119201354811772,0.0,2.3486148084344727,1.9026928401990342,0.27911576795872417,0.4475547283347184,2.406406634525199,0.0
Orhan Miroğlu,Adalet ve Kalkınma Partisi,-1,Pole -,47.0,0.0,4.931776532400966,3.949981125633264,0.0,3.949981125633264,4.931776532400966,0.0,0.44472966695004046,2.4048173250169564,0.0
Elif Doğan Türkmen,Cumhuriyet Halk Partisi,1,Pole +,172.0,5.530272392985053,0.0,0.0,4.249747605295328,5.530272392985053,4.249747605295328,0.0,0.43453363138398765,2.391368491986472,0.0
İsmail Tamer,Adalet ve Kalkınma Partisi,1,Pole +,53.0,6.754691922546353,0.0,0.0,10.414967452592158,6.754691922546353,10.414967452592158,0.0,0.393408615428543,2.3857662161565463,0.0
Süleyman Soylu,Adalet ve Kalkınma Partisi,-1,Pole -,116.0,0.0,9.313672993071345,6.187943328958745,0.0,6.187943328958745,9.313672993071345,0.0,0.3991805241473808,2.3800728294217612,0.0
Tacettin Bayır,Cumhuriyet Halk Partisi,0,Neutral,112.0,2.1784305178216106,0.3319530859835516,0.0,2.6174307692765413,2.1784305178216106,2.949383855260093,0.13223201639309437,0.424826321489402,2.3750019683063703,0.0
Sibel Yiğitalp,Halkların Demokratik Partisi,-1,Pole -,406.0,0.0,8.91421955800824,5.9652409823568515,0.0,5.9652409823568515,8.91421955800824,0.0,0.4009043853285813,2.3739722608157483,0.0
Ahmet Eşref Fakıbaba,Adalet ve Kalkınma Partisi,-1,Pole -,59.0,0.0,10.033409727251867,6.487480178418819,0.0,6.487480178418819,10.033409727251867,0.0,0.3926834580381382,2.3662789898368857,0.0
Ahmet Gündoğdu,Adalet ve Kalkınma Partisi,-1,Pole -,98.0,0.0,4.4221513289495995,6.0346192178587295,0.0,6.0346192178587295,4.4221513289495995,0.0,0.4228983804064108,2.3555200714678515,0.0
Ali Özcan,Cumhuriyet Halk Partisi,1,Pole +,131.0,3.2110465389902396,0.0,0.0,3.8557615968503662,3.2110465389902396,3.8557615968503662,0.0,0.45438428167455786,2.3536783368033656,0.0
Vedat Bilgin,Adalet ve Kalkınma Partisi,-1,Pole -,53.0,0.0,4.473336723287493,3.562075846094849,0.0,3.562075846094849,4.473336723287493,0.0,0.4432971941259462,2.3528884218892565,0.0
Didem Engin,Cumhuriyet Halk Partisi,0,Neutral,172.0,1.6739270274830487,0.0,0.331160388708138,2.6830928013781485,2.005087416191187,2.6830928013781485,0.0,0.4276899186275453,2.347281451160402,0.4763091481198887
Barış Karadeniz,Cumhuriyet Halk Partisi,-1,Pole -,71.0,0.0,10.25637347470948,6.481293518463528,0.0,6.481293518463528,10.25637347470948,0.0,0.38722801216680336,2.3384407225073134,0.0
Arzu Erdem,Milliyetçi Hareket Partisi,0,Neutral,521.0,1.8633105679145725,0.7318776513070455,0.0,0.8282842760877671,1.8633105679145725,1.5601619273948126,0.28201332204126073,0.45572497780447135,2.3380148087721127,0.0
Emrullah İşler,Adalet ve Kalkınma Partisi,1,Pole +,69.0,7.158099038724063,0.0,0.0,4.932890860165917,7.158099038724063,4.932890860165917,0.0,0.4079807278815776,2.331462640808397,0.0
Lütfi Elvan,Adalet ve Kalkınma Partisi,0,Neutral,260.0,1.6619484872466102,0.0,0.0,1.4361971687299806,1.6619484872466102,1.4361971687299806,0.0,0.46356670335878664,2.325660413708647,0.0
Ahmet Davutoğlu,Adalet ve Kalkınma Partisi,0,Neutral,144.0,2.6300416205191777,0.0,0.0,1.9405994910991091,2.6300416205191777,1.9405994910991091,0.0,0.42457927526658046,2.317918015336552,0.0
Ali Özkaya,Adalet ve Kalkınma Partisi,1,Pole +,127.0,3.4030538567424706,0.0,0.0,4.336968803100404,3.4030538567424706,4.336968803100404,0.0,0.43966975367639094,2.317250891469857,0.0
Adem Geveri,Halkların Demokratik Partisi,-1,Pole -,95.0,0.0,3.869324746881561,5.20688560269601,0.0,5.20688560269601,3.869324746881561,0.0,0.42631501446364484,2.3144343760561084,0.0
Haluk Pekşen,Cumhuriyet Halk Partisi,-1,Pole -,636.0,0.0,3.768610572639129,5.055348691625832,0.0,5.055348691625832,3.768610572639129,0.0,0.42708839188254877,2.306648609398962,0.0
Leyla Şahin Usta,Adalet ve Kalkınma Partisi,1,Pole +,59.0,6.994940906528127,0.0,0.0,11.71185018400187,6.994940906528127,11.71185018400187,0.0,0.37392521637210535,2.2996020976640286,0.0
Ali Atalan,Halkların Demokratik Partisi,1,Pole +,63.0,8.894653389648376,0.0,0.0,5.677568313753948,8.894653389648376,5.677568313753948,0.0,0.3896158340796265,2.2990194405393307,0.0
Necip Kalkan,Adalet ve Kalkınma Partisi,-1,Pole -,42.0,0.0,2.9171216858873503,4.179237228708979,0.3564749229061277,4.179237228708979,3.2735966087934782,0.0,0.4392418615160299,2.298474871714777,0.37250206703750693
Uğur Bayraktutan,Cumhuriyet Halk Partisi,-1,Pole -,248.0,0.0,4.674751297382503,3.544011942855744,0.0,3.544011942855744,4.674751297382503,0.0,0.4312098838756426,2.2984136524878256,0.0
Atila Sertel,Cumhuriyet Halk Partisi,-1,Pole -,103.0,0.0,5.555693808110512,8.739159421945907,0.0,8.739159421945907,5.555693808110512,0.0,0.38864993703051365,2.285871687940524,0.0
Numan Kurtulmuş,Adalet ve Kalkınma Partisi,0,Neutral,252.0,3.407838243715291,0.0,0.0,2.2597345783571106,3.407838243715291,2.2597345783571106,0.0,0.3987129321316959,2.274565627944676,0.0
Zeki Aygün,Adalet ve Kalkınma Partisi,-1,Pole -,59.0,0.0,10.81105592859598,6.450459674871132,0.0,6.450459674871132,10.81105592859598,0.0,0.37369022643653704,2.2681763304139753,0.0
Ahmet Selim Yurdakul,Milliyetçi Hareket Partisi,-1,Pole -,402.0,0.0,2.511401902978245,2.258271144388857,0.0,2.258271144388857,2.511401902978245,0.0,0.4734645585742982,2.267660838965756,0.0
Aziz Babuşcu,Adalet ve Kalkınma Partisi,0,Neutral,64.0,0.0,1.2191520061101448,1.3898896320511749,0.0,1.3898896320511749,1.2191520061101448,0.0,0.4672796278184518,2.2532386343825603,0.0
Burhanettin Uysal,Adalet ve Kalkınma Partisi,1,Pole +,55.0,6.626791166406819,0.0,0.0,4.422692922845362,6.626791166406819,4.422692922845362,0.0,0.4002623911415961,2.251425158792256,0.0
Mücahit Durmuşoğlu,Adalet ve Kalkınma Partisi,1,Pole +,71.0,4.632886015848141,0.0,0.0,3.411065351082638,4.632886015848141,3.411065351082638,0.0,0.42405345271997813,2.2511965694528215,0.0
Salih Cora,Adalet ve Kalkınma Partisi,1,Pole +,236.0,7.074350809291673,0.0,0.0,4.630476579003958,7.074350809291673,4.630476579003958,0.0,0.39560400380091465,2.247936178773092,0.0
Lezgin Botan,Halkların Demokratik Partisi,0,Neutral,299.0,0.0,1.7629601911612256,3.0699620435961097,0.29752264058489863,3.0699620435961097,2.0604828317461243,0.0,0.40161874484755244,2.2454944772633083,0.3927096027204211
Berat Albayrak,Adalet ve Kalkınma Partisi,0,Neutral,105.0,1.0072295517115655,0.0,0.26605673477496833,1.5099884795444667,1.2732862864865337,1.5099884795444667,0.0,0.4574777530300341,2.2394859474358624,0.57157853163838
Zeyid Aslan,Adalet ve Kalkınma Partisi,-1,Pole -,54.0,0.0,6.73831379915033,4.415345832233971,0.0,4.415345832233971,6.73831379915033,0.0,0.39586521175652095,2.230393014991107,0.0
Yusuf Başer,Adalet ve Kalkınma Partisi,1,Pole +,126.0,5.871213568077477,0.0,0.0,9.86541757709594,5.871213568077477,9.86541757709594,0.0,0.37309215127058154,2.2301231249893565,0.0
Aytun Çıray,İYİ Parti,-1,Pole -,97.0,0.0,5.141235838651459,3.6147372621160736,0.0,3.6147372621160736,5.141235838651459,0.0,0.41283101490871194,2.2264677783890154,0.0
Hamza Dağ,Adalet ve Kalkınma Partisi,0,Neutral,139.0,0.0,1.9676035873758018,2.928844343820944,0.0,2.928844343820944,1.9676035873758018,0.0,0.4018430532953824,2.2253466063138028,0.0
Şahin Tin,Adalet ve Kalkınma Partisi,1,Pole +,68.0,2.6115515978831114,0.0,0.0,2.2419996985257957,2.6115515978831114,2.2419996985257957,0.0,0.4619297419855639,2.220401158971521,0.0
Ümit Özdağ,İYİ Parti,-1,Pole -,106.0,0.0,6.526264322281753,4.263301948212703,0.0,4.263301948212703,6.526264322281753,0.0,0.39513191178742313,2.213195413771711,0.0
Saffet Sancaklı,Milliyetçi Hareket Partisi,1,Pole +,72.0,4.846192204280483,0.0,0.0,3.4073020045201363,4.846192204280483,3.4073020045201363,0.0,0.41283145270449606,2.20218630465255,0.0
İlhan Cihaner,Cumhuriyet Halk Partisi,0,Neutral,148.0,1.6088839315782795,2.7727024623841943,3.998893582603276,0.3181207717328896,5.607777514181556,3.090823234117084,0.3671921049937574,0.35532418640622104,2.201098236945829,0.3456549291292681
Ruhi Ersoy,Milliyetçi Hareket Partisi,-1,Pole -,658.0,0.0,7.2512484836972195,4.5493964264189195,0.0,4.5493964264189195,7.2512484836972195,0.0,0.38552099996953676,2.193774065295998,0.0
Ali Akyıldız,Cumhuriyet Halk Partisi,1,Pole +,119.0,8.096743077635114,0.0,0.0,4.938326623666569,8.096743077635114,4.938326623666569,0.0,0.3788492686613389,2.193379348175077,0.0
İsmet Yılmaz,Adalet ve Kalkınma Partisi,1,Pole +,210.0,4.0636659766196095,0.0,0.0,2.9728003484699643,4.0636659766196095,2.9728003484699643,0.0,0.42248483979060836,2.1866338728762584,0.0
Zekeriya Temizel,Cumhuriyet Halk Partisi,1,Pole +,197.0,3.7073599094231398,0.0,0.0,5.556645323469194,3.7073599094231398,5.556645323469194,0.0,0.40018974685590364,2.180762312496726,0.0
Yakup Akkaya,Cumhuriyet Halk Partisi,0,Neutral,230.0,0.9666654262326756,0.9759739800988844,0.5503871736148889,0.24960209428630314,1.5170525998475646,1.2255760743851876,0.4976041475244767,0.44686183202732666,2.180065787820622,0.9499077263718068
Behçet Yıldırım,Halkların Demokratik Partisi,-1,Pole -,505.0,0.0,3.745286547954321,2.7493728855865314,0.0,2.7493728855865314,3.745286547954321,0.0,0.4233282612117292,2.157279149681377,0.0
Metin Akgün,Adalet ve Kalkınma Partisi,1,Pole +,78.0,10.017002098452544,0.0,0.0,5.634090176295324,10.017002098452544,5.634090176295324,0.0,0.35998063758307924,2.1497932101080033,0.0
Mehmet Metiner,Adalet ve Kalkınma Partisi,0,Neutral,77.0,0.0,2.046752042585947,3.3386407549337673,0.0,3.3386407549337673,2.046752042585947,0.0,0.3800562222960856,2.1459726543929105,0.0
Mahmut Kaçar,Adalet ve Kalkınma Partisi,0,Neutral,65.0,0.0,0.8029891194811241,0.9355995621498843,0.22513021946792366,0.9355995621498843,1.0281193389490477,0.0,0.47644271344022987,2.1444509479831315,0.6597997191831048
Hasan Basri Kurt,Adalet ve Kalkınma Partisi,0,Neutral,66.0,0.3477062743333419,0.34329642346980144,0.8211965923216751,1.1228511817392368,1.168902866655017,1.4661476052090383,0.4968090921560953,0.4435979039841799,2.1440287448010213,1.6491177758825761
