party,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,party_bloc,layer,year
Adalet ve Kalkınma Partisi,660.631405,0.6685571578083643,0.5,0.5709067102928719,opposition,positive,2018
Halkların Demokratik Partisi,518.00422,0.6762423830138099,0.5,0.5481714106838492,opposition,positive,2018
Milliyetçi Hareket Partisi,416.43912,0.43294354860568807,0.0,0.2576684045272397,opposition,positive,2018
İYİ Parti,8.92939,0.3975704783173472,0.0,0.19429848895463975,opposition,positive,2018
Cumhuriyet Halk Partisi,242.32912499999998,0.6523834283818412,0.1,0.44230791395672464,opposition,negative,2015
Milliyetçi Hareket Partisi,196.208745,0.5672904294205748,0.0,0.3449157423735818,opposition,negative,2015
Adalet ve Kalkınma Partisi,186.84595000000002,0.9025591263854511,0.6000000000000001,0.5950884107103045,opposition,negative,2015
Halkların Demokratik Partisi,144.581615,0.578418597751816,0.0,0.3579860380237551,opposition,negative,2015
İYİ Parti,7.133689999999999,0.572525852809043,0.0,0.3186790077275801,opposition,negative,2015
Bağımsız,1.80009,0.572525852809043,0.0,0.3186790077275801,opposition,negative,2015
Cumhuriyet Halk Partisi,3457.3112849999998,0.6502140785634916,0.4,0.3966701718224516,opposition,negative,2016
Adalet ve Kalkınma Partisi,2613.370595000001,0.5081836535232496,0.0,0.3574531352639357,opposition,negative,2016
Halkların Demokratik Partisi,2603.1359850000003,0.4199140244082091,0.0,0.13781758369509842,opposition,negative,2016
Milliyetçi Hareket Partisi,2084.32763,0.7615292930355512,0.5,0.5399487841037319,opposition,negative,2016
İYİ Parti,111.79361999999999,0.7397755870532076,0.0,0.5314151446042202,opposition,negative,2016
Saadet Partisi,13.354965,0.5044949074458066,0.0,0.3491985096344926,opposition,negative,2016
Cumhuriyet Halk Partisi,2575.8597250000003,0.5107683014677877,0.0,0.5165569229446945,opposition,negative,2017
Halkların Demokratik Partisi,1938.5738800000001,0.4579053336185858,0.0,0.46697438193768437,opposition,negative,2017
Adalet ve Kalkınma Partisi,1283.1827150000001,0.6311887874383771,0.6000000000000001,0.5078527669995025,opposition,negative,2017
Milliyetçi Hareket Partisi,1053.88897,0.486910800947542,0.0,0.4811653487583737,opposition,negative,2017
Saadet Partisi,15.528550000000001,0.3225040196403537,0.0,0.05250749481493928,opposition,negative,2017
İYİ Parti,12.986375,0.4570269085242155,0.4,0.151368124667208,opposition,negative,2017
Cumhuriyet Halk Partisi,833.9544850000001,0.47979198676471685,0.0,0.33399186206985354,opposition,negative,2018
Halkların Demokratik Partisi,655.8912300000001,0.5486050619376884,0.1,0.43680011786810335,opposition,negative,2018
Adalet ve Kalkınma Partisi,443.72901500000006,0.5792075791288861,0.1,0.4712219686658411,opposition,negative,2018
Milliyetçi Hareket Partisi,296.9030450000001,0.7628046158116054,0.5,0.5644377216495312,opposition,negative,2018
İYİ Parti,4.57,0.3935187105157797,0.0,0.1475122183419856,opposition,negative,2018
Saadet Partisi,1.5374999999999999,0.4955870173234767,0.0,0.3677705169900447,opposition,negative,2018
