party,weighted_degree,closeness_centrality,betweenness_centrality,eigenvector_centrality,party_bloc,layer,year
Bağımsız,2618.9500000000003,0.7654600725265043,0.5,0.5657965841829256,opposition,total,2014
Cumhuriyet Halk Partisi,3757.25,0.6392954356835857,0.0,0.4948090218555406,opposition,total,2015
Milliyetçi Hareket Partisi,3137.95,0.7603749994439061,0.5,0.5616558167203323,opposition,total,2015
Adalet ve Kalkınma Partisi,2154.75,0.4712245809698409,0.0,0.23743207459350282,opposition,total,2015
Halkların Demokratik Partisi,1775.0,0.4779029343484279,0.0,0.24964447159206876,opposition,total,2015
Bağımsız,887.2500000000001,0.7585873837854885,0.5,0.5665778174199213,opposition,total,2015
Adalet ve Kalkınma Partisi,1518.674625,0.6184735106620709,0.0,0.48309304252776786,opposition,positive,2011
Cumhuriyet Halk Partisi,663.58479,0.9139575490767822,0.8333333333333333,0.6286503124653778,opposition,positive,2011
Milliyetçi Hareket Partisi,324.83459000000005,0.6136199790359006,0.0,0.4802641404655565,opposition,positive,2011
Halkların Demokratik Partisi,271.615765,0.5226216296620678,0.0,0.2651197497370002,opposition,positive,2011
Bağımsız,98.15050500000001,0.5229225114483508,0.0,0.26547649722850747,opposition,positive,2011
Adalet ve Kalkınma Partisi,2330.029425,0.4210368768306997,0.0,0.15541283520087215,opposition,positive,2012
Cumhuriyet Halk Partisi,1812.659845,0.7591230019066377,0.6666666666666666,0.6003705824591247,opposition,positive,2012
Milliyetçi Hareket Partisi,995.6144400000001,0.6363252475080311,0.5,0.3499495849756765,opposition,positive,2012
Halkların Demokratik Partisi,509.278025,0.54233113948711,0.0,0.49600923129839275,opposition,positive,2012
Bağımsız,459.85885,0.5435195808212128,0.0,0.4969025506219979,opposition,positive,2012
Adalet ve Kalkınma Partisi,2688.115775,0.590688363890846,0.0,0.464348795041702,opposition,positive,2013
Cumhuriyet Halk Partisi,1508.596565,0.8987566671638952,0.8333333333333333,0.6363313418165328,opposition,positive,2013
Milliyetçi Hareket Partisi,916.4068199999999,0.6053851876258107,0.0,0.4732802323008894,opposition,positive,2013
Halkların Demokratik Partisi,680.90606,0.5208044084001348,0.0,0.2812578177166049,opposition,positive,2013
Bağımsız,517.27081,0.5169338631889391,0.0,0.27633762257752637,opposition,positive,2013
Adalet ve Kalkınma Partisi,2117.7552749999995,0.4307654587457716,0.0,0.20331954988425086,opposition,positive,2014
Cumhuriyet Halk Partisi,1689.9200449999998,0.735069556656433,0.5,0.5820582166145896,opposition,positive,2014
Milliyetçi Hareket Partisi,1156.536325,0.7277446734179749,0.5,0.5533336250826029,opposition,positive,2014
Bağımsız,735.7674949999999,0.6101504810478598,0.0,0.5027097089159445,opposition,positive,2014
Halkların Demokratik Partisi,568.6309249999999,0.4585191397510332,0.0,0.24692962766930376,opposition,positive,2014
Adalet ve Kalkınma Partisi,621.2303249999999,0.38109839516925004,0.0,0.11469113966967848,opposition,positive,2015
Cumhuriyet Halk Partisi,585.9768750000001,0.7208720153580623,0.6666666666666666,0.6007976344901652,opposition,positive,2015
Milliyetçi Hareket Partisi,454.564745,0.6048484860760853,0.5,0.3113522053560683,opposition,positive,2015
Halkların Demokratik Partisi,399.77907000000005,0.5255201506526839,0.0,0.5143744758429698,opposition,positive,2015
Bağımsız,195.786815,0.5252690837000454,0.0,0.5141661673948169,opposition,positive,2015
Cumhuriyet Halk Partisi,547.0619549999999,0.7735310365274717,0.6666666666666666,0.5576497130987953,opposition,negative,2011
Adalet ve Kalkınma Partisi,544.82865,0.5507774036971071,0.0,0.4347721228925181,opposition,negative,2011
Milliyetçi Hareket Partisi,275.66462,0.643910649752454,0.0,0.46507222987727714,opposition,negative,2011
Halkların Demokratik Partisi,245.37200500000006,0.6460421538508135,0.3333333333333333,0.4680092331597933,opposition,negative,2011
Bağımsız,128.680195,0.47841313257790063,0.0,0.2543131481275077,opposition,negative,2011
Cumhuriyet Halk Partisi,1895.592835,0.6418253678080289,0.0,0.4775118961268892,opposition,negative,2012
Milliyetçi Hareket Partisi,1380.6087750000002,0.9592464041147729,0.8333333333333333,0.6360517932834917,opposition,negative,2012
Adalet ve Kalkınma Partisi,889.326245,0.5469916751430218,0.0,0.2695618000065322,opposition,negative,2012
Halkların Demokratik Partisi,689.4713400000002,0.5404164684459135,0.0,0.26214050912578435,opposition,negative,2012
Bağımsız,276.155875,0.6384698975189749,0.0,0.4754358997495564,opposition,negative,2012
Cumhuriyet Halk Partisi,1797.320885,0.7532743307294548,0.5,0.5627075150629817,opposition,negative,2013
Milliyetçi Hareket Partisi,1188.45099,0.6354175771588265,0.0,0.5011939523636108,opposition,negative,2013
Adalet ve Kalkınma Partisi,1031.126385,0.7575874474414281,0.5,0.5687382740324681,opposition,negative,2013
Halkların Demokratik Partisi,458.768425,0.4640418250820135,0.0,0.23122036766939205,opposition,negative,2013
Bağımsız,312.143615,0.4666940453448331,0.0,0.23502934248979898,opposition,negative,2013
Cumhuriyet Halk Partisi,1945.6358,0.6498146599239524,0.0,0.4738506505473911,opposition,negative,2014
Milliyetçi Hareket Partisi,1615.807175,0.9731530364866207,0.8333333333333333,0.6366026937870336,opposition,negative,2014
Adalet ve Kalkınma Partisi,847.0130600000001,0.5510615024838323,0.0,0.2663156133297764,opposition,negative,2014
Halkların Demokratik Partisi,643.6485400000001,0.6463293466831488,0.0,0.4717866886488577,opposition,negative,2014
Bağımsız,411.982565,0.5603863100785709,0.0,0.2769402205340305,opposition,negative,2014
Cumhuriyet Halk Partisi,815.3510899999999,0.7509788777144674,0.6666666666666666,0.6059941989290012,opposition,negative,2015
Milliyetçi Hareket Partisi,571.516365,0.6263104574716979,0.5,0.351232342162633,opposition,negative,2015
Halkların Demokratik Partisi,255.955595,0.526375551335668,0.0,0.48564833111758327,opposition,negative,2015
Adalet ve Kalkınma Partisi,229.95915499999998,0.41826483032508105,0.0,0.16100042780090795,opposition,negative,2015
Bağımsız,117.528305,0.540809968112598,0.0,0.4976257965720629,opposition,negative,2015
