donem,il,isim,parti,degisiklik
26,Kırklareli,Selahattin Minsolmaz,Adalet ve Kalkınma Partisi,
26,Kilis,Mustafa Hilmi Dülger,Adalet ve Kalkınma Partisi,
26,Kilis,Reşit Polat,Adalet ve Kalkınma Partisi,
26,Kocaeli,Fikri Işık,Adalet ve Kalkınma Partisi,
26,Kocaeli,Cemil Yaman,Adalet ve Kalkınma Partisi,
26,Kocaeli,İlyas Şeker,Adalet ve Kalkınma Partisi,
26,Kocaeli,Mehmet Akif Yılmaz,Adalet ve Kalkınma Partisi,
26,Kocaeli,Radiye Sezer Katırcıoğlu,Adalet ve Kalkınma Partisi,
26,Kocaeli,Sami Çakır,Adalet ve Kalkınma Partisi,
26,Kocaeli,Zeki Aygün,Adalet ve Kalkınma Partisi,
26,Kocaeli,Haydar Akar,Cumhuriyet Halk Partisi,
26,Kocaeli,Fatma Kaplan Hürriyet,Cumhuriyet Halk Partisi,
26,Kocaeli,Tahsin Tarhan,Cumhuriyet Halk Partisi,
26,Kocaeli,Saffet Sancaklı,Milliyetçi Hareket Partisi,
26,Konya,Ahmet Davutoğlu,Adalet ve Kalkınma Partisi,
26,Konya,Mustafa Baloğlu,Adalet ve Kalkınma Partisi,
26,Konya,Halil Etyemez,Adalet ve Kalkınma Partisi,
26,Konya,Abdullah Ağralı,Adalet ve Kalkınma Partisi,
26,Konya,Ahmet Sorgun,Adalet ve Kalkınma Partisi,
26,Konya,Ömer Ünal,Adalet ve Kalkınma Partisi,
26,Konya,Ziya Altunyaldız,Adalet ve Kalkınma Partisi,
26,Konya,Hacı Ahmet Özdemir,Adalet ve Kalkınma Partisi,
26,Konya,Hüsnüye Erdoğan,Adalet ve Kalkınma Partisi,
26,Konya,Leyla Şahin Usta,Adalet ve Kalkınma Partisi,
26,Konya,Mehmet Babaoğlu,Adalet ve Kalkınma Partisi,
26,Konya,Muhammet Uğur Kaleli,Adalet ve Kalkınma Partisi,
26,Konya,Mustafa Kalaycı,Milliyetçi Hareket Partisi,
26,Konya,Hüsnü Bozkurt,Cumhuriyet Halk Partisi,
26,Kütahya,Ahmet Tan,Adalet ve Kalkınma Partisi,
26,Kütahya,İshak Gazel,Adalet ve Kalkınma Partisi,
26,Kütahya,Mustafa Şükrü Nazlı,Adalet ve Kalkınma Partisi,
26,Kütahya,Vural Kavuncu,Adalet ve Kalkınma Partisi,
26,Malatya,Taha Özhan,Adalet ve Kalkınma Partisi,
26,Malatya,Öznur Çalık,Adalet ve Kalkınma Partisi,
26,Malatya,Nurettin Yaşar,Adalet ve Kalkınma Partisi,
26,Malatya,Bülent Tüfenkci,Adalet ve Kalkınma Partisi,
26,Malatya,Mustafa Şahin,Adalet ve Kalkınma Partisi,
26,Malatya,Veli Ağbaba,Cumhuriyet Halk Partisi,
26,Manisa,Recai Berber,Adalet ve Kalkınma Partisi,
26,Manisa,Selçuk Özdağ,Adalet ve Kalkınma Partisi,
26,Manisa,Uğur Aydemir,Adalet ve Kalkınma Partisi,
26,Manisa,İsmail Bilen,Adalet ve Kalkınma Partisi,
26,Manisa,Murat Baybatur,Adalet ve Kalkınma Partisi,
26,Manisa,Özgür Özel,Cumhuriyet Halk Partisi,
26,Manisa,Tur Yıldız Biçer,Cumhuriyet Halk Partisi,
26,Manisa,Mazlum Nurlu,Cumhuriyet Halk Partisi,
26,Manisa,Erkan Akçay,Milliyetçi Hareket Partisi,
26,Mardin,Mithat Sancar,Halkların Demokratik Partisi,
26,Mardin,Erol Dora,Halkların Demokratik Partisi,
26,Mardin,Gülser Yıldırım,Halkların Demokratik Partisi,
26,Mardin,Ali Atalan,Halkların Demokratik Partisi,
26,Mardin,Orhan Miroğlu,Adalet ve Kalkınma Partisi,
26,Mardin,Ceyda Bölünmez Çankırı,Adalet ve Kalkınma Partisi,
26,Mersin,Lütfi Elvan,Adalet ve Kalkınma Partisi,
26,Mersin,Yılmaz Tezcan,Adalet ve Kalkınma Partisi,
26,Mersin,Hacı Özkan,Adalet ve Kalkınma Partisi,
26,Mersin,Ali Cumhur Taşkın,Adalet ve Kalkınma Partisi,
26,Mersin,Fikri Sağlar,Cumhuriyet Halk Partisi,
26,Mersin,Aytuğ Atıcı,Cumhuriyet Halk Partisi,
26,Mersin,Serdal Kuyucuoğlu,Cumhuriyet Halk Partisi,
26,Mersin,Hüseyin Çamak,Cumhuriyet Halk Partisi,
26,Mersin,Oktay Öztürk,Milliyetçi Hareket Partisi,
26,Mersin,Baki Şimşek,Milliyetçi Hareket Partisi,
26,Mersin,Dengir Mir Mehmet Fırat,Halkların Demokratik Partisi,
26,Muğla,Nurettin Demir,Cumhuriyet Halk Partisi,
26,Muğla,Ömer Süha Aldan,Cumhuriyet Halk Partisi,
26,Muğla,Akın Üstündağ,Cumhuriyet Halk Partisi,
26,Muğla,Nihat Öztürk,Adalet ve Kalkınma Partisi,
26,Muğla,Hasan Özyer,Adalet ve Kalkınma Partisi,
26,Muğla,Mehmet Erdoğan,Milliyetçi Hareket Partisi,
26,Muş,Ahmet Yıldırım,Halkların Demokratik Partisi,Milletvekilliğinin düşmesi
26,Muş,Burcu Çelik Özkan,Halkların Demokratik Partisi,
26,Muş,Mehmet Emin Şimşek,Adalet ve Kalkınma Partisi,
26,Nevşehir,Ebubekir Gizligider,Adalet ve Kalkınma Partisi,
26,Nevşehir,Murat Göktürk,Adalet ve Kalkınma Partisi,
26,Nevşehir,Mustafa Açıkgöz,Adalet ve Kalkınma Partisi,
26,Niğde,Alpaslan Kavaklıoğlu,Adalet ve Kalkınma Partisi,
26,Niğde,Erdoğan Özegen,Adalet ve Kalkınma Partisi,
26,Niğde,Ömer Fethi Gürer,Cumhuriyet Halk Partisi,
26,Ordu,Numan Kurtulmuş,Adalet ve Kalkınma Partisi,
26,Ordu,Metin Gündoğdu,Adalet ve Kalkınma Partisi,
26,Ordu,Ergün Taşcı,Adalet ve Kalkınma Partisi,
26,Ordu,Oktay Çanak,Adalet ve Kalkınma Partisi,
26,Ordu,Seyit Torun,Cumhuriyet Halk Partisi,
26,Osmaniye,Mücahit Durmuşoğlu,Adalet ve Kalkınma Partisi,
26,Osmaniye,Suat Önal,Adalet ve Kalkınma Partisi,
26,Osmaniye,Devlet Bahçeli,Milliyetçi Hareket Partisi,
26,Osmaniye,Ruhi Ersoy,Milliyetçi Hareket Partisi,
26,Rize,Hasan Karal,Adalet ve Kalkınma Partisi,
26,Rize,Hikmet Ayar,Adalet ve Kalkınma Partisi,
26,Rize,Osman Aşkın Bak,Adalet ve Kalkınma Partisi,
26,Sakarya,Mustafa İsen,Adalet ve Kalkınma Partisi,
26,Sakarya,Ayhan Sefer Üstün,Adalet ve Kalkınma Partisi,
26,Sakarya,Ali İhsan Yavuz,Adalet ve Kalkınma Partisi,
26,Sakarya,Recep Uncuoğlu,Adalet ve Kalkınma Partisi,
26,Sakarya,Şaban Dişli,Adalet ve Kalkınma Partisi,
26,Sakarya,Engin Özkoç,Cumhuriyet Halk Partisi,
26,Sakarya,Zihni Açba,Milliyetçi Hareket Partisi,
26,Samsun,Akif Çağatay Kılıç,Adalet ve Kalkınma Partisi,
26,Samsun,Ahmet Demircan,Adalet ve Kalkınma Partisi,
26,Samsun,Hasan Basri Kurt,Adalet ve Kalkınma Partisi,
26,Samsun,Çiğdem Karaaslan,Adalet ve Kalkınma Partisi,
26,Samsun,Fuat Köktaş,Adalet ve Kalkınma Partisi,
26,Samsun,Orhan Kırcalı,Adalet ve Kalkınma Partisi,
26,Samsun,Hayati Tekin,Cumhuriyet Halk Partisi,
26,Samsun,Kemal Zeybek,Cumhuriyet Halk Partisi,
26,Samsun,Erhan Usta,Milliyetçi Hareket Partisi,
26,Siirt,Besime Konca,Halkların Demokratik Partisi,Milletvekilliğinin düşmesi
26,Siirt,Kadri Yıldırım,Halkların Demokratik Partisi,
26,Siirt,Yasin Aktay,Adalet ve Kalkınma Partisi,
26,Sinop,Nazım Maviş,Adalet ve Kalkınma Partisi,
26,Sinop,Barış Karadeniz,Cumhuriyet Halk Partisi,
26,Sivas,İsmet Yılmaz,Adalet ve Kalkınma Partisi,
26,Sivas,Mehmet Habib Soluk,Adalet ve Kalkınma Partisi,
26,Sivas,Selim Dursun,Adalet ve Kalkınma Partisi,
26,Sivas,Hilmi Bilgin,Adalet ve Kalkınma Partisi,
26,Sivas,Ali Akyıldız,Cumhuriyet Halk Partisi,
26,Şanlıurfa,Faruk Çelik,Adalet ve Kalkınma Partisi,
26,Şanlıurfa,Halil Özcan,Adalet ve Kalkınma Partisi,
26,Şanlıurfa,Ahmet Eşref Fakıbaba,Adalet ve Kalkınma Partisi,
26,Şanlıurfa,İbrahim Halil Yıldız,Adalet ve Kalkınma Partisi,
26,Şanlıurfa,Kemalettin Yılmaztekin,Adalet ve Kalkınma Partisi,
26,Şanlıurfa,Mahmut Kaçar,Adalet ve Kalkınma Partisi,
26,Şanlıurfa,Mehmet Akyürek,Adalet ve Kalkınma Partisi,
26,Şanlıurfa,Mehmet Ali Cevheri,Adalet ve Kalkınma Partisi,
26,Şanlıurfa,Mehmet Kasım Gülpınar,Adalet ve Kalkınma Partisi,
26,Şanlıurfa,Osman Baydemir,Halkların Demokratik Partisi,Milletvekilliğinin düşmesi
26,Şanlıurfa,İbrahim Ayhan,Halkların Demokratik Partisi,Milletvekilliğinin düşmesi
26,Şanlıurfa,Dilek Öcalan,Halkların Demokratik Partisi,
26,Şırnak,Faysal Sarıyıldız,Halkların Demokratik Partisi,Milletvekilliğinin düşmesi
26,Şırnak,Ferhat Encü,Halkların Demokratik Partisi,Milletvekilliğinin düşmesi
26,Şırnak,Leyla Birlik,Halkların Demokratik Partisi,
26,Şırnak,Aycan İrmez,Halkların Demokratik Partisi,
26,Tekirdağ,Faik Öztrak,Cumhuriyet Halk Partisi,
26,Tekirdağ,Candan Yüceer,Cumhuriyet Halk Partisi,
26,Tekirdağ,Emre Köprülü,Cumhuriyet Halk Partisi,
26,Tekirdağ,Mustafa Yel,Adalet ve Kalkınma Partisi,
26,Tekirdağ,Ayşe Doğan,Adalet ve Kalkınma Partisi,
26,Tekirdağ,Metin Akgün,Adalet ve Kalkınma Partisi,
26,Tokat,Zeyid Aslan,Adalet ve Kalkınma Partisi,
26,Tokat,Celil Göçer,Adalet ve Kalkınma Partisi,
26,Tokat,Coşkun Çakır,Adalet ve Kalkınma Partisi,
26,Tokat,Yusuf Beyazıt,Adalet ve Kalkınma Partisi,
26,Tokat,Kadim Durmaz,Cumhuriyet Halk Partisi,
26,Trabzon,Süleyman Soylu,Adalet ve Kalkınma Partisi,
26,Trabzon,Salih Cora,Adalet ve Kalkınma Partisi,
26,Trabzon,Muhammet Balta,Adalet ve Kalkınma Partisi,
26,Trabzon,Adnan Günnar,Adalet ve Kalkınma Partisi,
26,Trabzon,Ayşe Sula Köseoğlu,Adalet ve Kalkınma Partisi,
26,Trabzon,Haluk Pekşen,Cumhuriyet Halk Partisi,
26,Tunceli,Alican Önlü,Halkların Demokratik Partisi,
26,Tunceli,Gürsel Erol,Cumhuriyet Halk Partisi,
26,Uşak,Alim Tunç,Adalet ve Kalkınma Partisi,
26,Uşak,Mehmet Altay,Adalet ve Kalkınma Partisi,
26,Uşak,Özkan Yalım,Cumhuriyet Halk Partisi,
26,Van,Figen Yüksekdağ,Halkların Demokratik Partisi,Milletvekilliğinin düşmesi
26,Van,Lezgin Botan,Halkların Demokratik Partisi,
26,Van,Nadir Yıldırım,Halkların Demokratik Partisi,
26,Van,Adem Geveri,Halkların Demokratik Partisi,
26,Van,Bedia Özgökçe Ertan,Halkların Demokratik Partisi,
26,Van,Tuğba Hezer Öztürk,Halkların Demokratik Partisi,Milletvekilliğinin düşmesi
26,Van,Beşir Atalay,Adalet ve Kalkınma Partisi,
26,Van,Burhan Kayatürk,Adalet ve Kalkınma Partisi,
26,Yalova,Fikri Demirel,Adalet ve Kalkınma Partisi,
26,Yalova,Muharrem İnce,Cumhuriyet Halk Partisi,
26,Yozgat,Bekir Bozdağ,Adalet ve Kalkınma Partisi,
26,Yozgat,Abdulkadir Akgül,Adalet ve Kalkınma Partisi,
26,Yozgat,Ertuğrul Soysal,Adalet ve Kalkınma Partisi,
26,Yozgat,Yusuf Başer,Adalet ve Kalkınma Partisi,
26,Zonguldak,Faruk Çaturoğlu,Adalet ve Kalkınma Partisi,
26,Zonguldak,Hüseyin Özbakır,Adalet ve Kalkınma Partisi,
26,Zonguldak,Özcan Ulupınar,Adalet ve Kalkınma Partisi,
26,Zonguldak,Şerafettin Turpcu,Cumhuriyet Halk Partisi,
26,Zonguldak,Ünal Demirtaş,Cumhuriyet Halk Partisi,
26,Yasama dönemleri,1 · 2 · 3 · 4 · 5 · 6 · 7 · 8 · 9 · 10 · 11 · 12 · 13 · 14 · 15 · 16 · 17 · 18 · 19 · 20 · 21 · 22 · 23 · 24 · 25 · 26 · 27 · 28 Seçilmiş senatörler · Kontenjan senatörleri · Tabii senatörler Temsilciler Meclisi · Danışma Meclisi Adana · Adıyaman · Afyonkarahisar · Ağrı · Aksaray · Amasya · Ankara · Antalya · Ardahan · Artvin · Aydın · Balıkesir · Bartın · Batman · Bayburt · Bilecik · Bingöl · Bitlis · Bolu · Burdur · Bursa · Çanakkale · Çankırı · Çorum · Denizli · Diyarbakır · Düzce · Edirne · Elâzığ · Erzincan · Erzurum · Eskişehir · Gaziantep · Giresun · Gümüşhane · Hakkâri · Hatay · Iğdır · Mevcut Isparta · İstanbul · İzmir · Kahramanmaraş · Karabük · Karaman · Kars · Kastamonu · Kayseri · Kırıkkale · Kırklareli · Kırşehir · Kilis · Kocaeli · Konya · Kütahya · Malatya · Manisa · Mardin · Mersin · Muğla · Muş · Nevşehir · Niğde · Ordu · Osmaniye · Rize · Sakarya · Samsun · Siirt · Sinop · Sivas · Şanlıurfa · Şırnak · Tekirdağ · Tokat · Trabzon · Tunceli · Uşak · Van · Yalova · Yozgat · Zonguldak Batum · Biga · Doğubayazıt · Ergani · Çatalca · Gelibolu · Genç · Kozan · Oltu · Silifke · Siverek Eski · Şebinkarahisar Azınlık milletvekilleri · İlk Türk kadın milletvekilleri · Cumhuriyet Senatosu başkanları · Türkiye Büyük Millet Meclisi başkanları,Cumhuriyet Halk Partisi,
26,Cumhuriyet Senatosu,Seçilmiş senatörler · Kontenjan senatörleri · Tabii senatörler,Cumhuriyet Halk Partisi,
26,İller,Mevcut,Adana · Adıyaman · Afyonkarahisar · Ağrı · Aksaray · Amasya · Ankara · Antalya · Ardahan · Artvin · Aydın · Balıkesir · Bartın · Batman · Bayburt · Bilecik · Bingöl · Bitlis · Bolu · Burdur · Bursa · Çanakkale · Çankırı · Çorum · Denizli · Diyarbakır · Düzce · Edirne · Elâzığ · Erzincan · Erzurum · Eskişehir · Gaziantep · Giresun · Gümüşhane · Hakkâri · Hatay · Iğdır · Isparta · İstanbul · İzmir · Kahramanmaraş · Karabük · Karaman · Kars · Kastamonu · Kayseri · Kırıkkale · Kırklareli · Kırşehir · Kilis · Kocaeli · Konya · Kütahya · Malatya · Manisa · Mardin · Mersin · Muğla · Muş · Nevşehir · Niğde · Ordu · Osmaniye · Rize · Sakarya · Samsun · Siirt · Sinop · Sivas · Şanlıurfa · Şırnak · Tekirdağ · Tokat · Trabzon · Tunceli · Uşak · Van · Yalova · Yozgat · Zonguldak,
26,İller,Eski,Adana · Adıyaman · Afyonkarahisar · Ağrı · Aksaray · Amasya · Ankara · Antalya · Ardahan · Artvin · Aydın · Balıkesir · Bartın · Batman · Bayburt · Bilecik · Bingöl · Bitlis · Bolu · Burdur · Bursa · Çanakkale · Çankırı · Çorum · Denizli · Diyarbakır · Düzce · Edirne · Elâzığ · Erzincan · Erzurum · Eskişehir · Gaziantep · Giresun · Gümüşhane · Hakkâri · Hatay · Iğdır · Isparta · İstanbul · İzmir · Kahramanmaraş · Karabük · Karaman · Kars · Kastamonu · Kayseri · Kırıkkale · Kırklareli · Kırşehir · Kilis · Kocaeli · Konya · Kütahya · Malatya · Manisa · Mardin · Mersin · Muğla · Muş · Nevşehir · Niğde · Ordu · Osmaniye · Rize · Sakarya · Samsun · Siirt · Sinop · Sivas · Şanlıurfa · Şırnak · Tekirdağ · Tokat · Trabzon · Tunceli · Uşak · Van · Yalova · Yozgat · Zonguldak,
26,Diğer listeler,Azınlık milletvekilleri · İlk Türk kadın milletvekilleri · Cumhuriyet Senatosu başkanları · Türkiye Büyük Millet Meclisi başkanları,Adana · Adıyaman · Afyonkarahisar · Ağrı · Aksaray · Amasya · Ankara · Antalya · Ardahan · Artvin · Aydın · Balıkesir · Bartın · Batman · Bayburt · Bilecik · Bingöl · Bitlis · Bolu · Burdur · Bursa · Çanakkale · Çankırı · Çorum · Denizli · Diyarbakır · Düzce · Edirne · Elâzığ · Erzincan · Erzurum · Eskişehir · Gaziantep · Giresun · Gümüşhane · Hakkâri · Hatay · Iğdır · Isparta · İstanbul · İzmir · Kahramanmaraş · Karabük · Karaman · Kars · Kastamonu · Kayseri · Kırıkkale · Kırklareli · Kırşehir · Kilis · Kocaeli · Konya · Kütahya · Malatya · Manisa · Mardin · Mersin · Muğla · Muş · Nevşehir · Niğde · Ordu · Osmaniye · Rize · Sakarya · Samsun · Siirt · Sinop · Sivas · Şanlıurfa · Şırnak · Tekirdağ · Tokat · Trabzon · Tunceli · Uşak · Van · Yalova · Yozgat · Zonguldak,
27,Adana,Jülide Sarıeroğlu,Adalet ve Kalkınma Partisi,
27,Adana,Tamer Dağlı,Adalet ve Kalkınma Partisi,
27,Adana,Mehmet Şükrü Erdinç,Adalet ve Kalkınma Partisi,
27,Adana,Ahmet Zenbilci,Adalet ve Kalkınma Partisi,
27,Adana,Abdullah Doğru,Adalet ve Kalkınma Partisi,
27,Adana,Ayhan Barut,Cumhuriyet Halk Partisi,
27,Adana,Orhan Sümer,Cumhuriyet Halk Partisi,
27,Adana,Müzeyyen Şevkin,Cumhuriyet Halk Partisi,
27,Adana,Burhanettin Bulut,Cumhuriyet Halk Partisi,
27,Adana,Tülay Hatimoğulları Oruç,Halkların Demokratik Partisi,
27,Adana,Kemal Peköz,Halkların Demokratik Partisi,
27,Adana,İsmail Koncuk,İYİ Parti,
27,Adana,Mehmet Metanet Çulhaoğlu,İYİ Parti,
27,Adana,Muharrem Varlı,Milliyetçi Hareket Partisi,
27,Adana,Ayşe Sibel Ersoy,Milliyetçi Hareket Partisi,
27,Adıyaman,Ahmet Aydın,Adalet ve Kalkınma Partisi,
27,Adıyaman,İbrahim Halil Fırat,Adalet ve Kalkınma Partisi,
27,Adıyaman,Muhammed Fatih Toprak,Adalet ve Kalkınma Partisi,
27,Adıyaman,Yakup Taş,Adalet ve Kalkınma Partisi,Ölüm
27,Adıyaman,Abdurrahman Tutdere,Cumhuriyet Halk Partisi,
27,Afyonkarahisar,Veysel Eroğlu,Adalet ve Kalkınma Partisi,
27,Afyonkarahisar,Ali Özkaya,Adalet ve Kalkınma Partisi,
27,Afyonkarahisar,İbrahim Yurdunuseven,Adalet ve Kalkınma Partisi,
27,Afyonkarahisar,Burcu Köksal,Cumhuriyet Halk Partisi,
27,Afyonkarahisar,Mehmet Taytak,Milliyetçi Hareket Partisi,
27,Afyonkarahisar,Gültekin Uysal,İYİ Parti,Demokrat Parti
27,Ağrı,Berdan Öztürk,Halkların Demokratik Partisi,
27,Ağrı,Dirayet Taşdemir,Halkların Demokratik Partisi,
27,Ağrı,Abdullah Koç,Halkların Demokratik Partisi,
27,Ağrı,Ekrem Çelebi,Adalet ve Kalkınma Partisi,
27,Aksaray,İlknur İnceöz,Adalet ve Kalkınma Partisi,
27,Aksaray,Cengiz Aydoğdu,Adalet ve Kalkınma Partisi,
27,Aksaray,Ramazan Kaşlı,Milliyetçi Hareket Partisi,
27,Aksaray,Ayhan Erel,İYİ Parti,
27,Amasya,Mustafa Levent Karahocagil,Adalet ve Kalkınma Partisi,
27,Amasya,Hasan Çilez,Adalet ve Kalkınma Partisi,
27,Amasya,Mustafa Tuncer,Cumhuriyet Halk Partisi,
27,Ankara (I),Tekin Bingöl,Cumhuriyet Halk Partisi,
27,Ankara (I),Levent Gök,Cumhuriyet Halk Partisi,
27,Ankara (I),Ali Haydar Hakverdi,Cumhuriyet Halk Partisi,
27,Ankara (I),Bülent Kuşoğlu,Cumhuriyet Halk Partisi,
27,Ankara (I),Gamze Taşcıer,Cumhuriyet Halk Partisi,
27,Ankara (I),Tuğrul Türkeş,Adalet ve Kalkınma Partisi,
27,Ankara (I),Fatih Şahin,Adalet ve Kalkınma Partisi,
27,Ankara (I),Yalçın Akdoğan,Adalet ve Kalkınma Partisi,
27,Ankara (I),Ali İhsan Arslan,Adalet ve Kalkınma Partisi,
27,Ankara (I),Koray Aydın,İYİ Parti,
27,Ankara (I),İbrahim Halil Oral,İYİ Parti,
27,Ankara (I),Mevlüt Karakaya,Milliyetçi Hareket Partisi,
27,Ankara (I),Filiz Kerestecioğlu,Halkların Demokratik Partisi,
27,Ankara (II),Mustafa Destici,Adalet ve Kalkınma Partisi,Büyük Birlik Partisi
27,Ankara (II),Lütfiye Selva Çam,Adalet ve Kalkınma Partisi,
27,Ankara (II),Emrullah İşler,Adalet ve Kalkınma Partisi,
27,Ankara (II),Orhan Yegin,Adalet ve Kalkınma Partisi,
27,Ankara (II),Arife Polat Düzgün,Adalet ve Kalkınma Partisi,
27,Ankara (II),Zeynep Yıldız,Adalet ve Kalkınma Partisi,
27,Ankara (II),Murat Emir,Cumhuriyet Halk Partisi,
27,Ankara (II),Yıldırım Kaya,Cumhuriyet Halk Partisi,
27,Ankara (II),Sadir Durmaz,Milliyetçi Hareket Partisi,
27,Ankara (II),Nevin Taşlıçay,Milliyetçi Hareket Partisi,
27,Ankara (II),Şenol Sunat,İYİ Parti,
27,Ankara (III),Naci Bostancı,Adalet ve Kalkınma Partisi,
27,Ankara (III),Asuman Erdoğan,Adalet ve Kalkınma Partisi,
27,Ankara (III),Nevzat Ceylan,Adalet ve Kalkınma Partisi,
27,Ankara (III),Barış Aydın,Adalet ve Kalkınma Partisi,
27,Ankara (III),Hacı Turan,Adalet ve Kalkınma Partisi,
27,Ankara (III),Haluk Koç,Cumhuriyet Halk Partisi,
27,Ankara (III),Nihat Yeşil,Cumhuriyet Halk Partisi,
27,Ankara (III),Servet Ünsal,Cumhuriyet Halk Partisi,
27,Ankara (III),Yaşar Yıldırım,Milliyetçi Hareket Partisi,
27,Ankara (III),Erkan Haberal,Milliyetçi Hareket Partisi,
27,Ankara (III),Durmuş Yılmaz,İYİ Parti,
27,Ankara (III),Ayhan Altıntaş,İYİ Parti,
27,Antalya,Mevlüt Çavuşoğlu,Adalet ve Kalkınma Partisi,Milletvekilliğinden istifa (Dışişleri Bakanlığı'na atandı)
27,Antalya,Mustafa Köse,Adalet ve Kalkınma Partisi,
27,Antalya,Sena Nur Çelik,Adalet ve Kalkınma Partisi,
27,Antalya,İbrahim Aydın,Adalet ve Kalkınma Partisi,
27,Antalya,Atay Uslu,Adalet ve Kalkınma Partisi,
27,Antalya,Kemal Çelik,Adalet ve Kalkınma Partisi,
27,Antalya,Deniz Baykal,Cumhuriyet Halk Partisi,Ölüm
27,Antalya,Çetin Osman Budak,Cumhuriyet Halk Partisi,
27,Antalya,Rafet Zeybek,Cumhuriyet Halk Partisi,
27,Antalya,Aydın Özer,Cumhuriyet Halk Partisi,
27,Antalya,Cavit Arı,Cumhuriyet Halk Partisi,
27,Antalya,Feridun Bahşi,İYİ Parti,
27,Antalya,Hasan Subaşı,İYİ Parti,
27,Antalya,Tuba Vural Çokal,İYİ Parti,Adalet ve Kalkınma Partisi
27,Antalya,Abdurrahman Başkan,Milliyetçi Hareket Partisi,
27,Antalya,Kemal Bülbül,Halkların Demokratik Partisi,
27,Ardahan,Orhan Atalay,Adalet ve Kalkınma Partisi,
27,Ardahan,Öztürk Yılmaz,Cumhuriyet Halk Partisi,Yenilik Partisi
27,Artvin,Ertunç Erkan Balta,Adalet ve Kalkınma Partisi,
27,Artvin,Uğur Bayraktutan,Cumhuriyet Halk Partisi,
27,Aydın,Mustafa Savaş,Adalet ve Kalkınma Partisi,
27,Aydın,Bekir Kuvvet Erim,Adalet ve Kalkınma Partisi,
27,Aydın,Metin Yavuz,Adalet ve Kalkınma Partisi,
27,Aydın,Rıza Posacı,Adalet ve Kalkınma Partisi,
27,Aydın,Bülent Tezcan,Cumhuriyet Halk Partisi,
27,Aydın,Hüseyin Yıldız,Cumhuriyet Halk Partisi,
27,Aydın,Süleyman Bülbül,Cumhuriyet Halk Partisi,
27,Aydın,Aydın Adnan Sezgin,İYİ Parti,
27,Balıkesir,Adil Çelik,Adalet ve Kalkınma Partisi,
27,Balıkesir,Belgin Uygur,Adalet ve Kalkınma Partisi,
27,Balıkesir,Yavuz Subaşı,Adalet ve Kalkınma Partisi,
27,Balıkesir,Mustafa Canbey,Adalet ve Kalkınma Partisi,
27,Balıkesir,Pakize Mutlu Aydemir,Adalet ve Kalkınma Partisi,
27,Balıkesir,Ahmet Akın,Cumhuriyet Halk Partisi,
27,Balıkesir,Fikret Şahin,Cumhuriyet Halk Partisi,
27,Balıkesir,Ensar Aytekin,Cumhuriyet Halk Partisi,
27,Balıkesir,İsmail Ok,İYİ Parti,Adalet ve Kalkınma Partisi
27,Bartın,Yılmaz Tunç,Adalet ve Kalkınma Partisi,
27,Bartın,Aysu Bankoğlu,Cumhuriyet Halk Partisi,
27,Batman,Feleknas Uca,Halkların Demokratik Partisi,
27,Batman,Necdet İpekyüz,Halkların Demokratik Partisi,
27,Batman,Ayşe Acar Başaran,Halkların Demokratik Partisi,
27,Batman,Mehmet Ruştu Tiryaki,Halkların Demokratik Partisi,
27,Batman,Ziver Özdemir,Adalet ve Kalkınma Partisi,
27,Bayburt,Fetani Battal,Adalet ve Kalkınma Partisi,
27,Bilecik,Selim Yağcı,Adalet ve Kalkınma Partisi,
27,Bilecik,Yaşar Tüzün,Cumhuriyet Halk Partisi,
27,Bingöl,Cevdet Yılmaz,Adalet ve Kalkınma Partisi,
27,Bingöl,Feyzi Berdibek,Adalet ve Kalkınma Partisi,
27,Bingöl,Erdal Aydemir,Halkların Demokratik Partisi,
27,Bitlis,Cemal Taşar,Adalet ve Kalkınma Partisi,
27,Bitlis,Vahit Kiler,Adalet ve Kalkınma Partisi,
27,Bitlis,Mahmut Celadet Gaydalı,Halkların Demokratik Partisi,
27,Bolu,Arzu Aydın,Adalet ve Kalkınma Partisi,
27,Bolu,Fehmi Küpçü,Adalet ve Kalkınma Partisi,
27,Bolu,Tanju Özcan,Cumhuriyet Halk Partisi,Milletvekilliğinden istifa
27,Burdur,Bayram Özçelik,Adalet ve Kalkınma Partisi,
27,Burdur,Yasin Uğur,Adalet ve Kalkınma Partisi,
27,Burdur,Mehmet Göker,Cumhuriyet Halk Partisi,
27,Bursa (I),Hakan Çavuşoğlu,Adalet ve Kalkınma Partisi,
27,Bursa (I),Mustafa Esgin,Adalet ve Kalkınma Partisi,
27,Bursa (I),Refik Özen,Adalet ve Kalkınma Partisi,
27,Bursa (I),Emine Yavuz Gözgeç,Adalet ve Kalkınma Partisi,
27,Bursa (I),Ahmet Kılıç,Adalet ve Kalkınma Partisi,
27,Bursa (I),Lale Karabıyık,Cumhuriyet Halk Partisi,
27,Bursa (I),Erkan Aydın,Cumhuriyet Halk Partisi,
27,Bursa (I),Nurhayat Altaca Kayışoğlu,Cumhuriyet Halk Partisi,
27,Bursa (I),İsmail Tatlıoğlu,İYİ Parti,
27,Bursa (I),İsmet Büyükataman,Milliyetçi Hareket Partisi,
27,Bursa (II),Efkan Âlâ,Adalet ve Kalkınma Partisi,
27,Bursa (II),Osman Mesten,Adalet ve Kalkınma Partisi,
