donem,il,isim,parti,degisiklik
26,Adana,Ömer Çelik,Adalet ve Kalkınma Partisi,
26,Adana,Necdet Ünüvar,Adalet ve Kalkınma Partisi,
26,Adana,Fatma Güldemet Sarı,Adalet ve Kalkınma Partisi,
26,Adana,Talip Küçükcan,Adalet ve Kalkınma Partisi,
26,Adana,Mehmet Şükrü Erdinç,Adalet ve Kalkınma Partisi,
26,Adana,Tamer Dağlı,Adalet ve Kalkınma Partisi,
26,Adana,Elif Doğan Türkmen,Cumhuriyet Halk Partisi,
26,Adana,Zülfikar İnönü Tümer,Cumhuriyet Halk Partisi,
26,Adana,İbrahim Özdiş,Cumhuriyet Halk Partisi,
26,Adana,Aydın Uslupehlivan,Cumhuriyet Halk Partisi,
26,Adana,Mevlüt Karakaya,Milliyetçi Hareket Partisi,
26,Adana,Muharrem Varlı,Milliyetçi Hareket Partisi,
26,Adana,Seyfettin Yılmaz,Milliyetçi Hareket Partisi,
26,Adana,Meral Danış Beştaş,Halkların Demokratik Partisi,
26,Adıyaman,Ahmet Aydın,Adalet ve Kalkınma Partisi,
26,Adıyaman,Adnan Boynukara,Adalet ve Kalkınma Partisi,
26,Adıyaman,İbrahim Halil Fırat,Adalet ve Kalkınma Partisi,
26,Adıyaman,Salih Fırat,Adalet ve Kalkınma Partisi,
26,Adıyaman,Behçet Yıldırım,Halkların Demokratik Partisi,
26,Afyonkarahisar,Veysel Eroğlu,Adalet ve Kalkınma Partisi,
26,Afyonkarahisar,Ali Özkaya,Adalet ve Kalkınma Partisi,
26,Afyonkarahisar,Hatice Dudu Özkal,Adalet ve Kalkınma Partisi,
26,Afyonkarahisar,Mehmet Parsak,Milliyetçi Hareket Partisi,
26,Afyonkarahisar,Burcu Köksal,Cumhuriyet Halk Partisi,
26,Ağrı,Leyla Zana,Halkların Demokratik Partisi,Milletvekilliğinin düşmesi
26,Ağrı,Berdan Öztürk,Halkların Demokratik Partisi,
26,Ağrı,Dirayet Taşdemir,Halkların Demokratik Partisi,
26,Ağrı,Cesim Gökçe,Adalet ve Kalkınma Partisi,
26,Aksaray,İlknur İnceöz,Adalet ve Kalkınma Partisi,
26,Aksaray,Cengiz Aydoğdu,Adalet ve Kalkınma Partisi,
26,Aksaray,Mustafa Serdengeçti,Adalet ve Kalkınma Partisi,
26,Amasya,Naci Bostancı,Adalet ve Kalkınma Partisi,
26,Amasya,Haluk İpek,Adalet ve Kalkınma Partisi,
26,Amasya,Mustafa Tuncer,Cumhuriyet Halk Partisi,
26,Ankara (I),Ali Babacan,Adalet ve Kalkınma Partisi,
26,Ankara (I),Yalçın Akdoğan,Adalet ve Kalkınma Partisi,
26,Ankara (I),Ahmet Gündoğdu,Adalet ve Kalkınma Partisi,
26,Ankara (I),Ali İhsan Arslan,Adalet ve Kalkınma Partisi,
26,Ankara (I),Jülide Sarıeroğlu,Adalet ve Kalkınma Partisi,
26,Ankara (I),Murat Alparslan,Adalet ve Kalkınma Partisi,
26,Ankara (I),Ertan Aydın,Adalet ve Kalkınma Partisi,
26,Ankara (I),Fatih Şahin,Adalet ve Kalkınma Partisi,
26,Ankara (I),Gülsün Bilgehan,Cumhuriyet Halk Partisi,
26,Ankara (I),Necati Yılmaz,Cumhuriyet Halk Partisi,
26,Ankara (I),Tekin Bingöl,Cumhuriyet Halk Partisi,
26,Ankara (I),Aylin Nazlıaka,Cumhuriyet Halk Partisi,Bağımsız
26,Ankara (I),Levent Gök,Cumhuriyet Halk Partisi,
26,Ankara (I),Ali Haydar Hakverdi,Cumhuriyet Halk Partisi,
26,Ankara (I),Bülent Kuşoğlu,Cumhuriyet Halk Partisi,
26,Ankara (I),Zühal Topcu,Milliyetçi Hareket Partisi,
26,Ankara (I),Erkan Haberal,Milliyetçi Hareket Partisi,
26,Ankara (I),Sırrı Süreyya Önder,Halkların Demokratik Partisi,
26,Ankara (II),Cemil Çiçek,Adalet ve Kalkınma Partisi,
26,Ankara (II),Tuğrul Türkeş,Adalet ve Kalkınma Partisi,
26,Ankara (II),Emrullah İşler,Adalet ve Kalkınma Partisi,
26,Ankara (II),Ahmet İyimaya,Adalet ve Kalkınma Partisi,
26,Ankara (II),Lütfiye Selva Çam,Adalet ve Kalkınma Partisi,
26,Ankara (II),Vedat Bilgin,Adalet ve Kalkınma Partisi,
26,Ankara (II),Aydın Ünal,Adalet ve Kalkınma Partisi,
26,Ankara (II),Nevzat Ceylan,Adalet ve Kalkınma Partisi,
26,Ankara (II),Şenal Sarıhan,Cumhuriyet Halk Partisi,
26,Ankara (II),Murat Emir,Cumhuriyet Halk Partisi,
26,Ankara (II),Haluk Koç,Cumhuriyet Halk Partisi,
26,Ankara (II),Nihat Yeşil,Cumhuriyet Halk Partisi,
26,Ankara (II),Şefkat Çetin,Milliyetçi Hareket Partisi,
26,Ankara (II),Mustafa Mit,Milliyetçi Hareket Partisi,
26,Antalya,Mevlüt Çavuşoğlu,Adalet ve Kalkınma Partisi,
26,Antalya,Sena Nur Çelik,Adalet ve Kalkınma Partisi,
26,Antalya,Mustafa Köse,Adalet ve Kalkınma Partisi,
26,Antalya,İbrahim Aydın,Adalet ve Kalkınma Partisi,
26,Antalya,Hüseyin Samani,Adalet ve Kalkınma Partisi,
26,Antalya,Gökcen Özdoğan Enç,Adalet ve Kalkınma Partisi,
26,Antalya,Atay Uslu,Adalet ve Kalkınma Partisi,
26,Antalya,Çetin Osman Budak,Cumhuriyet Halk Partisi,
26,Antalya,Devrim Kök,Cumhuriyet Halk Partisi,
26,Antalya,Deniz Baykal,Cumhuriyet Halk Partisi,
26,Antalya,Mustafa Akaydın,Cumhuriyet Halk Partisi,
26,Antalya,Niyazi Nefi Kara,Cumhuriyet Halk Partisi,
26,Antalya,Ahmet Selim Yurdakul,Milliyetçi Hareket Partisi,
26,Antalya,Mehmet Günal,Milliyetçi Hareket Partisi,
26,Ardahan,Orhan Atalay,Adalet ve Kalkınma Partisi,
26,Ardahan,Öztürk Yılmaz,Cumhuriyet Halk Partisi,
26,Artvin,İsrafil Kışla,Adalet ve Kalkınma Partisi,
26,Artvin,Uğur Bayraktutan,Cumhuriyet Halk Partisi,
26,Aydın,Bülent Tezcan,Cumhuriyet Halk Partisi,
26,Aydın,Hüseyin Yıldız,Cumhuriyet Halk Partisi,
26,Aydın,Metin Lütfi Baydar,Cumhuriyet Halk Partisi,
26,Aydın,Abdurrahman Öz,Adalet ve Kalkınma Partisi,
26,Aydın,Mehmet Erdem,Adalet ve Kalkınma Partisi,
26,Aydın,Mustafa Savaş,Adalet ve Kalkınma Partisi,
26,Aydın,Deniz Depboylu,Milliyetçi Hareket Partisi,
26,Balıkesir,Ali Aydınlıoğlu,Adalet ve Kalkınma Partisi,
26,Balıkesir,Kasım Bostan,Adalet ve Kalkınma Partisi,
26,Balıkesir,Mahmut Poyrazlı,Adalet ve Kalkınma Partisi,
26,Balıkesir,Sema Kırcı,Adalet ve Kalkınma Partisi,
26,Balıkesir,Ahmet Akın,Cumhuriyet Halk Partisi,
26,Balıkesir,Mehmet Tüm,Cumhuriyet Halk Partisi,
26,Balıkesir,Namık Havutça,Cumhuriyet Halk Partisi,
26,Balıkesir,İsmail Ok,Milliyetçi Hareket Partisi,İYİ Parti
26,Bartın,Yılmaz Tunç,Adalet ve Kalkınma Partisi,
26,Bartın,Muhammed Rıza Yalçınkaya,Cumhuriyet Halk Partisi,
26,Batman,Ayşe Acar Başaran,Halkların Demokratik Partisi,
26,Batman,Mehmet Ali Aslan,Halkların Demokratik Partisi,
26,Batman,Saadet Becerekli,Halkların Demokratik Partisi,
26,Batman,Ataullah Hamidi,Adalet ve Kalkınma Partisi,
26,Bayburt,Naci Ağbal,Adalet ve Kalkınma Partisi,
26,Bayburt,Şahap Kavcıoğlu,Adalet ve Kalkınma Partisi,
26,Bilecik,Halil Eldemir,Adalet ve Kalkınma Partisi,
26,Bilecik,Yaşar Tüzün,Cumhuriyet Halk Partisi,
26,Bingöl,Cevdet Yılmaz,Adalet ve Kalkınma Partisi,
26,Bingöl,Enver Fehmioğlu,Adalet ve Kalkınma Partisi,
26,Bingöl,Hişyar Özsoy,Halkların Demokratik Partisi,
26,Bitlis,Mahmut Celadet Gaydalı,Halkların Demokratik Partisi,
26,Bitlis,Mizgin Irgat,Halkların Demokratik Partisi,
26,Bitlis,Vedat Demiröz,Adalet ve Kalkınma Partisi,
26,Bolu,Ali Ercoşkun,Adalet ve Kalkınma Partisi,
26,Bolu,Fehmi Küpçü,Adalet ve Kalkınma Partisi,
26,Bolu,Tanju Özcan,Cumhuriyet Halk Partisi,
26,Burdur,Reşat Petek,Adalet ve Kalkınma Partisi,
26,Burdur,Bayram Özçelik,Adalet ve Kalkınma Partisi,
26,Burdur,Mehmet Göker,Cumhuriyet Halk Partisi,
26,Bursa,Efkan Âlâ,Adalet ve Kalkınma Partisi,
26,Bursa,Mehmet Müezzinoğlu,Adalet ve Kalkınma Partisi,
26,Bursa,Muhammet Müfit Aydın,Adalet ve Kalkınma Partisi,
26,Bursa,Bennur Karaburun,Adalet ve Kalkınma Partisi,
26,Bursa,Cemalettin Kani Torun,Adalet ve Kalkınma Partisi,
26,Bursa,Osman Mesten,Adalet ve Kalkınma Partisi,
26,Bursa,Zekeriya Birkan,Adalet ve Kalkınma Partisi,
26,Bursa,Emine Yavuz Gözgeç,Adalet ve Kalkınma Partisi,
26,Bursa,Hakan Çavuşoğlu,Adalet ve Kalkınma Partisi,
26,Bursa,Hüseyin Şahin,Adalet ve Kalkınma Partisi,
26,Bursa,İsmail Aydın,Adalet ve Kalkınma Partisi,
26,Bursa,Lale Karabıyık,Cumhuriyet Halk Partisi,
26,Bursa,Erkan Aydın,Cumhuriyet Halk Partisi,
26,Bursa,Ceyhun İrgil,Cumhuriyet Halk Partisi,
26,Bursa,Orhan Sarıbal,Cumhuriyet Halk Partisi,
26,Bursa,Nurhayat Altaca Kayışoğlu,Cumhuriyet Halk Partisi,
26,Bursa,İsmet Büyükataman,Milliyetçi Hareket Partisi,
26,Bursa,Kadir Koçdemir,Milliyetçi Hareket Partisi,İYİ Parti
26,Çanakkale,Ayhan Gider,Adalet ve Kalkınma Partisi,
26,Çanakkale,Bülent Turan,Adalet ve Kalkınma Partisi,
26,Çanakkale,Muharrem Erkek,Cumhuriyet Halk Partisi,
26,Çanakkale,Bülent Öz,Cumhuriyet Halk Partisi,
26,Çankırı,Hüseyin Filiz,Adalet ve Kalkınma Partisi,
26,Çankırı,Muhammet Emin Akbaşoğlu,Adalet ve Kalkınma Partisi,
26,Çorum,Salim Uslu,Adalet ve Kalkınma Partisi,
26,Çorum,Lütfiye İlksen Ceritoğlu Kurt,Adalet ve Kalkınma Partisi,
26,Çorum,Ahmet Sami Ceylan,Adalet ve Kalkınma Partisi,
26,Çorum,Tufan Köse,Cumhuriyet Halk Partisi,
26,Denizli,Nihat Zeybekci,Adalet ve Kalkınma Partisi,
26,Denizli,Cahit Özkan,Adalet ve Kalkınma Partisi,
26,Denizli,Sema Ramazanoğlu,Adalet ve Kalkınma Partisi,
26,Denizli,Şahin Tin,Adalet ve Kalkınma Partisi,
26,Denizli,Kazım Arslan,Cumhuriyet Halk Partisi,
26,Denizli,Melike Basmacı,Cumhuriyet Halk Partisi,
26,Denizli,Emin Haluk Ayhan,Milliyetçi Hareket Partisi,
26,Diyarbakır,Altan Tan,Halkların Demokratik Partisi,Saadet Partisi
26,Diyarbakır,İdris Baluken,Halkların Demokratik Partisi,
26,Diyarbakır,İmam Taşçıer,Halkların Demokratik Partisi,
26,Diyarbakır,Nursel Aydoğan,Halkların Demokratik Partisi,Milletvekilliğinin düşmesi
26,Diyarbakır,Feleknas Uca,Halkların Demokratik Partisi,
26,Diyarbakır,Nimetullah Erdoğmuş,Halkların Demokratik Partisi,
26,Diyarbakır,Çağlar Demirel,Halkların Demokratik Partisi,
26,Diyarbakır,Sibel Yiğitalp,Halkların Demokratik Partisi,
26,Diyarbakır,Ziya Pir,Halkların Demokratik Partisi,
26,Diyarbakır,Galip Ensarioğlu,Adalet ve Kalkınma Partisi,
26,Diyarbakır,Ebubekir Bal,Adalet ve Kalkınma Partisi,
26,Düzce,Fevai Arslan,Adalet ve Kalkınma Partisi,
26,Düzce,Faruk Özlü,Adalet ve Kalkınma Partisi,
26,Düzce,Ayşe Keşir,Adalet ve Kalkınma Partisi,
26,Edirne,Okan Gaytancıoğlu,Cumhuriyet Halk Partisi,
26,Edirne,Erdin Bircan,Cumhuriyet Halk Partisi,
26,Edirne,Rafet Sezen,Adalet ve Kalkınma Partisi,
26,Elazığ,Ejder Açıkkapı,Adalet ve Kalkınma Partisi,
26,Elazığ,Metin Bulut,Adalet ve Kalkınma Partisi,
26,Elazığ,Ömer Serdar,Adalet ve Kalkınma Partisi,
26,Elazığ,Tahir Öztürk,Adalet ve Kalkınma Partisi,
26,Erzincan,Sebahattin Karakelle,Adalet ve Kalkınma Partisi,
26,Erzincan,Serkan Bayram,Adalet ve Kalkınma Partisi,
26,Erzurum,Recep Akdağ,Adalet ve Kalkınma Partisi,
26,Erzurum,Orhan Deligöz,Adalet ve Kalkınma Partisi,
26,Erzurum,Zehra Taşkesenlioğlu,Adalet ve Kalkınma Partisi,
26,Erzurum,Mustafa Ilıcalı,Adalet ve Kalkınma Partisi,
26,Erzurum,İbrahim Aydemir,Adalet ve Kalkınma Partisi,
26,Erzurum,Kamil Aydın,Milliyetçi Hareket Partisi,
26,Eskişehir,Nabi Avcı,Adalet ve Kalkınma Partisi,
26,Eskişehir,Harun Karacan,Adalet ve Kalkınma Partisi,
26,Eskişehir,Emine Nur Günay,Adalet ve Kalkınma Partisi,
26,Eskişehir,Utku Çakırözer,Cumhuriyet Halk Partisi,
26,Eskişehir,Gaye Usluer,Cumhuriyet Halk Partisi,
26,Eskişehir,Cemal Okan Yüksel,Cumhuriyet Halk Partisi,
26,Gaziantep,Mehmet Şimşek,Adalet ve Kalkınma Partisi,
26,Gaziantep,Abdulhamit Gül,Adalet ve Kalkınma Partisi,
26,Gaziantep,Abdullah Nejat Koçer,Adalet ve Kalkınma Partisi,
26,Gaziantep,Ahmet Uzer,Adalet ve Kalkınma Partisi,
26,Gaziantep,Canan Candemir Çelik,Adalet ve Kalkınma Partisi,
26,Gaziantep,Mehmet Erdoğan,Adalet ve Kalkınma Partisi,
26,Gaziantep,Abdulkadir Yüksel,Adalet ve Kalkınma Partisi,Ölüm
26,Gaziantep,Şamil Tayyar,Adalet ve Kalkınma Partisi,
26,Gaziantep,Akif Ekici,Cumhuriyet Halk Partisi,
26,Gaziantep,Mehmet Gökdağ,Cumhuriyet Halk Partisi,
26,Gaziantep,Ümit Özdağ,Milliyetçi Hareket Partisi,İYİ Parti
26,Gaziantep,Mahmut Toğrul,Halkların Demokratik Partisi,
26,Giresun,Nurettin Canikli,Adalet ve Kalkınma Partisi,
26,Giresun,Sabri Öztürk,Adalet ve Kalkınma Partisi,
26,Giresun,Cemal Öztürk,Adalet ve Kalkınma Partisi,
26,Giresun,Bülent Yener Bektaşoğlu,Cumhuriyet Halk Partisi,
26,Gümüşhane,Cihan Pektaş,Adalet ve Kalkınma Partisi,
26,Gümüşhane,Hacı Osman Akgül,Adalet ve Kalkınma Partisi,
26,Hakkâri,Abdullah Zeydan,Halkların Demokratik Partisi,
26,Hakkâri,Selma Irmak,Halkların Demokratik Partisi,Milletvekilliğinin düşmesi
26,Hakkâri,Nihat Akdoğan,Halkların Demokratik Partisi,
26,Hatay,Adem Yeşildal,Adalet ve Kalkınma Partisi,
26,Hatay,Fevzi Şanverdi,Adalet ve Kalkınma Partisi,
26,Hatay,Hacı Bayram Türkoğlu,Adalet ve Kalkınma Partisi,
26,Hatay,Mehmet Öntürk,Adalet ve Kalkınma Partisi,
26,Hatay,Orhan Karasayar,Adalet ve Kalkınma Partisi,
26,Hatay,Hilmi Yarayıcı,Cumhuriyet Halk Partisi,
26,Hatay,Mevlüt Dudu,Cumhuriyet Halk Partisi,
26,Hatay,Serkan Topal,Cumhuriyet Halk Partisi,
26,Hatay,Birol Ertem,Cumhuriyet Halk Partisi,
26,Hatay,Mehmet Necmettin Ahrazoğlu,Milliyetçi Hareket Partisi,
26,Iğdır,Mehmet Emin Adıyaman,Halkların Demokratik Partisi,
26,Iğdır,Nurettin Aras,Adalet ve Kalkınma Partisi,
26,Isparta,Süreyya Sadi Bilgiç,Adalet ve Kalkınma Partisi,
26,Isparta,Said Yüce,Adalet ve Kalkınma Partisi,
26,Isparta,İrfan Bakır,Cumhuriyet Halk Partisi,
26,Isparta,Nuri Okutan,Milliyetçi Hareket Partisi,İYİ Parti
26,İstanbul (I),İsmail Kahraman,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Mustafa Ataş,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Mihrimah Belma Satır,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Erol Kaya,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Ahmet Berat Çonkar,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Berat Albayrak,Adalet ve Kalkınma Partisi,
26,İstanbul (I),İsmet Uçma,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Metin Külünk,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Ravza Kavakcı Kan,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Azmi Ekinci,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Osman Boyraz,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Hasan Turan,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Hasan Sert,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Mehmet Ali Pulcu,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Hurşit Yıldırım,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Hulusi Şentürk,Adalet ve Kalkınma Partisi,
26,İstanbul (I),Şafak Pavey,Cumhuriyet Halk Partisi,Milletvekilliğinden istifa
26,İstanbul (I),Gamze Akkuş İlgezdi,Cumhuriyet Halk Partisi,
26,İstanbul (I),Gürsel Tekin,Cumhuriyet Halk Partisi,
26,İstanbul (I),Barış Yarkadaş,Cumhuriyet Halk Partisi,
26,İstanbul (I),Akif Hamzaçebi,Cumhuriyet Halk Partisi,
26,İstanbul (I),Mahmut Tanal,Cumhuriyet Halk Partisi,
26,İstanbul (I),İlhan Kesici,Cumhuriyet Halk Partisi,
26,İstanbul (I),Oğuz Kaan Salıcı,Cumhuriyet Halk Partisi,
26,İstanbul (I),Onursal Adıgüzel,Cumhuriyet Halk Partisi,
26,İstanbul (I),Ali Özcan,Cumhuriyet Halk Partisi,
26,İstanbul (I),Yakup Akkaya,Cumhuriyet Halk Partisi,
26,İstanbul (I),Selahattin Demirtaş,Halkların Demokratik Partisi,
26,İstanbul (I),Hüda Kaya,Halkların Demokratik Partisi,
26,İstanbul (I),Semih Yalçın,Milliyetçi Hareket Partisi,
26,İstanbul (I),İzzet Ulvi Yönter,Milliyetçi Hareket Partisi,
26,İstanbul (II),Hayati Yazıcı,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Volkan Bozkır,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Burhan Kuzu,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Ayşe Nur Bahçekapılı,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Fatma Betül Sayan Kaya,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Ekrem Erdem,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Aziz Babuşcu,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Ali Sarıkaya,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Şirin Ünal,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Fatma Benli,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Hüseyin Bürge,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Haydar Ali Yıldız,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Ahmet Hamdi Çamlı,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Markar Esayan,Adalet ve Kalkınma Partisi,
26,İstanbul (II),Selina Doğan,Cumhuriyet Halk Partisi,
26,İstanbul (II),Aykut Erdoğdu,Cumhuriyet Halk Partisi,
26,İstanbul (II),Sezgin Tanrıkulu,Cumhuriyet Halk Partisi,
26,İstanbul (II),Dursun Çiçek,Cumhuriyet Halk Partisi,
26,İstanbul (II),Sencer Ayata,Cumhuriyet Halk Partisi,
26,İstanbul (II),Gülay Yedekci,Cumhuriyet Halk Partisi,
26,İstanbul (II),Enis Berberoğlu,Cumhuriyet Halk Partisi,
26,İstanbul (II),Didem Engin,Cumhuriyet Halk Partisi,
26,İstanbul (II),Celal Doğan,Halkların Demokratik Partisi,
26,İstanbul (II),Filiz Kerestecioğlu,Halkların Demokratik Partisi,
26,İstanbul (II),Ekmeleddin İhsanoğlu,Milliyetçi Hareket Partisi,
26,İstanbul (II),Celal Adan,Milliyetçi Hareket Partisi,
26,İstanbul (III),Mehdi Eker,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Mustafa Şentop,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Mehmet Doğan Kubat,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Serap Yaşar,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Feyzullah Kıyıklık,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Mehmet Muş,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Nureddin Nebati,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Mehmet Metiner,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Harun Karaca,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Tülay Kaynarca,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Mustafa Yeneroğlu,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Erkan Kandemir,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Halis Dalkılıç,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Mürteza Zengin,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Yıldız Seferinoğlu,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Abdullah Başcı,Adalet ve Kalkınma Partisi,
26,İstanbul (III),Bihlun Tamaylıgil,Cumhuriyet Halk Partisi,
26,İstanbul (III),İlhan Cihaner,Cumhuriyet Halk Partisi,
26,İstanbul (III),Engin Altay,Cumhuriyet Halk Partisi,
26,İstanbul (III),Ali Şeker,Cumhuriyet Halk Partisi,
26,İstanbul (III),Erdoğan Toprak,Cumhuriyet Halk Partisi,
26,İstanbul (III),Eren Erdem,Cumhuriyet Halk Partisi,
26,İstanbul (III),Mehmet Bekaroğlu,Cumhuriyet Halk Partisi,
26,İstanbul (III),Zeynel Emre,Cumhuriyet Halk Partisi,
26,İstanbul (III),Sibel Özdemir,Cumhuriyet Halk Partisi,
26,İstanbul (III),Pervin Buldan,Halkların Demokratik Partisi,
26,İstanbul (III),Garo Paylan,Halkların Demokratik Partisi,
26,İstanbul (III),Erdal Ataş,Halkların Demokratik Partisi,
26,İstanbul (III),Atila Kaya,Milliyetçi Hareket Partisi,
26,İstanbul (III),İsmail Faruk Aksu,Milliyetçi Hareket Partisi,
26,İstanbul (III),Arzu Erdem,Milliyetçi Hareket Partisi,
26,İzmir (I),Selin Sayek Böke,Cumhuriyet Halk Partisi,
26,İzmir (I),Musa Çam,Cumhuriyet Halk Partisi,
26,İzmir (I),Tuncay Özkan,Cumhuriyet Halk Partisi,
26,İzmir (I),Tacettin Bayır,Cumhuriyet Halk Partisi,
26,İzmir (I),Özcan Purçu,Cumhuriyet Halk Partisi,
26,İzmir (I),Ali Yiğit,Cumhuriyet Halk Partisi,
26,İzmir (I),Murat Bakan,Cumhuriyet Halk Partisi,
26,İzmir (I),Binali Yıldırım,Adalet ve Kalkınma Partisi,
26,İzmir (I),Mahmut Atilla Kaya,Adalet ve Kalkınma Partisi,
26,İzmir (I),Hüseyin Kocabıyık,Adalet ve Kalkınma Partisi,
26,İzmir (I),Necip Kalkan,Adalet ve Kalkınma Partisi,
26,İzmir (I),Oktay Vural,Milliyetçi Hareket Partisi,
26,İzmir (I),Ertuğrul Kürkcü,Halkların Demokratik Partisi,
26,İzmir (II),Kemal Kılıçdaroğlu,Cumhuriyet Halk Partisi,
26,İzmir (II),Zeynep Altıok,Cumhuriyet Halk Partisi,
26,İzmir (II),Zekeriya Temizel,Cumhuriyet Halk Partisi,
26,İzmir (II),Mustafa Balbay,Cumhuriyet Halk Partisi,
26,İzmir (II),Aytun Çıray,Cumhuriyet Halk Partisi,İYİ Parti
26,İzmir (II),Atila Sertel,Cumhuriyet Halk Partisi,
26,İzmir (II),Kamil Okyay Sındır,Cumhuriyet Halk Partisi,
26,İzmir (II),Nükhet Hotar,Adalet ve Kalkınma Partisi,
26,İzmir (II),İbrahim Mustafa Turhan,Adalet ve Kalkınma Partisi,
26,İzmir (II),Hamza Dağ,Adalet ve Kalkınma Partisi,
26,İzmir (II),Kerem Ali Sürekli,Adalet ve Kalkınma Partisi,
26,İzmir (II),Ahmet Kenan Tanrıkulu,Milliyetçi Hareket Partisi,
26,İzmir (II),Müslüm Doğan,Halkların Demokratik Partisi,
26,Kahramanmaraş,Mahir Ünal,Adalet ve Kalkınma Partisi,
26,Kahramanmaraş,Celalettin Güvenç,Adalet ve Kalkınma Partisi,
26,Kahramanmaraş,İmran Kılıç,Adalet ve Kalkınma Partisi,
26,Kahramanmaraş,Mehmet İlker Çitil,Adalet ve Kalkınma Partisi,
26,Kahramanmaraş,Mehmet Uğur Dilipak,Adalet ve Kalkınma Partisi,
26,Kahramanmaraş,Nursel Reyhanlıoğlu,Adalet ve Kalkınma Partisi,
26,Kahramanmaraş,Veysi Kaynak,Adalet ve Kalkınma Partisi,
26,Kahramanmaraş,Fahrettin Oğuz Tor,Milliyetçi Hareket Partisi,
26,Karabük,Mehmet Ali Şahin,Adalet ve Kalkınma Partisi,
26,Karabük,Burhanettin Uysal,Adalet ve Kalkınma Partisi,
26,Karaman,Recep Konuk,Adalet ve Kalkınma Partisi,
26,Karaman,Recep Şeker,Adalet ve Kalkınma Partisi,
26,Kars,Ahmet Arslan,Adalet ve Kalkınma Partisi,
26,Kars,Yusuf Selahattin Beyribey,Adalet ve Kalkınma Partisi,
26,Kars,Ayhan Bilgen,Halkların Demokratik Partisi,
26,Kastamonu,Hakkı Köylü,Adalet ve Kalkınma Partisi,
26,Kastamonu,Metin Çelik,Adalet ve Kalkınma Partisi,
26,Kastamonu,Murat Demir,Adalet ve Kalkınma Partisi,
26,Kayseri,Taner Yıldız,Adalet ve Kalkınma Partisi,
26,Kayseri,Mehmet Özhaseki,Adalet ve Kalkınma Partisi,
26,Kayseri,Mustafa Elitaş,Adalet ve Kalkınma Partisi,
26,Kayseri,İsmail Emrah Karayel,Adalet ve Kalkınma Partisi,
26,Kayseri,Hülya Nergis,Adalet ve Kalkınma Partisi,
26,Kayseri,İsmail Tamer,Adalet ve Kalkınma Partisi,
26,Kayseri,Sami Dedeoğlu,Adalet ve Kalkınma Partisi,
26,Kayseri,Yusuf Halaçoğlu,Milliyetçi Hareket Partisi,İYİ Parti
26,Kayseri,Çetin Arık,Cumhuriyet Halk Partisi,
26,Kırıkkale,Abdullah Öztürk,Adalet ve Kalkınma Partisi,
26,Kırıkkale,Mehmet Demir,Adalet ve Kalkınma Partisi,
26,Kırıkkale,Ramazan Can,Adalet ve Kalkınma Partisi,
26,Kırşehir,Mikail Arslan,Adalet ve Kalkınma Partisi,
26,Kırşehir,Salih Çetinkaya,Adalet ve Kalkınma Partisi,
26,Kırklareli,Türabi Kayan,Cumhuriyet Halk Partisi,
26,Kırklareli,Vecdi Gündoğdu,Cumhuriyet Halk Partisi,
